,Entry,PLOT,Check,Full_sample,Sample_ID,replication,Day1Germ,Day2Germ,Day3Germ,Day4Germ,Day5Germ,kernels_remaining,Mold_kern,Cooler,note,Year,Location,Timepoint,PM_at_plating,Experiment
482,BS813-92,11342,B,Half,241,2,0,0,2,8,12,8,,,,2020,Snyder,2,19,Winter DH Germination
483,BS813-93,11343,B,Half,242,1,0,0,3,4,9,13,,,,2020,Snyder,2,19,Winter DH Germination
484,BS813-93,11343,B,Half,242,2,0,0,4,5,7,14,,,,2020,Snyder,2,19,Winter DH Germination
485,BS813-94,11344,B,Full,243,1,0,0,0,2,6,22,,,,2020,Snyder,2,19,Winter DH Germination
486,BS813-94,11344,B,Full,243,2,0,0,0,6,11,13,,,,2020,Snyder,2,19,Winter DH Germination
487,BS813-95,11345,B,Full,244,1,0,17,13,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
488,BS813-95,11345,B,Full,244,2,1,16,12,1,0,0,,,,2020,Snyder,2,19,Winter DH Germination
489,BS813-96,11346,B,Half,245,1,14,15,1,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
490,BS813-96,11346,B,Half,245,2,14,15,0,0,0,1,,,,2020,Snyder,2,19,Winter DH Germination
491,BS813-97,11347,B,Half,246,1,0,3,10,14,2,1,,,,2020,Snyder,2,19,Winter DH Germination
492,BS813-97,11347,B,Half,246,2,0,6,12,10,1,1,,,,2020,Snyder,2,19,Winter DH Germination
493,BS813-98,11348,B,Half,247,1,8,20,1,0,0,1,,,,2020,Snyder,2,19,Winter DH Germination
494,BS813-98,11348,B,Half,247,2,6,19,2,0,0,1,,,,2020,Snyder,2,19,Winter DH Germination
495,BS813-99,11349,B,Full,248,1,0,4,13,9,3,1,,,,2020,Snyder,2,19,Winter DH Germination
496,BS813-99,11349,B,Full,248,2,0,7,8,5,6,4,,,,2020,Snyder,2,19,Winter DH Germination
497,Check 6-Charles,11350,C,Full,249,1,5,10,4,6,2,3,,,,2020,Snyder,2,19,Winter DH Germination
498,Check 6-Charles,11350,C,Full,249,2,10,9,5,4,0,2,,,,2020,Snyder,2,19,Winter DH Germination
499,BS813-100,11352,B,Full,250,1,0,0,7,15,5,3,,,,2020,Snyder,2,19,Winter DH Germination
500,BS813-100,11352,B,Full,250,2,0,0,6,20,1,3,,,,2020,Snyder,2,19,Winter DH Germination
501,BS813-101,11353,B,Full,251,1,0,0,15,13,0,2,,,,2020,Snyder,2,19,Winter DH Germination
502,BS813-101,11353,B,Full,251,2,0,2,12,14,0,2,,,,2020,Snyder,2,19,Winter DH Germination
503,BS813-102,11354,B,Half,252,1,0,0,5,13,7,6,,,,2020,Snyder,2,19,Winter DH Germination
504,BS813-102,11354,B,Half,252,2,0,0,6,16,7,1,,,,2020,Snyder,2,19,Winter DH Germination
505,BS813-103,11355,B,Full,253,1,0,0,0,10,9,11,,,,2020,Snyder,2,19,Winter DH Germination
506,BS813-103,11355,B,Full,253,2,0,1,1,9,8,11,,,,2020,Snyder,2,19,Winter DH Germination
507,BS813-105,11357,B,Half,254,1,0,0,0,1,3,26,,,,2020,Snyder,2,19,Winter DH Germination
508,BS813-105,11357,B,Half,254,2,0,0,1,1,6,23,,,,2020,Snyder,2,19,Winter DH Germination
509,BS813-107,11359,B,Full,255,1,13,14,1,2,0,0,,,,2020,Snyder,2,19,Winter DH Germination
510,BS813-107,11359,B,Full,255,2,11,17,2,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
511,BS813-108,11360,B,Half,256,1,6,17,4,1,1,1,,,,2020,Snyder,2,19,Winter DH Germination
512,BS813-108,11360,B,Half,256,2,4,17,7,0,0,2,,,,2020,Snyder,2,19,Winter DH Germination
513,BS813-109,11361,B,Half,257,1,0,0,1,12,6,11,,,,2020,Snyder,2,19,Winter DH Germination
514,BS813-109,11361,B,Half,257,2,0,2,4,10,4,10,,,,2020,Snyder,2,19,Winter DH Germination
515,BS813-110,11362,B,Full,258,1,0,0,1,10,6,13,,,,2020,Snyder,2,19,Winter DH Germination
516,BS813-110,11362,B,Full,258,2,0,0,0,14,3,13,,,,2020,Snyder,2,19,Winter DH Germination
517,BS813-111,11363,B,Full,259,1,3,18,9,1,0,0,,,,2020,Snyder,2,19,Winter DH Germination
518,BS813-111,11363,B,Full,259,2,1,23,5,0,1,0,,,,2020,Snyder,2,19,Winter DH Germination
519,BS813-112,11364,B,Half,260,1,0,0,0,5,7,18,,,,2020,Snyder,2,19,Winter DH Germination
520,BS813-112,11364,B,Half,260,2,0,0,2,2,7,19,,,,2020,Snyder,2,19,Winter DH Germination
521,BS813-113,11365,B,Full,261,1,6,16,1,1,1,5,,,,2020,Snyder,2,19,Winter DH Germination
522,BS813-113,11365,B,Full,261,2,8,17,4,0,0,1,,,,2020,Snyder,2,19,Winter DH Germination
523,BS813-115,11367,B,Full,262,1,0,5,12,10,2,1,,,,2020,Snyder,2,19,Winter DH Germination
524,BS813-115,11367,B,Full,262,2,0,0,15,12,0,3,,,,2020,Snyder,2,19,Winter DH Germination
525,BS813-116,11368,B,Half,263,1,5,16,7,2,0,0,,,,2020,Snyder,2,19,Winter DH Germination
526,BS813-116,11368,B,Half,263,2,5,21,4,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
527,BS813-117,11369,B,Half,264,1,0,2,13,10,1,4,,,,2020,Snyder,2,19,Winter DH Germination
528,BS813-117,11369,B,Half,264,2,0,7,7,7,4,5,,,,2020,Snyder,2,19,Winter DH Germination
529,BS813-118,11370,B,Full,265,1,0,5,10,9,3,3,,,,2020,Snyder,2,19,Winter DH Germination
530,BS813-118,11370,B,Full,265,2,0,3,7,15,1,5,,,,2020,Snyder,2,19,Winter DH Germination
531,BS814-119,11371,B,Half,266,1,2,21,6,0,1,0,,,,2020,Snyder,2,19,Winter DH Germination
532,BS814-119,11371,B,Half,266,2,6,22,2,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
533,BS814-120,11372,B,Full,267,1,0,0,9,13,7,1,,,,2020,Snyder,2,19,Winter DH Germination
534,BS814-120,11372,B,Full,267,2,0,2,6,9,4,7,,,,2020,Snyder,2,19,Winter DH Germination
535,BS814-121,11373,B,Full,268,1,0,4,9,9,6,2,,,,2020,Snyder,2,19,Winter DH Germination
536,BS814-121,11373,B,Full,268,2,0,3,7,9,2,9,,,,2020,Snyder,2,19,Winter DH Germination
537,BS814-122,11374,B,Half,269,1,4,19,2,0,0,5,,,,2020,Snyder,2,19,Winter DH Germination
538,BS814-122,11374,B,Half,269,2,3,24,0,0,0,3,,,,2020,Snyder,2,19,Winter DH Germination
539,BS814-123,11375,B,Half,270,1,0,0,1,9,7,13,,,,2020,Snyder,2,19,Winter DH Germination
540,BS814-123,11375,B,Half,270,2,0,0,5,6,4,14,,,,2020,Snyder,2,19,Winter DH Germination
541,BS814-124,11376,B,Half,271,1,0,0,13,4,7,6,,,,2020,Snyder,2,19,Winter DH Germination
542,BS814-124,11376,B,Half,271,2,0,0,7,12,5,6,,,,2020,Snyder,2,19,Winter DH Germination
543,BS814-125,11377,B,Half,272,1,0,6,11,4,4,5,,,,2020,Snyder,2,19,Winter DH Germination
544,BS814-125,11377,B,Half,272,2,0,4,10,6,5,5,,,,2020,Snyder,2,19,Winter DH Germination
545,BS814-126,11378,B,Full,273,1,0,2,6,11,5,6,,,,2020,Snyder,2,19,Winter DH Germination
546,BS814-126,11378,B,Full,273,2,0,8,9,6,3,4,,,,2020,Snyder,2,19,Winter DH Germination
547,BS814-127,11379,B,Full,274,1,9,17,4,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
548,BS814-127,11379,B,Full,274,2,6,18,6,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
549,BS814-129,11381,B,Half,275,1,6,15,7,1,1,1,,,,2020,Snyder,2,19,Winter DH Germination
550,BS814-129,11381,B,Half,275,2,1,18,8,0,0,3,,,,2020,Snyder,2,19,Winter DH Germination
551,BS814-130,11382,B,Full,276,1,5,21,0,1,1,2,,,,2020,Snyder,2,19,Winter DH Germination
552,BS814-130,11382,B,Full,276,2,6,22,0,1,0,1,,,,2020,Snyder,2,19,Winter DH Germination
553,BS814-131,11383,B,Half,277,1,0,2,9,5,3,11,,,,2020,Snyder,2,19,Winter DH Germination
554,BS814-131,11383,B,Half,277,2,0,1,3,9,3,14,,,,2020,Snyder,2,19,Winter DH Germination
555,BS814-132,11384,B,Full,278,1,0,10,12,6,0,2,,,,2020,Snyder,2,19,Winter DH Germination
556,BS814-132,11384,B,Full,278,2,0,11,12,6,0,2,,,,2020,Snyder,2,19,Winter DH Germination
557,BS814-133,11385,B,Half,279,1,0,3,7,6,2,12,,,,2020,Snyder,2,19,Winter DH Germination
558,BS814-133,11385,B,Half,279,2,0,0,6,7,8,9,,,,2020,Snyder,2,19,Winter DH Germination
559,BS814-134,11386,B,Half,280,1,0,5,10,7,2,6,,,,2020,Snyder,2,19,Winter DH Germination
560,BS814-134,11386,B,Half,280,2,0,3,12,5,6,4,,,,2020,Snyder,2,19,Winter DH Germination
561,BS814-135,11387,B,Full,281,1,1,19,10,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
562,BS814-135,11387,B,Full,281,2,5,23,3,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
563,BS814-136,11388,B,Half,282,1,0,1,2,16,6,6,,,,2020,Snyder,2,19,Winter DH Germination
564,BS814-136,11388,B,Half,282,2,0,0,8,12,4,7,,,,2020,Snyder,2,19,Winter DH Germination
565,BS814-137,11389,B,Half,283,1,3,25,1,0,0,1,,,,2020,Snyder,2,19,Winter DH Germination
566,BS814-137,11389,B,Half,283,2,3,26,1,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
567,BS814-138,11390,B,Full,284,1,4,18,6,1,0,0,,,,2020,Snyder,2,19,Winter DH Germination
568,BS814-138,11390,B,Full,284,2,11,11,6,0,1,0,,,,2020,Snyder,2,19,Winter DH Germination
569,BS814-139,11391,B,Full,285,1,0,6,17,4,2,3,,,,2020,Snyder,2,19,Winter DH Germination
570,BS814-139,11391,B,Full,285,2,0,5,8,11,2,3,,,,2020,Snyder,2,19,Winter DH Germination
571,BS814-140,11392,B,Full,286,1,0,1,1,10,6,12,,,,2020,Snyder,2,19,Winter DH Germination
572,BS814-140,11392,B,Full,286,2,0,0,2,4,7,16,,,,2020,Snyder,2,19,Winter DH Germination
573,BS906-2,11394,B,Half,287,1,3,14,12,1,0,0,,,,2020,Snyder,2,19,Winter DH Germination
574,BS906-2,11394,B,Half,287,2,2,18,4,4,0,2,,,,2020,Snyder,2,19,Winter DH Germination
575,BS906-3,11395,B,Half,288,1,3,26,1,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
576,BS906-3,11395,B,Half,288,2,12,17,0,0,0,1,1,,,2020,Snyder,2,19,Winter DH Germination
577,BS906-4,11396,B,Half,289,1,9,21,0,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
578,BS906-4,11396,B,Half,289,2,10,15,5,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
579,BS906-5,11397,B,Half,290,1,0,2,2,10,5,11,,,,2020,Snyder,2,19,Winter DH Germination
580,BS906-5,11397,B,Half,290,2,0,0,10,8,2,10,,,,2020,Snyder,2,19,Winter DH Germination
581,BS906-6,11398,B,Half,291,1,0,8,18,1,2,1,,,,2020,Snyder,2,19,Winter DH Germination
582,BS906-6,11398,B,Half,291,2,0,10,15,1,2,2,,,,2020,Snyder,2,19,Winter DH Germination
583,BS906-7,11399,B,Full,292,1,0,3,19,6,1,1,,,,2020,Snyder,2,19,Winter DH Germination
584,BS906-7,11399,B,Full,292,2,0,1,12,10,4,3,,,,2020,Snyder,2,19,Winter DH Germination
585,Check 1-Flavia,11400,C,Full,293,1,3,17,6,1,1,3,,,,2020,Snyder,2,19,Winter DH Germination
586,Check 1-Flavia,11400,C,Full,293,2,3,20,7,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
587,Check 2-Scala,11401,C,Full,294,1,14,16,0,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
588,Check 2-Scala,11401,C,Full,294,2,15,13,2,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
589,Check 3-DH130910,11402,C,Full,295,1,0,6,10,10,1,3,,,,2020,Snyder,2,19,Winter DH Germination
590,Check 3-DH130910,11402,C,Full,295,2,0,2,11,7,7,3,,,,2020,Snyder,2,19,Winter DH Germination
591,Check 4-SY Tepee,11403,C,Full,296,1,10,19,0,0,0,1,,,,2020,Snyder,2,19,Winter DH Germination
592,Check 4-SY Tepee,11403,C,Full,296,2,10,17,2,0,1,0,,,,2020,Snyder,2,19,Winter DH Germination
593,Check 5-Wintmalt,11404,C,Full,297,1,NA,NA,NA,NA,NA,NA,,,,2020,Snyder,2,19,Winter DH Germination
594,Check 5-Wintmalt,11404,C,Full,297,2,NA,NA,NA,NA,NA,NA,,,,2020,Snyder,2,19,Winter DH Germination
595,BS906-8,11405,B,Half,298,1,8,21,0,0,0,1,,,,2020,Snyder,2,19,Winter DH Germination
596,BS906-8,11405,B,Half,298,2,6,22,2,0,0,0,0,,,2020,Snyder,2,19,Winter DH Germination
597,BS906-9,11406,B,Full,299,1,0,0,8,12,6,4,,,,2020,Snyder,2,19,Winter DH Germination
598,BS906-9,11406,B,Full,299,2,0,0,9,10,8,4,,,,2020,Snyder,2,19,Winter DH Germination
599,BS906-10,11407,B,Full,300,1,0,3,15,6,4,2,,,,2020,Snyder,2,19,Winter DH Germination
600,BS906-10,11407,B,Full,300,2,0,5,13,8,2,2,,,,2020,Snyder,2,19,Winter DH Germination
601,BS908-11,11408,B,Half,301,1,0,14,8,7,0,1,,,,2020,Snyder,2,19,Winter DH Germination
602,BS908-11,11408,B,Half,301,2,0,7,19,3,0,1,,,,2020,Snyder,2,19,Winter DH Germination
603,BS908-12,11409,B,Full,302,1,3,25,1,0,0,1,,,,2020,Snyder,2,19,Winter DH Germination
604,BS908-12,11409,B,Full,302,2,6,23,1,0,1,0,,,,2020,Snyder,2,19,Winter DH Germination
605,BS908-13,11410,B,Full,303,1,0,1,14,9,4,2,,,,2020,Snyder,2,19,Winter DH Germination
606,BS908-13,11410,B,Full,303,2,0,4,9,16,1,0,,,,2020,Snyder,2,19,Winter DH Germination
607,BS908-14,11411,B,Full,304,1,0,0,13,7,7,3,,,,2020,Snyder,2,19,Winter DH Germination
608,BS908-14,11411,B,Full,304,2,0,0,13,2,9,6,,,,2020,Snyder,2,19,Winter DH Germination
609,BS908-15,11412,B,Half,305,1,0,8,4,13,2,3,,,,2020,Snyder,2,19,Winter DH Germination
610,BS908-15,11412,B,Half,305,2,0,9,8,11,0,2,,,,2020,Snyder,2,19,Winter DH Germination
611,BS908-16,11413,B,Full,306,1,1,6,11,6,2,4,,,,2020,Snyder,2,19,Winter DH Germination
612,BS908-16,11413,B,Full,306,2,0,5,7,12,2,4,,,,2020,Snyder,2,19,Winter DH Germination
613,BS908-17,11414,B,Half,307,1,0,7,7,15,1,0,,,,2020,Snyder,2,19,Winter DH Germination
614,BS908-17,11414,B,Half,307,2,0,8,4,14,2,2,,,,2020,Snyder,2,19,Winter DH Germination
615,BS908-19,11416,B,Half,308,1,0,3,6,12,3,6,,,,2020,Snyder,2,19,Winter DH Germination
616,BS908-19,11416,B,Half,308,2,0,2,11,2,6,9,,,,2020,Snyder,2,19,Winter DH Germination
617,BS908-20,11417,B,Full,309,1,4,22,1,3,0,0,,,,2020,Snyder,2,19,Winter DH Germination
618,BS908-20,11417,B,Full,309,2,1,15,7,0,0,7,,,,2020,Snyder,2,19,Winter DH Germination
619,BS908-21,11418,B,Half,310,1,0,5,8,11,3,3,,,,2020,Snyder,2,19,Winter DH Germination
620,BS908-21,11418,B,Half,310,2,0,2,12,11,4,1,,,,2020,Snyder,2,19,Winter DH Germination
621,BS908-22,11419,B,Full,311,1,0,4,10,15,0,1,,,,2020,Snyder,2,19,Winter DH Germination
622,BS908-22,11419,B,Full,311,2,0,3,12,12,2,1,,,,2020,Snyder,2,19,Winter DH Germination
623,BS908-23,11420,B,Half,312,1,5,21,4,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
624,BS908-23,11420,B,Half,312,2,4,24,0,1,0,1,,,,2020,Snyder,2,19,Winter DH Germination
625,BS908-24,11421,B,Half,313,1,0,17,9,0,1,3,,,,2020,Snyder,2,19,Winter DH Germination
626,BS908-24,11421,B,Half,313,2,2,21,5,0,0,2,,,,2020,Snyder,2,19,Winter DH Germination
627,BS908-25,11422,B,Full,314,1,8,24,1,1,0,1,,,,2020,Snyder,2,19,Winter DH Germination
628,BS908-25,11422,B,Full,314,2,7,21,1,0,0,2,,,,2020,Snyder,2,19,Winter DH Germination
629,BS908-26,11423,B,Full,315,1,0,5,4,12,4,6,,,,2020,Snyder,2,19,Winter DH Germination
630,BS908-26,11423,B,Full,315,2,0,4,7,10,4,5,,,,2020,Snyder,2,19,Winter DH Germination
631,BS908-27,11424,B,Half,316,1,5,30,0,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
632,BS908-27,11424,B,Half,316,2,6,24,0,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
633,BS908-28,11425,B,Half,317,1,1,25,4,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
634,BS908-28,11425,B,Half,317,2,4,22,4,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
635,BS908-29,11426,B,Full,318,1,0,14,14,2,0,0,,,,2020,Snyder,2,19,Winter DH Germination
636,BS908-29,11426,B,Full,318,2,1,16,9,2,1,1,,,,2020,Snyder,2,19,Winter DH Germination
637,BS908-30,11427,B,Full,319,1,0,1,5,5,11,8,,,,2020,Snyder,2,19,Winter DH Germination
638,BS908-30,11427,B,Full,319,2,0,0,2,11,8,9,,,,2020,Snyder,2,19,Winter DH Germination
639,BS908-31,11428,B,Half,320,1,0,3,16,6,4,1,,,,2020,Snyder,2,19,Winter DH Germination
640,BS908-31,11428,B,Half,320,2,0,0,18,10,2,0,,,,2020,Snyder,2,19,Winter DH Germination
641,BS908-32,11429,B,Half,321,1,3,21,5,1,1,0,,,,2020,Snyder,2,19,Winter DH Germination
642,BS908-32,11429,B,Half,321,2,3,20,4,2,0,1,,,,2020,Snyder,2,19,Winter DH Germination
643,BS909-33,11430,B,Half,322,1,7,14,6,1,2,0,,,,2020,Snyder,2,19,Winter DH Germination
644,BS909-33,11430,B,Half,322,2,4,20,5,1,0,0,,,,2020,Snyder,2,19,Winter DH Germination
645,BS911-34,11431,B,Half,323,1,10,19,3,0,0,2,,,,2020,Snyder,2,19,Winter DH Germination
646,BS911-34,11431,B,Half,323,2,10,20,0,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
647,BS911-35,11432,B,Full,324,1,0,6,4,10,5,5,,,,2020,Snyder,2,19,Winter DH Germination
648,BS911-35,11432,B,Full,324,2,0,2,10,14,4,0,,,,2020,Snyder,2,19,Winter DH Germination
649,BS911-38,11435,B,Full,325,1,3,20,5,2,0,0,,,,2020,Snyder,2,19,Winter DH Germination
650,BS911-38,11435,B,Full,325,2,5,20,5,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
651,BS911-39,11436,B,Half,326,1,6,23,0,0,0,1,,,,2020,Snyder,2,19,Winter DH Germination
652,BS911-39,11436,B,Half,326,2,6,23,0,1,0,0,,,,2020,Snyder,2,19,Winter DH Germination
653,BS911-41,11438,B,Full,327,1,NA,NA,NA,NA,NA,NA,,,,2020,Snyder,2,19,Winter DH Germination
654,BS911-41,11438,B,Full,327,2,NA,NA,NA,NA,NA,NA,,,,2020,Snyder,2,19,Winter DH Germination
655,BS911-42,11439,B,Full,328,1,NA,NA,NA,NA,NA,NA,,,,2020,Snyder,2,19,Winter DH Germination
656,BS911-42,11439,B,Full,328,2,NA,NA,NA,NA,NA,NA,,,,2020,Snyder,2,19,Winter DH Germination
657,BS911-49,11446,B,Full,329,1,5,15,6,4,0,0,,,,2020,Snyder,2,19,Winter DH Germination
658,BS911-49,11446,B,Full,329,2,6,7,10,5,0,2,,,,2020,Snyder,2,19,Winter DH Germination
659,BS911-50,11447,B,Half,330,1,10,18,2,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
660,BS911-50,11447,B,Half,330,2,11,19,0,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
661,BS911-51,11448,B,Half,331,1,11,16,2,0,0,1,,,,2020,Snyder,2,19,Winter DH Germination
662,BS911-51,11448,B,Half,331,2,7,21,2,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
663,BS911-53,11452,B,Full,332,1,0,14,9,3,1,3,,,,2020,Snyder,2,19,Winter DH Germination
664,BS911-53,11452,B,Full,332,2,1,12,7,5,1,4,,,,2020,Snyder,2,19,Winter DH Germination
665,BS911-56,11455,B,Half,333,1,2,14,9,4,1,0,,,,2020,Snyder,2,19,Winter DH Germination
666,BS911-56,11455,B,Half,333,2,0,9,15,2,3,1,,,,2020,Snyder,2,19,Winter DH Germination
667,BS911-57,11456,B,Half,334,1,5,23,0,1,0,1,,,,2020,Snyder,2,19,Winter DH Germination
668,BS911-57,11456,B,Half,334,2,4,24,1,0,0,1,,,,2020,Snyder,2,19,Winter DH Germination
669,BS911-58,11457,B,Half,335,1,4,22,1,0,0,3,,,,2020,Snyder,2,19,Winter DH Germination
670,BS911-58,11457,B,Half,335,2,6,24,1,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
671,BS911-60,11459,B,Full,336,1,0,5,12,7,3,3,,,,2020,Snyder,2,19,Winter DH Germination
672,BS911-60,11459,B,Full,336,2,0,6,12,7,2,4,,,,2020,Snyder,2,19,Winter DH Germination
673,BS911-61,11460,B,Half,337,1,2,10,8,6,1,3,,,,2020,Snyder,2,19,Winter DH Germination
674,BS911-61,11460,B,Half,337,2,0,7,10,9,2,1,,,,2020,Snyder,2,19,Winter DH Germination
675,BS911-62,11461,B,Half,338,1,0,21,6,2,1,1,,,,2020,Snyder,2,19,Winter DH Germination
676,BS911-62,11461,B,Half,338,2,5,22,2,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
677,BS911-63,11462,B,Full,339,1,6,25,0,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
678,BS911-63,11462,B,Full,339,2,8,22,0,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
679,BS911-64,11463,B,Half,340,1,0,4,11,8,5,3,,,,2020,Snyder,2,19,Winter DH Germination
680,BS911-64,11463,B,Half,340,2,0,10,14,6,1,0,,,,2020,Snyder,2,19,Winter DH Germination
681,BS911-65,11464,B,Full,341,1,0,4,7,17,1,1,,,,2020,Snyder,2,19,Winter DH Germination
682,BS911-65,11464,B,Full,341,2,0,3,16,8,2,2,,,,2020,Snyder,2,19,Winter DH Germination
683,BS911-66,11465,B,Half,342,1,0,11,9,6,3,0,,,,2020,Snyder,2,19,Winter DH Germination
684,BS911-66,11465,B,Half,342,2,0,3,14,9,3,1,,,,2020,Snyder,2,19,Winter DH Germination
685,BS911-67,11466,B,Full,343,1,NA,NA,NA,NA,NA,NA,,,,2020,Snyder,2,19,Winter DH Germination
686,BS911-67,11466,B,Full,343,2,NA,NA,NA,NA,NA,NA,,,,2020,Snyder,2,19,Winter DH Germination
687,BS911-69,11468,B,Full,344,1,10,16,1,0,0,3,,,,2020,Snyder,2,19,Winter DH Germination
688,BS911-69,11468,B,Full,344,2,9,20,0,1,0,0,,,,2020,Snyder,2,19,Winter DH Germination
689,BS911-70,11469,B,Half,345,1,4,24,2,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
690,BS911-70,11469,B,Half,345,2,5,23,2,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
691,BS911-71,11470,B,Full,346,1,0,10,6,8,4,2,,,,2020,Snyder,2,19,Winter DH Germination
692,BS911-71,11470,B,Full,346,2,1,6,6,9,5,3,,,,2020,Snyder,2,19,Winter DH Germination
693,BS911-72,11471,B,Full,347,1,7,21,2,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
694,BS911-72,11471,B,Full,347,2,6,21,3,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
695,BS911-73,11472,B,Full,348,1,5,16,7,1,1,0,,,,2020,Snyder,2,19,Winter DH Germination
696,BS911-73,11472,B,Full,348,2,9,17,3,0,0,1,,,,2020,Snyder,2,19,Winter DH Germination
697,BS911-74,11473,B,Half,349,1,0,9,13,6,0,2,,,,2020,Snyder,2,19,Winter DH Germination
698,BS911-74,11473,B,Half,349,2,0,10,16,2,0,2,,,,2020,Snyder,2,19,Winter DH Germination
699,BS911-75,11474,B,Half,350,1,0,2,2,10,8,7,,,,2020,Snyder,2,19,Winter DH Germination
700,BS911-75,11474,B,Half,350,2,0,1,2,8,5,14,,,,2020,Snyder,2,19,Winter DH Germination
701,BS911-76,11475,B,Half,351,1,0,6,4,6,5,9,,,,2020,Snyder,2,19,Winter DH Germination
702,BS911-76,11475,B,Half,351,2,0,5,5,5,3,12,,,,2020,Snyder,2,19,Winter DH Germination
703,BS911-77,11476,B,Full,352,1,8,22,0,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
704,BS911-77,11476,B,Full,352,2,9,19,2,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
705,BS911-78,11477,B,Half,353,1,1,6,16,7,0,0,,,,2020,Snyder,2,19,Winter DH Germination
706,BS911-78,11477,B,Half,353,2,0,4,16,5,2,3,,,,2020,Snyder,2,19,Winter DH Germination
707,BS911-79,11478,B,Half,354,1,3,23,1,1,1,1,,,,2020,Snyder,2,19,Winter DH Germination
708,BS911-79,11478,B,Half,354,2,5,20,1,1,0,4,,,,2020,Snyder,2,19,Winter DH Germination
709,BS911-80,11479,B,Half,355,1,0,0,9,14,4,3,,,,2020,Snyder,2,19,Winter DH Germination
710,BS911-80,11479,B,Half,355,2,0,7,9,10,3,1,,,,2020,Snyder,2,19,Winter DH Germination
711,BS911-81,11480,B,Half,356,1,0,2,11,8,7,3,,,,2020,Snyder,2,19,Winter DH Germination
712,BS911-81,11480,B,Half,356,2,0,6,13,4,1,6,,,,2020,Snyder,2,19,Winter DH Germination
713,BS911-82,11481,B,Full,357,1,0,1,5,10,4,10,,,,2020,Snyder,2,19,Winter DH Germination
714,BS911-82,11481,B,Full,357,2,0,0,3,15,6,6,,,,2020,Snyder,2,19,Winter DH Germination
715,BS911-83,11482,B,Half,358,1,9,18,0,0,0,3,,,,2020,Snyder,2,19,Winter DH Germination
716,BS911-83,11482,B,Half,358,2,9,18,2,1,0,1,,,,2020,Snyder,2,19,Winter DH Germination
717,BS911-84,11483,B,Half,359,1,5,21,2,1,0,1,,,,2020,Snyder,2,19,Winter DH Germination
718,BS911-84,11483,B,Half,359,2,6,24,0,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
719,BS911-85,11484,B,Full,360,1,10,20,0,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
720,BS911-85,11484,B,Full,360,2,13,15,0,2,0,0,,,,2020,Snyder,2,19,Winter DH Germination
721,BS911-86,11485,B,Full,361,1,0,5,11,7,4,3,,,,2020,Snyder,2,19,Winter DH Germination
722,BS911-86,11485,B,Full,361,2,0,4,13,7,0,5,,,,2020,Snyder,2,19,Winter DH Germination
723,BS911-87,11486,B,Half,362,1,0,2,6,10,7,4,,,,2020,Snyder,2,19,Winter DH Germination
724,BS911-87,11486,B,Half,362,2,0,0,11,10,4,6,,,,2020,Snyder,2,19,Winter DH Germination
725,BS911-88,11487,B,Half,363,1,3,24,3,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
726,BS911-88,11487,B,Half,363,2,3,20,6,0,0,1,,,,2020,Snyder,2,19,Winter DH Germination
727,BS911-89,11488,B,Half,364,1,6,22,1,0,1,0,,,,2020,Snyder,2,19,Winter DH Germination
