,Entry,PLOT,Check,Full_sample,Sample_ID,replication,Day1Germ,Day2Germ,Day3Germ,Day4Germ,Day5Germ,kernels_remaining,Mold_kern,Cooler,note,Year,Location,Timepoint,PM_at_plating,Experiment
236,BS713-80,11173,B,Half,118,2,0,13,10,4,2,1,,,,2020,Snyder,2,19,Winter DH Germination
237,BS713-81,11174,B,Half,119,1,3,14,8,3,0,2,,,,2020,Snyder,2,19,Winter DH Germination
238,BS713-81,11174,B,Half,119,2,11,13,4,1,0,1,,,,2020,Snyder,2,19,Winter DH Germination
239,BS713-82,11175,B,Half,120,1,14,11,5,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
240,BS713-82,11175,B,Half,120,2,5,16,9,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
241,BS713-84,11177,B,Full,121,1,0,4,1,13,5,5,,,,2020,Snyder,2,19,Winter DH Germination
242,BS713-84,11177,B,Full,121,2,0,0,1,14,9,6,,,,2020,Snyder,2,19,Winter DH Germination
243,BS713-87,11180,B,Half,122,1,11,18,1,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
244,BS713-87,11180,B,Half,122,2,14,15,1,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
245,BS713-89,11182,B,Half,123,1,2,15,9,3,0,1,,,,2020,Snyder,2,19,Winter DH Germination
246,BS713-89,11182,B,Half,123,2,2,21,4,3,0,0,,,,2020,Snyder,2,19,Winter DH Germination
247,BS713-90,11183,B,Full,124,1,0,4,13,12,0,1,,,,2020,Snyder,2,19,Winter DH Germination
248,BS713-90,11183,B,Full,124,2,0,5,16,6,2,1,,,,2020,Snyder,2,19,Winter DH Germination
249,BS713-91,11184,B,Full,125,1,0,3,14,6,2,5,,,,2020,Snyder,2,19,Winter DH Germination
250,BS713-91,11184,B,Full,125,2,0,0,9,12,4,5,,,,2020,Snyder,2,19,Winter DH Germination
251,BS713-92,11185,B,Half,126,1,0,1,1,4,7,17,,,,2020,Snyder,2,19,Winter DH Germination
252,BS713-92,11185,B,Half,126,2,0,1,1,5,9,14,,,,2020,Snyder,2,19,Winter DH Germination
253,BS713-93,11186,B,Full,127,1,0,2,13,8,2,5,,,,2020,Snyder,2,19,Winter DH Germination
254,BS713-93,11186,B,Full,127,2,0,6,15,7,1,1,,,,2020,Snyder,2,19,Winter DH Germination
255,BS713-94,11187,B,Half,128,1,0,3,19,5,3,0,,,,2020,Snyder,2,19,Winter DH Germination
256,BS713-94,11187,B,Half,128,2,0,19,11,0,0,0,0,,,2020,Snyder,2,19,Winter DH Germination
257,BS713-95,11188,B,Full,129,1,0,0,1,6,9,14,,,,2020,Snyder,2,19,Winter DH Germination
258,BS713-95,11188,B,Full,129,2,0,0,3,0,10,18,,,,2020,Snyder,2,19,Winter DH Germination
259,BS713-96,11189,B,Full,130,1,0,2,11,10,2,5,,,,2020,Snyder,2,19,Winter DH Germination
260,BS713-96,11189,B,Full,130,2,0,1,9,12,2,6,,,,2020,Snyder,2,19,Winter DH Germination
261,BS713-97,11190,B,Half,131,1,0,1,2,4,7,16,,,,2020,Snyder,2,19,Winter DH Germination
262,BS713-97,11190,B,Half,131,2,1,0,4,9,7,10,,,,2020,Snyder,2,19,Winter DH Germination
263,BS713-98,11191,B,Full,132,1,6,24,0,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
264,BS713-98,11191,B,Full,132,2,9,21,0,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
265,BS713-99,11192,B,Half,133,1,0,10,13,2,2,3,,,,2020,Snyder,2,19,Winter DH Germination
266,BS713-99,11192,B,Half,133,2,0,18,8,4,0,0,,,,2020,Snyder,2,19,Winter DH Germination
267,BS713-100,11193,B,Half,134,1,0,4,17,7,1,1,,,,2020,Snyder,2,19,Winter DH Germination
268,BS713-100,11193,B,Half,134,2,0,3,16,5,1,5,,,,2020,Snyder,2,19,Winter DH Germination
269,BS713-102,11195,B,Full,135,1,0,2,5,3,7,13,,,,2020,Snyder,2,19,Winter DH Germination
270,BS713-102,11195,B,Full,135,2,0,0,6,6,5,12,,,,2020,Snyder,2,19,Winter DH Germination
271,BS713-104,11197,B,Full,136,1,0,3,11,9,3,4,,,,2020,Snyder,2,19,Winter DH Germination
272,BS713-104,11197,B,Full,136,2,0,1,4,17,4,5,,,,2020,Snyder,2,19,Winter DH Germination
273,BS713-106,11199,B,Full,137,1,0,8,8,9,1,4,,,,2020,Snyder,2,19,Winter DH Germination
274,BS713-106,11199,B,Full,137,2,0,4,11,9,5,2,,,,2020,Snyder,2,19,Winter DH Germination
275,Check 1-Flavia,11200,C,Full,138,1,4,14,8,1,0,3,,,,2020,Snyder,2,19,Winter DH Germination
276,Check 1-Flavia,11200,C,Full,138,2,0,19,7,3,1,0,,,,2020,Snyder,2,19,Winter DH Germination
277,Check 3-DH130910,11202,C,Full,139,1,0,2,5,5,9,10,,,,2020,Snyder,2,19,Winter DH Germination
278,Check 3-DH130910,11202,C,Full,139,2,1,3,3,7,4,12,,,,2020,Snyder,2,19,Winter DH Germination
279,BS713-108,11206,B,Full,140,1,4,20,4,0,0,2,,,,2020,Snyder,2,19,Winter DH Germination
280,BS713-108,11206,B,Full,140,2,3,21,4,0,0,2,,,,2020,Snyder,2,19,Winter DH Germination
281,BS713-109,11207,B,Full,141,1,1,4,11,12,1,1,,,,2020,Snyder,2,19,Winter DH Germination
282,BS713-109,11207,B,Full,141,2,0,2,7,9,6,6,,,,2020,Snyder,2,19,Winter DH Germination
283,BS713-110,11208,B,Full,142,1,6,16,8,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
284,BS713-110,11208,B,Full,142,2,6,15,9,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
285,BS713-112,11210,B,Full,143,1,0,1,5,7,10,7,,,,2020,Snyder,2,19,Winter DH Germination
286,BS713-112,11210,B,Full,143,2,0,5,4,8,9,4,,,,2020,Snyder,2,19,Winter DH Germination
287,BS713-113,11211,B,Full,144,1,0,3,8,8,7,4,,,,2020,Snyder,2,19,Winter DH Germination
288,BS713-113,11211,B,Full,144,2,0,5,13,5,6,2,,,,2020,Snyder,2,19,Winter DH Germination
289,BS714-114,11212,B,Half,145,1,19,11,0,0,0,1,,,,2020,Snyder,2,19,Winter DH Germination
290,BS714-114,11212,B,Half,145,2,18,11,0,0,0,1,,,,2020,Snyder,2,19,Winter DH Germination
291,BS714-123,11221,B,Full,146,1,0,1,2,6,8,14,,,,2020,Snyder,2,19,Winter DH Germination
292,BS714-123,11221,B,Full,146,2,0,0,1,2,10,17,,,,2020,Snyder,2,19,Winter DH Germination
293,BS714-124,11222,B,Full,147,1,0,4,10,4,5,7,,,,2020,Snyder,2,19,Winter DH Germination
294,BS714-124,11222,B,Full,147,2,0,4,11,6,4,5,,,,2020,Snyder,2,19,Winter DH Germination
295,BS714-125,11223,B,Full,148,1,0,3,6,8,5,8,,,,2020,Snyder,2,19,Winter DH Germination
296,BS714-125,11223,B,Full,148,2,0,1,4,9,6,9,,,,2020,Snyder,2,19,Winter DH Germination
297,BS714-127,11225,B,Half,149,1,2,15,11,0,0,2,,,,2020,Snyder,2,19,Winter DH Germination
298,BS714-127,11225,B,Half,149,2,7,16,2,3,0,3,,,,2020,Snyder,2,19,Winter DH Germination
299,BS714-128,11226,B,Full,150,1,0,5,10,3,2,10,,,,2020,Snyder,2,19,Winter DH Germination
300,BS714-128,11226,B,Full,150,2,1,3,4,9,4,9,,,,2020,Snyder,2,19,Winter DH Germination
301,BS715-134,11232,B,Half,151,1,0,1,8,10,3,8,,,,2020,Snyder,2,19,Winter DH Germination
302,BS715-134,11232,B,Half,151,2,0,0,3,10,10,6,,,,2020,Snyder,2,19,Winter DH Germination
303,BS715-135,11233,B,Half,152,1,1,9,17,2,0,1,,,,2020,Snyder,2,19,Winter DH Germination
304,BS715-135,11233,B,Half,152,2,0,12,12,1,2,3,,,,2020,Snyder,2,19,Winter DH Germination
305,BS715-136,11234,B,Full,153,1,0,0,3,10,9,8,,,,2020,Snyder,2,19,Winter DH Germination
306,BS715-136,11234,B,Full,153,2,0,3,10,5,6,6,,,,2020,Snyder,2,19,Winter DH Germination
307,BS715-137,11235,B,Half,154,1,NA,NA,NA,NA,NA,NA,NA,,,2020,Snyder,2,19,Winter DH Germination
308,BS715-137,11235,B,Half,154,2,NA,NA,NA,NA,NA,NA,NA,,,2020,Snyder,2,19,Winter DH Germination
309,BS715-138,11236,B,Half,155,1,6,14,9,0,1,0,,,,2020,Snyder,2,19,Winter DH Germination
310,BS715-138,11236,B,Half,155,2,7,15,7,0,0,1,,,,2020,Snyder,2,19,Winter DH Germination
311,BS715-139,11237,B,Full,156,1,0,5,12,9,1,3,,,,2020,Snyder,2,19,Winter DH Germination
312,BS715-139,11237,B,Full,156,2,0,6,10,12,1,1,,,,2020,Snyder,2,19,Winter DH Germination
313,BS715-140,11238,B,Full,157,1,6,19,3,2,0,0,,,,2020,Snyder,2,19,Winter DH Germination
314,BS715-140,11238,B,Full,157,2,3,22,4,1,0,0,,,,2020,Snyder,2,19,Winter DH Germination
315,BS715-142,11240,B,Full,158,1,0,1,3,8,9,4,,,,2020,Snyder,2,19,Winter DH Germination
316,BS715-142,11240,B,Full,158,2,0,1,7,7,6,9,,,,2020,Snyder,2,19,Winter DH Germination
317,BS715-143,11241,B,Half,159,1,0,2,3,4,7,14,,,,2020,Snyder,2,19,Winter DH Germination
318,BS715-143,11241,B,Half,159,2,0,0,2,9,8,11,,,,2020,Snyder,2,19,Winter DH Germination
319,BS715-144,11242,B,Full,160,1,10,12,5,2,0,1,,,,2020,Snyder,2,19,Winter DH Germination
320,BS715-144,11242,B,Full,160,2,9,11,7,1,1,1,,,,2020,Snyder,2,19,Winter DH Germination
321,BS716-145,11243,B,Half,161,1,0,7,8,8,4,2,,,,2020,Snyder,2,19,Winter DH Germination
322,BS716-145,11243,B,Half,161,2,0,1,11,12,4,2,,,,2020,Snyder,2,19,Winter DH Germination
323,BS807-1,11244,B,Full,162,1,0,0,2,10,9,9,,,,2020,Snyder,2,19,Winter DH Germination
324,BS807-1,11244,B,Full,162,2,0,0,2,6,11,11,,,,2020,Snyder,2,19,Winter DH Germination
325,BS807-2,11245,B,Half,163,1,8,20,2,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
326,BS807-2,11245,B,Half,163,2,8,22,0,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
327,BS807-3,11246,B,Full,164,1,0,1,5,11,8,5,,,,2020,Snyder,2,19,Winter DH Germination
328,BS807-3,11246,B,Full,164,2,0,0,5,9,9,7,,,,2020,Snyder,2,19,Winter DH Germination
329,BS808-5,11248,B,Half,165,1,0,0,2,6,8,14,,,,2020,Snyder,2,19,Winter DH Germination
330,BS808-5,11248,B,Half,165,2,1,0,2,4,9,14,,,,2020,Snyder,2,19,Winter DH Germination
331,BS808-6,11249,B,Half,166,1,0,0,3,1,7,20,,,,2020,Snyder,2,19,Winter DH Germination
332,BS808-6,11249,B,Half,166,2,0,0,2,3,6,17,,,,2020,Snyder,2,19,Winter DH Germination
333,Check 6-Charles,11250,C,Full,167,1,14,16,0,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
334,Check 6-Charles,11250,C,Full,167,2,18,11,1,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
335,BS810-7,11252,B,Full,168,1,0,15,14,1,0,0,,,,2020,Snyder,2,19,Winter DH Germination
336,BS810-7,11252,B,Full,168,2,0,10,15,3,1,1,,,,2020,Snyder,2,19,Winter DH Germination
337,BS810-8,11253,B,Half,169,1,9,18,3,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
338,BS810-8,11253,B,Half,169,2,13,15,2,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
339,BS810-9,11254,B,Half,170,1,7,20,3,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
340,BS810-9,11254,B,Half,170,2,9,15,6,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
341,BS810-11,11256,B,Half,171,1,3,25,2,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
342,BS810-11,11256,B,Half,171,2,6,20,4,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
343,BS810-12,11257,B,Half,172,1,1,1,9,9,8,2,,,,2020,Snyder,2,19,Winter DH Germination
344,BS810-12,11257,B,Half,172,2,1,2,13,11,1,2,,,,2020,Snyder,2,19,Winter DH Germination
345,BS810-16,11261,B,Full,173,1,0,5,9,8,6,2,,,,2020,Snyder,2,19,Winter DH Germination
346,BS810-16,11261,B,Full,173,2,0,2,13,6,5,4,,,,2020,Snyder,2,19,Winter DH Germination
347,BS811-17,11262,B,Half,174,1,4,20,6,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
348,BS811-17,11262,B,Half,174,2,9,19,2,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
349,BS811-18,11263,B,Half,175,1,15,14,1,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
350,BS811-18,11263,B,Half,175,2,12,18,0,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
351,BS811-19,11264,B,Full,176,1,0,2,6,15,5,3,,,,2020,Snyder,2,19,Winter DH Germination
352,BS811-19,11264,B,Full,176,2,0,0,8,17,5,0,,,,2020,Snyder,2,19,Winter DH Germination
353,BS811-20,11265,B,Half,177,1,5,21,2,1,1,0,,,,2020,Snyder,2,19,Winter DH Germination
354,BS811-20,11265,B,Half,177,2,5,16,8,1,0,0,,,,2020,Snyder,2,19,Winter DH Germination
355,BS811-21,11266,B,Half,178,1,0,11,7,7,2,3,,,,2020,Snyder,2,19,Winter DH Germination
356,BS811-21,11266,B,Half,178,2,0,6,4,7,4,9,,,,2020,Snyder,2,19,Winter DH Germination
357,BS811-22,11267,B,Half,179,1,4,22,4,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
358,BS811-22,11267,B,Half,179,2,5,22,3,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
359,BS811-23,11268,B,Half,180,1,4,24,2,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
360,BS811-23,11268,B,Half,180,2,5,23,1,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
361,BS811-24,11269,B,Full,181,1,1,15,13,1,0,0,,,,2020,Snyder,2,19,Winter DH Germination
362,BS811-24,11269,B,Full,181,2,0,18,10,1,1,0,,,,2020,Snyder,2,19,Winter DH Germination
363,BS811-25,11270,B,Full,182,1,0,0,4,7,12,7,,,,2020,Snyder,2,19,Winter DH Germination
364,BS811-25,11270,B,Full,182,2,0,2,4,6,6,12,,,,2020,Snyder,2,19,Winter DH Germination
365,BS811-26,11271,B,Full,183,1,14,13,2,1,0,0,,,,2020,Snyder,2,19,Winter DH Germination
366,BS811-26,11271,B,Full,183,2,13,12,5,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
367,BS811-27,11272,B,Half,184,1,1,9,11,5,3,1,,,,2020,Snyder,2,19,Winter DH Germination
368,BS811-27,11272,B,Half,184,2,0,6,16,3,2,3,,,,2020,Snyder,2,19,Winter DH Germination
369,BS811-28,11273,B,Half,185,1,0,3,4,4,5,14,,,,2020,Snyder,2,19,Winter DH Germination
370,BS811-28,11273,B,Half,185,2,0,2,4,6,5,13,,,,2020,Snyder,2,19,Winter DH Germination
371,BS811-29,11274,B,Half,186,1,10,16,3,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
372,BS811-29,11274,B,Half,186,2,6,21,3,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
373,BS811-30,11275,B,Half,187,1,0,0,4,7,2,17,,,,2020,Snyder,2,19,Winter DH Germination
374,BS811-30,11275,B,Half,187,2,0,0,7,5,8,10,,,,2020,Snyder,2,19,Winter DH Germination
375,BS811-31,11276,B,Half,188,1,0,0,0,3,6,21,,,,2020,Snyder,2,19,Winter DH Germination
376,BS811-31,11276,B,Half,188,2,0,0,0,4,6,20,,,,2020,Snyder,2,19,Winter DH Germination
377,BS811-32,11277,B,Full,189,1,0,2,5,7,6,10,,,,2020,Snyder,2,19,Winter DH Germination
378,BS811-32,11277,B,Full,189,2,0,1,4,6,3,16,,,,2020,Snyder,2,19,Winter DH Germination
379,BS811-33,11278,B,Half,190,1,0,2,7,8,5,8,,,,2020,Snyder,2,19,Winter DH Germination
380,BS811-33,11278,B,Half,190,2,0,1,7,7,6,9,,,,2020,Snyder,2,19,Winter DH Germination
381,BS811-34,11279,B,Half,191,1,0,3,7,5,4,11,,,,2020,Snyder,2,19,Winter DH Germination
382,BS811-34,11279,B,Half,191,2,0,2,5,6,6,11,,,,2020,Snyder,2,19,Winter DH Germination
383,BS811-36,11281,B,Full,192,1,0,3,9,9,2,6,,,,2020,Snyder,2,19,Winter DH Germination
384,BS811-36,11281,B,Full,192,2,0,2,5,14,4,6,,,,2020,Snyder,2,19,Winter DH Germination
385,BS811-37,11282,B,Half,193,1,0,2,10,10,5,3,,,,2020,Snyder,2,19,Winter DH Germination
386,BS811-37,11282,B,Half,193,2,0,5,10,10,0,4,,,,2020,Snyder,2,19,Winter DH Germination
387,BS811-38,11283,B,Half,194,1,0,0,9,7,9,5,,,,2020,Snyder,2,19,Winter DH Germination
388,BS811-38,11283,B,Half,194,2,0,2,9,6,7,5,,,,2020,Snyder,2,19,Winter DH Germination
389,BS811-39,11284,B,Full,195,1,8,12,10,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
390,BS811-39,11284,B,Full,195,2,5,18,7,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
391,BS811-40,11285,B,Full,196,1,1,6,16,4,2,1,,,,2020,Snyder,2,19,Winter DH Germination
392,BS811-40,11285,B,Full,196,2,0,6,11,8,3,2,,,,2020,Snyder,2,19,Winter DH Germination
393,BS811-41,11286,B,Half,197,1,0,0,0,3,6,21,,,,2020,Snyder,2,19,Winter DH Germination
394,BS811-41,11286,B,Half,197,2,0,0,1,1,11,17,,,,2020,Snyder,2,19,Winter DH Germination
395,BS811-42,11287,B,Full,198,1,0,1,1,7,7,14,,,,2020,Snyder,2,19,Winter DH Germination
396,BS811-42,11287,B,Full,198,2,0,2,8,10,5,5,,,,2020,Snyder,2,19,Winter DH Germination
397,BS811-43,11288,B,Full,199,1,0,0,4,10,5,11,,,,2020,Snyder,2,19,Winter DH Germination
398,BS811-43,11288,B,Full,199,2,0,2,1,12,8,7,,,,2020,Snyder,2,19,Winter DH Germination
399,BS811-44,11289,B,Half,200,1,6,12,13,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
400,BS811-44,11289,B,Half,200,2,4,18,8,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
401,BS812-45,11290,B,Full,201,1,13,17,0,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
402,BS812-45,11290,B,Full,201,2,17,9,4,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
403,BS812-46,11291,B,Full,202,1,5,20,4,1,0,0,,,,2020,Snyder,2,19,Winter DH Germination
404,BS812-46,11291,B,Full,202,2,3,23,4,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
405,BS812-47,11292,B,Full,203,1,0,0,6,9,11,4,,,,2020,Snyder,2,19,Winter DH Germination
406,BS812-47,11292,B,Full,203,2,0,1,7,8,9,5,,,,2020,Snyder,2,19,Winter DH Germination
407,BS812-48,11293,B,Full,204,1,0,1,3,9,11,6,,,,2020,Snyder,2,19,Winter DH Germination
408,BS812-48,11293,B,Full,204,2,0,2,9,6,3,10,,,,2020,Snyder,2,19,Winter DH Germination
409,BS812-49,11294,B,Full,205,1,16,13,1,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
410,BS812-49,11294,B,Full,205,2,17,12,2,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
411,BS812-50,11295,B,Half,206,1,0,0,0,5,4,22,,,,2020,Snyder,2,19,Winter DH Germination
412,BS812-50,11295,B,Half,206,2,0,0,0,2,7,21,,,,2020,Snyder,2,19,Winter DH Germination
413,BS812-52,11297,B,Full,207,1,0,0,8,11,5,6,,,,2020,Snyder,2,19,Winter DH Germination
414,BS812-52,11297,B,Full,207,2,0,8,7,8,3,4,,,,2020,Snyder,2,19,Winter DH Germination
415,BS812-53,11298,B,Half,208,1,1,2,14,5,2,6,,,,2020,Snyder,2,19,Winter DH Germination
416,BS812-53,11298,B,Half,208,2,0,0,11,5,6,8,,,,2020,Snyder,2,19,Winter DH Germination
417,BS812-54,11299,B,Full,209,1,0,5,15,4,3,3,,,,2020,Snyder,2,19,Winter DH Germination
418,BS812-54,11299,B,Full,209,2,0,4,15,6,2,3,,,,2020,Snyder,2,19,Winter DH Germination
419,Check 1-Flavia,11300,C,Full,210,1,7,14,4,2,0,2,,,,2020,Snyder,2,19,Winter DH Germination
420,Check 1-Flavia,11300,C,Full,210,2,6,14,9,1,0,0,,,,2020,Snyder,2,19,Winter DH Germination
421,Check 3-DH130910,11302,C,Full,211,1,0,3,10,8,5,4,,,,2020,Snyder,2,19,Winter DH Germination
422,Check 3-DH130910,11302,C,Full,211,2,1,3,13,6,5,2,,,,2020,Snyder,2,19,Winter DH Germination
423,BS812-55,11305,B,Half,212,1,3,12,8,5,2,0,,,,2020,Snyder,2,19,Winter DH Germination
424,BS812-55,11305,B,Half,212,2,1,9,12,8,0,0,,,,2020,Snyder,2,19,Winter DH Germination
425,BS812-56,11306,B,Half,213,1,0,2,4,11,9,4,,,,2020,Snyder,2,19,Winter DH Germination
426,BS812-56,11306,B,Half,213,2,0,0,7,9,8,6,,,,2020,Snyder,2,19,Winter DH Germination
427,BS812-57,11307,B,Full,214,1,0,1,2,15,8,3,,,,2020,Snyder,2,19,Winter DH Germination
428,BS812-57,11307,B,Full,214,2,0,2,11,9,5,3,,,,2020,Snyder,2,19,Winter DH Germination
429,BS812-58,11308,B,Half,215,1,0,1,6,9,6,8,,,,2020,Snyder,2,19,Winter DH Germination
430,BS812-58,11308,B,Half,215,2,0,1,5,7,5,12,,,,2020,Snyder,2,19,Winter DH Germination
431,BS812-59,11309,B,Full,216,1,8,13,9,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
432,BS812-59,11309,B,Full,216,2,12,15,2,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
433,BS812-60,11310,B,Half,217,1,0,2,18,4,2,4,,,,2020,Snyder,2,19,Winter DH Germination
434,BS812-60,11310,B,Half,217,2,0,3,9,15,3,0,,,,2020,Snyder,2,19,Winter DH Germination
435,BS812-61,11311,B,Full,218,1,1,10,15,2,1,1,,,,2020,Snyder,2,19,Winter DH Germination
436,BS812-61,11311,B,Full,218,2,1,13,12,1,1,2,,,,2020,Snyder,2,19,Winter DH Germination
437,BS812-62,11312,B,Half,219,1,0,0,2,7,5,16,,,,2020,Snyder,2,19,Winter DH Germination
438,BS812-62,11312,B,Half,219,2,0,0,3,12,7,8,,,,2020,Snyder,2,19,Winter DH Germination
439,BS812-63,11313,B,Full,220,1,0,1,9,9,8,3,,,,2020,Snyder,2,19,Winter DH Germination
440,BS812-63,11313,B,Full,220,2,0,0,5,10,10,5,,,,2020,Snyder,2,19,Winter DH Germination
441,BS812-65,11315,B,Full,221,1,0,0,6,6,3,15,,,,2020,Snyder,2,19,Winter DH Germination
442,BS812-65,11315,B,Full,221,2,0,0,5,8,8,9,,,,2020,Snyder,2,19,Winter DH Germination
443,BS812-66,11316,B,Full,222,1,0,0,2,6,8,15,,,,2020,Snyder,2,19,Winter DH Germination
444,BS812-66,11316,B,Full,222,2,0,0,2,7,10,11,,,,2020,Snyder,2,19,Winter DH Germination
445,BS812-67,11317,B,Full,223,1,0,0,2,12,5,10,,,,2020,Snyder,2,19,Winter DH Germination
446,BS812-67,11317,B,Full,223,2,0,1,2,10,5,12,,,,2020,Snyder,2,19,Winter DH Germination
447,BS812-68,11318,B,Full,224,1,0,2,7,7,7,7,,,,2020,Snyder,2,19,Winter DH Germination
448,BS812-68,11318,B,Full,224,2,0,4,11,5,4,6,,,,2020,Snyder,2,19,Winter DH Germination
449,BS812-69,11319,B,Full,225,1,0,0,11,11,7,1,,,,2020,Snyder,2,19,Winter DH Germination
450,BS812-69,11319,B,Full,225,2,0,0,11,10,5,4,,,,2020,Snyder,2,19,Winter DH Germination
451,BS812-70,11320,B,Full,226,1,0,2,2,7,7,12,,,,2020,Snyder,2,19,Winter DH Germination
452,BS812-70,11320,B,Full,226,2,1,0,4,4,5,13,,,,2020,Snyder,2,19,Winter DH Germination
453,BS812-71,11321,B,Full,227,1,0,0,5,15,7,3,,,,2020,Snyder,2,19,Winter DH Germination
454,BS812-71,11321,B,Full,227,2,0,0,7,9,6,8,,,,2020,Snyder,2,19,Winter DH Germination
455,BS812-72,11322,B,Half,228,1,0,0,3,5,7,15,,,,2020,Snyder,2,19,Winter DH Germination
456,BS812-72,11322,B,Half,228,2,0,0,3,5,4,18,,,,2020,Snyder,2,19,Winter DH Germination
457,BS812-73,11323,B,Full,229,1,10,19,1,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
458,BS812-73,11323,B,Full,229,2,9,20,1,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
459,BS812-76,11326,B,Full,230,1,3,2,9,12,4,0,,,,2020,Snyder,2,19,Winter DH Germination
460,BS812-76,11326,B,Full,230,2,1,3,8,14,3,1,,,,2020,Snyder,2,19,Winter DH Germination
461,BS812-77,11327,B,Full,231,1,8,17,4,0,0,1,,,,2020,Snyder,2,19,Winter DH Germination
462,BS812-77,11327,B,Full,231,2,7,19,3,0,0,1,,,,2020,Snyder,2,19,Winter DH Germination
463,BS812-79,11329,B,Full,232,1,0,0,8,4,7,11,,,,2020,Snyder,2,19,Winter DH Germination
464,BS812-79,11329,B,Full,232,2,0,1,2,5,4,19,,,,2020,Snyder,2,19,Winter DH Germination
465,BS812-80,11330,B,Full,233,1,16,12,0,1,0,1,,,,2020,Snyder,2,19,Winter DH Germination
466,BS812-80,11330,B,Full,233,2,15,14,0,0,0,1,,,,2020,Snyder,2,19,Winter DH Germination
467,BS812-84,11334,B,Half,234,1,NA,NA,NA,NA,NA,NA,NA,,,2020,Snyder,2,19,Winter DH Germination
468,BS812-84,11334,B,Half,234,2,NA,NA,NA,NA,NA,NA,NA,,,2020,Snyder,2,19,Winter DH Germination
469,BS813-85,11335,B,Half,235,1,0,2,13,8,5,2,,,,2020,Snyder,2,19,Winter DH Germination
470,BS813-85,11335,B,Half,235,2,0,2,9,12,6,1,,,,2020,Snyder,2,19,Winter DH Germination
471,BS813-86,11336,B,Full,236,1,11,15,4,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
472,BS813-86,11336,B,Full,236,2,9,16,4,1,0,0,,,,2020,Snyder,2,19,Winter DH Germination
473,BS813-87,11337,B,Half,237,1,0,1,9,9,5,6,,,,2020,Snyder,2,19,Winter DH Germination
474,BS813-87,11337,B,Half,237,2,0,1,9,9,2,9,,,,2020,Snyder,2,19,Winter DH Germination
475,BS813-88,11338,B,Full,238,1,2,22,6,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
476,BS813-88,11338,B,Full,238,2,1,19,9,1,0,0,,,,2020,Snyder,2,19,Winter DH Germination
477,BS813-90,11340,B,Full,239,1,8,19,4,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
478,BS813-90,11340,B,Full,239,2,5,18,1,1,1,4,,,,2020,Snyder,2,19,Winter DH Germination
479,BS813-91,11341,B,Full,240,1,1,17,10,1,1,0,,,,2020,Snyder,2,19,Winter DH Germination
480,BS813-91,11341,B,Full,240,2,1,21,7,1,0,0,,,,2020,Snyder,2,19,Winter DH Germination
481,BS813-92,11342,B,Half,241,1,0,0,2,4,10,14,,,,2020,Snyder,2,19,Winter DH Germination
