taxa,PC1,PC2
BS710-54,-9.83237963088937,9.96550530818076
BS710-55,-9.78365645409822,36.4967782778703
BS710-56,-17.0059885305912,-22.9206645809234
BS710-57,-40.6957954159887,-19.534383108529
BS710-58,-2.20435070788973,28.8687441718386
BS710-59,-16.8938352044614,-25.5548455798956
BS710-60,-37.4908571261802,-32.7882761186185
BS710-61,-17.9427720637414,16.5593761463421
BS710-62,-9.73554457401199,-9.42335686977192
BS710-63,-45.9302840062721,-27.6045901343815
BS710-64,-13.729553522578,-14.470379206612
BS710-65,-45.1704875329692,-15.6338364557319
BS710-66,1.78877127737368,27.4270396500756
BS710-67,3.60218491727042,42.236286277745
BS712-68,-30.7214523021149,-28.0791072487764
BS712-69,-12.2537126754015,-7.84452808651936
BS712-70,-35.0342147073078,-30.8741040301241
BS712-71,-41.9286629420877,-37.2404778931248
BS712-72,6.96612349568166,31.9362999047597
BS712-73,-32.8088547175007,-17.6961558605507
BS712-74,-41.2170255607751,-33.1218243334177
BS713-75,-32.9729700974059,-21.5083223518133
BS713-76,-36.8725093175642,32.0735623694433
BS911-125,-37.989913026629,35.6285903911447
BS713-78,-26.6705923807174,-34.151406833116
BS713-79,-1.89665249886244,-13.1695056291692
BS713-80,3.75049851292804,32.7139921420374
BS713-81,-6.95126362141072,17.7735092108562
BS713-82,-38.0261164208431,-39.5269234475979
BS713-83,-5.6327813535188,-15.6797893445552
BS713-84,-3.31735278972648,-19.3318202115902
BS911-126,-43.0546000955241,-19.2600965993018
BS713-86,-35.5984992222866,26.1115512008057
BS713-87,-24.3701715886356,21.6121326657456
BS713-88,-31.668683090997,-24.9185364344413
BS713-89,-37.5255480200154,-10.072069405418
BS713-90,-28.9654641582401,15.1659315865873
BS713-91,-17.4964281435038,17.4701120173617
BS713-92,-3.11487983964047,-17.4429660260638
BS713-93,-4.57577996403367,-6.5555447331407
BS713-94,-16.8404482154225,-17.2175395929271
BS713-95,-2.98982767041843,28.4118121999168
BS713-96,-4.77351584853737,-15.2836969554741
BS713-97,-10.0422515640396,-14.9641916271668
BS713-98,-5.26515233470571,24.7086713638806
BS713-99,-7.33628646290384,-16.500534051124
BS713-100,0.136446570359453,25.2878689090743
BS713-101,-29.1901954817635,-12.7297660442091
BS713-102,-22.3366598713295,24.1735372140176
BS713-103,-25.6473803569659,-14.0543541008659
BS713-104,-7.23822742433176,-6.03210638721932
BS713-105,-23.8823087449585,4.82137391866667
BS713-106,-19.7762685474409,23.8330505907195
BS713-107,-38.0478880232285,-28.3125520423255
BS713-108,1.20524729210241,31.3413318589254
BS713-109,-28.6031399482645,-23.0838263708277
BS713-110,-19.1747565747124,-18.5318253333812
BS713-111,-13.4677989568556,-23.9546298317048
BS713-112,-28.099924728316,21.4940210509709
BS713-113,-40.7739133115731,15.3178101405585
BS714-114,-35.3177628670049,-32.6865777632817
BS714-115,-14.2888156209067,-17.9763509338208
BS714-116,-35.8719833830694,-38.5619338284011
BS714-117,-28.1596081560306,14.0209172140301
BS714-118,-29.3700982333494,16.4199103138691
BS714-119,-13.0154173632028,-17.4558986271704
BS714-120,-9.36549855589332,19.0526901898081
BS714-121,-40.2278671089217,-42.4173120721791
BS714-122,-2.92544457395438,-10.431745725722
BS714-123,-7.17241379135647,-24.3010211727322
BS714-124,-29.9997763064012,10.795632486943
BS714-125,-3.22214177903557,-18.3860500377688
BS714-126,6.27501358364864,35.5960784522226
BS714-127,-18.6461353209958,-24.3201007277262
BS714-128,-26.4610523217599,-19.6907089337898
BS714-129,-33.6930678873588,-34.9840831654583
BS714-130,-44.3089157390463,-25.4446105819687
BS715-131,-32.4801803250972,21.5415727384291
BS715-132,-38.8658852907319,-40.4214830960519
BS715-133,-17.7184337445742,-20.5202995309647
BS715-134,-35.6632982359456,32.5504743240782
BS715-135,-22.9564594480061,-7.43648036580976
BS715-136,-10.7617614631349,-4.83879061309443
BS715-137,-35.0110064038099,-34.4128564968882
BS715-138,-33.624320505604,14.1675964561631
BS715-139,2.64500385964341,23.9953297256141
BS715-140,-38.4685246253804,10.7480835075551
BS715-141,-27.9727224710453,-14.3860785953073
BS715-142,0.313522955071024,36.9394189515438
BS715-143,-10.8743693547496,-13.6751928634512
BS715-144,-1.53062419130085,7.95194595125866
BS716-145,-29.8140007569477,-29.190356864333
BS807-1,61.0841381288406,-19.7126971753309
BS807-2,43.5346479367245,22.9714437009723
BS807-3,73.1506680273298,-23.6157468283747
BS808-4,34.0525889022422,-31.53004025336
BS808-5,47.2494397613333,-30.9865645189423
BS808-6,43.046139631746,-23.0229760950468
BS810-7,39.1101337906274,10.1075807266009
BS810-8,64.5055010767893,-35.0361304018411
BS810-9,66.0058550856561,10.0737979351271
BS810-10,63.3074356658714,18.5342467805789
BS810-11,48.0886294815081,-17.5321201108211
BS810-12,76.5656767871214,12.0450253680558
BS912-128,-8.49181351761181,3.79129825526753
BS810-14,73.5172770924018,24.5942692524004
BS810-15,66.7362692399153,13.3311154312999
BS810-16,56.6119612118361,-28.9820787583742
BS811-17,68.4326956003406,3.99140767825234
BS811-18,61.7569483430356,10.1897259455967
BS811-19,20.9467853767586,-22.0391878185061
BS811-20,71.0731845825944,-44.4953427032923
BS811-21,54.4011186717455,19.0549141943006
BS811-22,62.86385916066,-43.6222835542147
BS811-23,47.0435702505955,18.0030071309356
BS811-24,54.4424808040312,10.6190937765369
BS811-25,46.6662393670288,32.3088732752046
BS811-26,36.5889757022862,-29.649601905626
BS811-27,62.5662991814418,18.8389785495232
BS811-28,81.0909432796115,13.4242814002401
BS811-29,38.9837420955853,24.1845431221405
BS811-30,43.1049503968236,26.1923709263215
BS811-31,34.192309293222,-22.0202243181126
BS811-32,40.7438172528668,33.632707760828
BS811-33,82.1495187584644,8.76884792166922
BS811-34,67.1348298784515,-33.2084475619137
BS811-35,38.3862865917215,-29.0774751674773
BS811-36,45.5573400074623,-10.1899800437191
BS811-37,85.14745535677,21.5338112972585
BS811-38,57.218763559609,-5.43874993431452
BS811-39,37.033680691557,-30.0211999563072
BS811-40,47.6577540399457,-25.5110369736962
BS811-41,76.3594254432074,9.09972679279018
BS811-42,42.3799002900868,29.2445031558403
BS811-43,57.4556022549878,20.3806026072268
BS811-44,62.9508852163285,-48.1101857628522
BS812-45,71.1310708759354,10.4259922309399
BS812-46,47.7879786100762,18.7687336197677
BS812-47,60.595800416363,18.3071059804587
BS812-48,61.975751936626,6.57596834332934
BS812-49,50.0515823096822,6.76516114866483
BS812-50,71.3751422888799,-32.8293144380275
BS812-51,34.598686338637,30.3308888773677
BS812-52,69.9291879587742,14.161539943881
BS812-53,63.0981266900471,-1.32071161833143
BS812-54,55.860648881622,-29.8404916828566
BS812-55,51.2236853965825,1.2374448701901
BS812-56,60.9332600498928,-28.3578515598079
BS812-57,60.215326830513,23.8873339367244
BS812-58,78.311729317561,4.92009762333095
BS812-59,44.0299373207989,21.1223057893779
BS812-60,61.9398459702333,-31.6391666197276
BS812-61,48.4197704781701,17.8990221449264
BS812-62,36.9104155218374,20.8645509653784
BS812-63,57.7432809604499,-29.3671199153934
BS812-64,31.3494099563084,-13.3651795911396
BS812-65,43.955291970781,27.0528671178394
BS812-66,82.6276836466652,29.095629240076
BS812-67,28.3735363887181,3.38281277047242
BS812-68,67.2850778493079,13.8527996067373
BS812-69,49.522190061733,17.9485382648719
BS812-70,44.7013799024272,26.6833337204447
BS812-71,55.7726956076572,-21.9693451808806
BS812-72,57.0672268026094,-22.0171083083961
BS812-73,28.1978896585098,-23.0173965128802
BS812-74,57.4677703788206,-40.8738668032065
BS812-75,38.7790178168515,18.1204087509603
BS812-76,66.0706869672923,-28.1817577215648
BS812-77,42.8622258949287,-37.3293109599047
BS812-78,29.1856134810849,26.6826008645068
BS812-79,34.199142968115,17.5344042440385
BS812-80,58.1812268908856,-44.7379999540554
BS812-81,57.5614915916277,-11.2604219157899
BS812-82,52.3017963241008,21.4979999810087
BS812-83,55.6453660598359,-28.3190307823205
BS812-84,45.6703295076632,-31.750613464343
BS813-85,43.741569663233,-25.5391046654108
BS813-86,36.6311231644867,8.63745785126889
BS813-87,46.8322495649301,0.696120076651881
BS813-88,76.468754807612,-1.59522665250896
BS912-129,-2.72554128969122,38.8179328212422
BS813-90,51.8344402598835,9.0953240682594
BS813-91,60.9497740548331,-33.82270720589
BS813-92,74.3505677319094,17.4148154664806
BS813-93,78.0955081528877,4.79087888613889
BS813-94,48.6046676179027,-14.5768837934159
BS813-95,63.9248904645479,-34.6989071828945
BS813-96,56.6295690609339,11.5094870894236
BS813-97,27.1637745880671,-17.9735127025377
BS813-98,62.7630104506558,3.61231053228992
BS813-99,73.1850161163419,17.6216516860531
BS813-100,59.8468589072577,-37.2353264868788
BS813-101,42.1034698048563,-26.7447096440518
BS813-102,62.5072954750707,-28.277958015222
BS813-103,74.8784818811176,14.3934233564276
BS813-104,68.1699159222534,19.4047209368085
BS813-105,50.7944356704439,28.4225744490827
BS813-106,39.8590788082155,-26.3813780337285
BS813-107,51.8761786180628,-36.8108305089366
BS813-108,64.9323916234696,-40.3510192495383
BS813-109,70.1750730858585,25.09065503992
BS813-110,65.0554145567803,-21.4658000754164
BS813-111,39.6686533163153,-27.1301872209914
BS813-112,64.8199889796522,-32.0011387433325
BS813-113,44.3067288965489,-29.025430150841
BS912-130,-2.47265706949627,26.7121738855449
BS813-115,47.2131495140197,-12.6696924732783
BS813-116,68.0124278616496,5.98917567909391
BS813-117,72.8082698340388,6.86027183869963
BS813-118,59.2296135053724,-31.9479287707301
BS814-119,22.1812744379212,-26.1283896280089
BS814-120,40.1733545121607,-11.7388549922448
BS814-121,65.3002523420651,13.5037010579573
BS814-122,42.0036158611941,-25.5506392498887
BS814-123,30.0235879783128,23.648382893427
BS814-124,34.810836253297,-18.6951104245511
BS814-125,62.9351229027871,-29.9786876044995
BS814-126,43.9894599772738,-10.4262344226465
BS814-127,67.2231395901271,-8.16866330326296
BS814-128,52.0185943926408,10.3452145927833
BS814-129,37.1204781189287,11.5219948978706
BS814-130,43.5203814688297,30.0011441116961
BS814-131,70.2088303448828,13.04965658194
BS814-132,56.230594533509,25.7656134144767
BS814-133,70.1339483695983,23.2131809446517
BS814-134,49.9010154746608,32.409704208766
BS814-135,65.8426043080405,3.5953554920176
BS814-136,56.5638984326199,-32.2785566282467
BS814-137,62.2735923428844,-32.708406224492
BS814-138,38.0682134902031,-35.1872198292082
BS814-139,50.1225376723073,-9.95734410935095
BS814-140,49.14352786165,-10.8898851756097
BS912-131,-12.3632425368357,19.2694577192808
BS906-2,-45.8732699739024,-30.481637449817
BS906-3,-10.4443629553988,-13.7750184243647
BS906-4,-39.8327286576611,19.8523368983865
BS906-5,-32.0148134800035,21.1252735266378
BS906-6,1.87163393520006,42.4106438416938
BS906-7,-10.269650136167,-9.36389090069808
BS906-8,-7.85978546164168,-22.3382203520259
BS906-9,-42.1913670531832,-3.35103306343365
BS906-10,-10.2346558994124,-0.472361232374987
BS908-11,-43.8454452731386,-21.3017485311714
BS908-12,-12.8401483566038,-13.3343725162564
BS908-13,-8.5719510160328,6.09606004721494
BS908-14,0.0946586661224713,-14.0687591811657
BS908-15,-44.2049905539457,9.71452469345974
BS908-16,-17.3121112216727,-4.39862651902034
BS908-17,-6.28993303073571,-9.167977304658
BS908-18,-11.6386431495777,-3.17535968369636
BS908-19,-19.2162013538354,-11.7227936943837
BS908-20,-43.8771782817294,-12.8868094587719
BS908-21,-8.14670769538476,39.5027281236859
BS908-22,-4.31998288405685,30.1542195808461
BS908-23,-43.9334101654245,-26.4841099158925
BS908-24,-32.1292372553027,21.4930969222865
BS908-25,-37.1584273240321,15.0522862691256
BS908-26,-29.9783134354761,19.1743385883228
BS908-27,-39.8599187144928,-31.3958729911013
BS908-28,-10.3954655462663,-10.1388430106294
BS908-29,-32.7593200646695,3.36511611384623
BS908-30,-3.93797069815694,-6.98878367402744
BS908-31,-33.3200088736973,30.0968633187861
BS908-32,-42.4962148707168,-34.3211546504436
BS909-33,-38.7308448232027,5.68748196922054
BS911-34,-22.0090740038559,34.7800127680893
BS911-35,-33.4713198785441,25.7255493684879
BS911-36,-33.5047022904303,25.4729904945466
BS911-37,-28.1616108700147,34.6122461920238
BS911-38,-12.0306811310857,-14.5453727791739
BS911-39,-17.596833165006,21.7629659836426
BS911-40,-19.5856137849265,20.0814549177088
BS911-41,-7.09213297988721,9.92487540049421
BS911-42,-18.5243424520591,-15.2335107634514
BS912-132,-33.6004649245533,-32.0052922796893
BS911-44,-41.5802141210417,-30.8613796973249
BS912-134,-0.31123615460316,-8.45480231558211
BS911-46,-41.2528338255649,-30.6009275958648
BS912-135,-16.2052447226907,-10.8395777963074
BS911-48,-48.1599603112911,-24.7358334548974
BS911-49,-7.07314487822394,35.0736263851935
BS911-50,18.8563326394079,-8.58691331166218
BS911-51,-30.9611250896873,13.8499010296741
BS911-52,-11.3410933153825,-17.0473071984132
BS911-53,-39.6867429026247,-23.5922969639895
BS911-54,-31.959845025957,28.0522662381384
BS911-55,-34.7921869448679,32.2375441376327
BS911-56,-35.335319483323,-9.37134815861801
BS911-57,-31.5480152656284,-20.5637718315259
BS911-58,-41.0931937466407,-27.2132166871746
BS912-136,-35.5392630187017,18.7579906530437
BS911-60,-14.0861452100675,-14.9284861262295
BS911-61,-29.2827718264025,-22.9313262428442
BS911-62,-41.7390863250793,-22.0665216284491
BS911-63,-3.60323792136111,31.1447065478266
BS911-64,-17.4315796800447,-11.6915905614725
BS911-65,-15.3575270471406,-0.541466760257401
BS911-66,-14.0784404783599,-7.9414995511095
BS911-67,0.0698179374869774,-7.79650541923956
BS911-68,-12.6543215729174,-4.92737713698418
BS911-69,-8.0323952936914,34.1586123138498
BS911-70,-44.1777546998851,-20.6886995998337
BS911-71,-44.3863013249819,-28.0173822968359
BS911-72,-47.7578285673992,-12.9326268967518
BS911-73,-9.14187751430199,-6.92706112831972
BS911-74,-3.67449324739895,35.5629981540387
BS911-75,-38.046818479077,-17.5494389009092
BS911-76,-30.8317896491807,30.9917702094717
BS911-77,-16.6007444991213,-8.13629078471483
BS911-78,-32.5165866058146,-23.5400187097777
BS911-79,-41.5846413914791,-37.6328359604722
BS911-80,-9.83304218370305,-11.0035513093632
BS911-81,-52.2063316496986,-22.6922404094295
BS911-82,-43.9247007029374,-16.3760931499468
BS911-83,-44.2366049132217,-21.9551230442425
BS911-84,-35.6489778332395,-27.1786768387494
BS911-85,-9.93473680695506,-7.28032935428348
BS911-86,-15.0835943844068,-10.3431426348578
BS911-87,-41.5072632207109,-1.73652016912486
BS911-88,-6.73772256094544,-10.4835763410901
BS911-89,-34.9384789919294,32.2279752349884
BS911-90,-45.7496054379724,-15.329559309229
BS911-91,-8.17567394379812,-16.8204884833974
BS911-92,-17.6915220005456,2.50046446149394
BS911-93,-40.7645543024682,-22.3024474252615
BS911-94,-13.7152990016281,13.2246557862159
BS911-95,-43.9489203820071,-22.1491908371105
BS911-96,-12.9249100929024,29.182198164298
BS911-97,-7.56797649162412,28.1211959796136
BS911-98,-29.1069233140759,0.041811050449036
BS911-99,-7.94829361415596,-21.742854183372
BS911-100,-10.5225563695256,-11.9042438146334
BS911-101,-14.4971629687509,-15.3234204485879
BS911-102,-11.9310800365786,21.8279274949799
BS911-103,-2.72931346174598,14.6856197576689
BS911-104,-42.7769288340746,-25.4323478998038
BS911-105,0.769404470413288,35.2658469846943
BS911-106,-29.4767460073468,-10.003525049523
BS911-107,-43.773289095219,32.13818821877
BS911-108,-5.20026859767595,38.4011596817511
BS911-109,-16.5102779422868,19.8019099162759
BS911-110,-41.7820389629861,10.914323657685
BS911-111,-45.1013234004758,19.3885921228256
BS911-112,-9.6460802609048,34.9253480330029
BS911-113,-7.20848181418264,3.51575400073942
BS911-114,-11.6824740407186,32.0685217568376
BS911-115,-15.126900920643,-12.2006133839699
BS911-116,-6.68465500460622,35.480919193086
