Entry,PLOT,Full_sample,Sample_ID,replication,Day1Germ,Day2Germ,Day3Germ,Day4Germ,Day5Germ,kernels_remaining,Mold_kern,Cooler,note,UserDay1,UserDay2,UserDay3,UserDay4,UserDay5,Year,Timepoint,PM_at_plating,Experiment
BS710-64,11157,Full,106,2,2,7,12,2,1,7,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS710-66,11159,Full,107,2,2,16,7,2,1,2,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS710-66,11159,Full,107,1,5,18,4,1,1,1,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS710-67,11160,Half,108,2,0,16,14,0,0,0,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS710-67,11160,Half,108,1,3,14,11,1,1,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS712-68,11161,Full,109,2,13,16,1,0,0,0,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS712-68,11161,Full,109,1,18,11,1,0,0,1,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS712-69,11162,Full,110,2,6,20,4,0,0,0,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS712-69,11162,Full,110,1,9,20,2,0,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS712-70,11163,Full,111,1,0,7,11,8,2,2,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS712-70,11163,Full,111,2,0,6,13,5,3,4,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS712-71,11164,Half,112,2,6,24,0,0,0,0,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS712-71,11164,Half,112,1,16,14,0,0,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS712-73,11166,Half,113,1,2,15,8,2,0,1,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS712-73,11166,Half,113,2,2,17,10,0,1,0,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS712-74,11167,Full,114,1,10,20,0,0,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS712-74,11167,Full,114,2,14,15,0,0,0,1,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS713-75,11168,Full,115,1,1,16,8,2,2,1,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS713-75,11168,Full,115,2,1,14,10,4,2,1,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS713-78,11171,Full,116,2,11,18,0,0,0,0,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS713-78,11171,Full,116,1,14,16,0,0,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS713-79,11172,Half,117,2,1,21,7,0,0,1,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS713-79,11172,Half,117,1,3,18,7,1,0,1,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS713-80,11173,Half,118,2,1,28,1,0,0,0,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS713-80,11173,Half,118,1,6,22,2,0,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS713-81,11174,Half,119,1,12,12,3,2,0,1,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS713-81,11174,Half,119,2,13,12,2,0,0,3,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS713-82,11175,Half,120,2,10,19,1,0,0,0,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS713-82,11175,Half,120,1,17,12,0,0,0,1,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS713-84,11177,Full,121,1,0,16,10,1,2,1,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS713-84,11177,Full,121,2,0,14,12,4,0,0,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS713-87,11180,Half,122,2,16,14,0,0,0,0,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS713-87,11180,Half,122,1,18,12,0,0,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS713-89,11182,Half,123,2,9,20,1,0,0,0,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS713-89,11182,Half,123,1,14,18,1,0,1,1,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS713-90,11183,Full,124,1,1,20,9,1,1,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS713-90,11183,Full,124,2,4,14,10,0,0,2,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS713-91,11184,Full,125,1,0,16,11,0,0,3,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS713-91,11184,Full,125,2,0,23,7,0,0,0,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS713-92,11185,Half,126,1,0,5,15,7,1,2,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS713-92,11185,Half,126,2,0,8,13,8,1,0,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS713-93,11186,Full,127,1,0,16,12,2,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS713-93,11186,Full,127,2,0,19,11,0,0,0,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS713-94,11187,Half,128,2,7,22,0,0,0,1,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS713-94,11187,Half,128,1,9,21,0,0,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS713-95,11188,Full,129,1,0,7,16,4,3,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS713-95,11188,Full,129,2,0,4,21,5,0,0,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS713-96,11189,Full,130,1,0,14,12,4,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS713-96,11189,Full,130,2,0,11,14,3,0,2,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS713-97,11190,Half,131,1,0,20,7,1,2,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS713-97,11190,Half,131,2,0,18,11,0,0,0,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS713-98,11191,Full,132,1,13,16,1,0,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS713-98,11191,Full,132,2,13,17,0,0,0,0,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS713-99,11192,Half,133,2,4,25,2,0,0,0,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS713-99,11192,Half,133,1,5,22,1,0,0,2,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS713-100,11193,Half,134,2,0,19,11,0,0,0,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS713-100,11193,Half,134,1,1,16,12,1,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS713-102,11195,Full,135,1,0,7,14,8,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS713-102,11195,Full,135,2,0,7,14,5,2,2,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS713-104,11197,Full,136,1,0,24,6,0,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS713-104,11197,Full,136,2,0,22,7,0,0,1,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS713-106,11199,Full,137,1,2,17,9,3,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS713-106,11199,Full,137,2,3,15,12,0,0,0,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
Check 1-Flavia,11200,Full,138,1,4,21,4,1,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
Check 1-Flavia,11200,Full,138,2,8,20,1,0,1,0,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
Check 3-DH130910,11202,Full,139,2,1,16,11,0,1,1,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
Check 3-DH130910,11202,Full,139,1,4,16,6,1,1,2,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS713-108,11206,Full,140,2,8,21,1,0,0,0,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS713-108,11206,Full,140,1,15,15,0,0,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS713-109,11207,Full,141,2,5,20,4,0,0,0,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS713-109,11207,Full,141,1,6,20,4,0,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS713-110,11208,Full,142,1,12,18,0,0,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS713-110,11208,Full,142,2,19,10,1,0,0,0,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS713-112,11210,Full,143,1,0,24,4,0,2,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS713-112,11210,Full,143,2,1,23,7,0,0,0,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS713-113,11211,Full,144,1,0,16,11,1,0,2,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS713-113,11211,Full,144,2,0,20,8,2,0,0,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS714-114,11212,Half,145,2,10,17,1,0,0,2,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS714-114,11212,Half,145,1,14,16,0,0,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS714-123,11221,Full,146,2,0,17,12,1,0,0,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS714-123,11221,Full,146,1,1,27,2,0,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS714-124,11222,Full,147,1,5,15,9,1,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS714-124,11222,Full,147,2,5,21,3,1,0,0,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS714-125,11223,Full,148,1,1,19,10,0,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS714-125,11223,Full,148,2,1,14,12,3,0,0,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS714-127,11225,Half,149,1,2,24,2,0,0,2,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS714-127,11225,Half,149,2,4,22,2,1,0,1,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS714-128,11226,Full,150,1,0,17,9,2,1,1,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS714-128,11226,Full,150,2,2,12,6,2,1,7,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS715-134,11232,Half,151,1,0,18,5,3,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS715-134,11232,Half,151,2,0,16,11,3,0,0,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS715-135,11233,Half,152,1,4,22,2,1,0,1,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS715-135,11233,Half,152,2,6,21,2,0,1,0,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS715-136,11234,Full,153,1,0,7,15,7,1,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS715-136,11234,Full,153,2,0,12,12,4,1,1,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS715-137,11235,Half,154,1,NA,NA,NA,NA,NA,NA,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS715-137,11235,Half,154,2,NA,NA,NA,NA,NA,NA,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS715-138,11236,Half,155,2,9,21,0,0,0,0,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS715-138,11236,Half,155,1,11,19,0,0,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS715-139,11237,Full,156,2,0,21,8,0,0,1,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS715-139,11237,Full,156,1,3,21,3,2,0,1,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS715-140,11238,Full,157,1,12,17,1,0,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS715-140,11238,Full,157,2,12,18,0,0,0,0,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS715-142,11240,Full,158,1,1,12,13,3,1,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS715-142,11240,Full,158,2,3,5,20,1,1,0,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS715-143,11241,Half,159,1,0,17,7,4,2,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS715-143,11241,Half,159,2,0,5,21,4,0,0,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS715-144,11242,Full,160,2,7,13,4,2,1,3,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS715-144,11242,Full,160,1,8,13,5,1,0,3,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS716-145,11243,Half,161,2,3,24,3,0,0,0,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS716-145,11243,Half,161,1,6,24,0,0,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS807-1,11244,Full,162,1,0,18,9,1,1,1,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS807-1,11244,Full,162,2,0,14,12,1,1,1,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS807-2,11245,Half,163,2,7,22,1,0,0,0,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS807-2,11245,Half,163,1,13,16,1,0,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS807-3,11246,Full,164,1,1,22,4,2,1,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS807-3,11246,Full,164,2,1,18,6,4,1,0,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS808-5,11248,Half,165,1,0,8,11,5,2,4,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS808-5,11248,Half,165,2,1,8,16,3,2,0,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS808-6,11249,Half,166,1,0,9,14,3,3,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS808-6,11249,Half,166,2,0,8,10,7,1,4,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
Check 6-Charles,11250,Full,167,1,18,12,0,0,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
Check 6-Charles,11250,Full,167,2,20,10,0,0,0,0,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS810-7,11252,Full,168,2,1,27,2,0,0,0,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS810-7,11252,Full,168,1,2,26,2,1,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS810-8,11253,Half,169,1,15,15,0,0,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS810-8,11253,Half,169,2,16,13,0,0,0,1,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS810-9,11254,Half,170,2,15,15,0,0,0,0,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS810-9,11254,Half,170,1,16,14,0,0,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS810-11,11256,Half,171,2,9,20,1,0,0,0,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS810-11,11256,Half,171,1,10,20,0,0,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS810-12,11257,Half,172,2,0,23,7,0,0,0,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS810-12,11257,Half,172,1,3,16,8,0,0,3,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS810-16,11261,Full,173,1,0,21,7,1,1,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS810-16,11261,Full,173,2,1,23,5,0,1,0,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS811-17,11262,Half,174,2,3,27,0,0,0,0,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS811-17,11262,Half,174,1,11,19,0,0,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS811-18,11263,Half,175,2,9,17,1,2,0,1,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS811-18,11263,Half,175,1,12,17,0,0,0,1,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS811-19,11264,Full,176,1,0,17,11,2,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS811-19,11264,Full,176,2,0,9,18,2,2,0,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS811-20,11265,Half,177,1,9,20,0,0,0,1,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS811-20,11265,Half,177,2,12,18,0,0,0,0,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS811-21,11266,Half,178,2,4,22,4,0,0,0,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS811-21,11266,Half,178,1,11,17,2,0,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS811-22,11267,Half,179,2,9,20,0,0,0,1,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS811-22,11267,Half,179,1,13,16,0,0,0,1,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS811-23,11268,Half,180,1,17,12,0,0,0,1,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS811-23,11268,Half,180,2,17,13,0,0,0,0,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS811-24,11269,Full,181,1,2,28,0,0,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS811-24,11269,Full,181,2,2,26,1,1,0,0,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS811-25,11270,Full,182,1,0,17,12,1,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS811-25,11270,Full,182,2,0,17,11,1,0,1,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS811-26,11271,Full,183,1,10,19,0,0,0,1,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS811-26,11271,Full,183,2,12,17,0,1,0,1,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS811-27,11272,Half,184,2,7,19,4,0,0,0,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS811-27,11272,Half,184,1,15,14,1,0,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS811-28,11273,Half,185,1,0,28,2,0,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS811-28,11273,Half,185,2,2,22,6,0,0,0,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS811-29,11274,Half,186,1,8,22,0,0,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS811-29,11274,Half,186,2,11,19,0,0,0,0,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS811-30,11275,Half,187,1,0,28,3,0,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS811-30,11275,Half,187,2,1,19,10,0,0,0,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS811-31,11276,Half,188,1,0,3,12,12,2,1,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS811-31,11276,Half,188,2,0,6,14,7,2,1,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS811-32,11277,Full,189,1,0,14,10,4,0,2,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS811-32,11277,Full,189,2,0,10,13,3,2,2,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS811-33,11278,Half,190,2,3,16,10,0,0,1,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS811-33,11278,Half,190,1,6,21,2,0,1,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS811-34,11279,Half,191,1,2,19,7,0,1,1,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS811-34,11279,Half,191,2,3,18,8,0,0,1,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS811-36,11281,Full,192,2,0,23,7,0,0,0,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS811-36,11281,Full,192,1,1,24,5,0,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS811-37,11282,Half,193,2,4,22,4,0,0,0,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS811-37,11282,Half,193,1,6,23,0,0,1,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS811-38,11283,Half,194,2,0,21,6,2,0,1,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS811-38,11283,Half,194,1,3,20,2,2,1,2,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS811-39,11284,Full,195,2,7,23,0,0,0,0,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS811-39,11284,Full,195,1,8,22,0,0,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS811-40,11285,Full,196,1,0,24,4,1,1,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS811-40,11285,Full,196,2,4,20,3,2,0,1,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS811-41,11286,Half,197,1,0,8,16,3,1,2,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS811-41,11286,Half,197,2,0,6,24,0,0,0,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS811-42,11287,Full,198,2,1,27,2,0,0,0,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS811-42,11287,Full,198,1,5,23,2,0,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS811-43,11288,Full,199,1,0,24,5,1,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS811-43,11288,Full,199,2,0,20,10,0,0,0,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS811-44,11289,Half,200,2,11,19,0,0,0,0,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS811-44,11289,Half,200,1,13,17,0,0,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS812-45,11290,Full,201,2,13,17,0,0,0,0,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS812-45,11290,Full,201,1,15,13,1,1,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS812-46,11291,Full,202,1,12,17,0,0,0,1,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS812-46,11291,Full,202,2,14,16,0,0,0,0,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS812-47,11292,Full,203,1,0,20,9,1,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS812-47,11292,Full,203,2,0,22,7,1,0,0,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS812-48,11293,Full,204,1,0,27,1,1,1,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS812-48,11293,Full,204,2,0,26,0,0,0,4,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS812-49,11294,Full,205,1,17,13,0,0,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS812-49,11294,Full,205,2,18,11,0,1,0,0,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS812-50,11295,Half,206,1,0,1,15,11,3,1,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS812-50,11295,Half,206,2,0,3,11,8,4,4,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS812-52,11297,Full,207,2,3,18,9,0,0,0,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS812-52,11297,Full,207,1,4,15,9,2,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS812-53,11298,Half,208,2,0,17,12,1,0,0,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS812-53,11298,Half,208,1,3,16,9,1,0,1,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS812-54,11299,Full,209,1,0,20,8,1,0,1,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS812-54,11299,Full,209,2,0,20,8,0,0,2,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
Check 1-Flavia,11300,Full,210,1,12,17,1,0,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
Check 1-Flavia,11300,Full,210,2,16,12,1,0,0,1,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
Check 3-DH130910,11302,Full,211,1,0,20,7,2,0,1,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
Check 3-DH130910,11302,Full,211,2,2,17,10,0,0,1,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS812-55,11305,Half,212,1,5,22,2,0,0,1,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS812-55,11305,Half,212,2,11,18,1,0,0,0,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS812-56,11306,Half,213,1,1,25,3,0,1,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS812-56,11306,Half,213,2,2,22,6,0,0,0,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS812-57,11307,Full,214,2,0,16,13,0,0,1,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS812-57,11307,Full,214,1,1,23,5,0,1,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS812-58,11308,Half,215,1,0,14,12,3,1,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS812-58,11308,Half,215,2,0,13,15,2,0,0,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
