Entry,PLOT,Full_sample,Sample_ID,replication,Day1Germ,Day2Germ,Day3Germ,Day4Germ,Day5Germ,kernels_remaining,Mold_kern,Cooler,note,UserDay1,UserDay2,UserDay3,UserDay4,UserDay5,Year,Timepoint,PM_at_plating,Experiment
BS911-38,11435,Full,325,2,13,16,0,1,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS911-38,11435,Full,325,1,17,13,0,0,0,0,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS911-39,11436,Half,326,2,17,14,0,0,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS911-39,11436,Half,326,1,21,8,0,0,0,0,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS911-41,11438,Full,327,1,NA,NA,NA,NA,NA,NA,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS911-41,11438,Full,327,2,NA,NA,NA,NA,NA,NA,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS911-42,11439,Full,328,1,NA,NA,NA,NA,NA,NA,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS911-42,11439,Full,328,2,NA,NA,NA,NA,NA,NA,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS911-49,11446,Full,329,2,10,17,3,0,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS911-49,11446,Full,329,1,12,15,3,0,0,1,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS911-50,11447,Half,330,2,13,16,1,0,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS911-50,11447,Half,330,1,14,17,0,0,0,0,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS911-51,11448,Half,331,2,8,20,1,0,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS911-51,11448,Half,331,1,13,17,0,0,0,0,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS911-53,11452,Full,332,2,5,20,1,1,1,2,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS911-53,11452,Full,332,1,8,20,2,0,0,0,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS911-56,11455,Half,333,1,1,20,9,0,0,0,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS911-56,11455,Half,333,2,2,19,9,0,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS911-57,11456,Half,334,2,5,21,0,0,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS911-57,11456,Half,334,1,13,17,0,0,0,0,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS911-58,11457,Half,335,2,9,22,0,0,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS911-58,11457,Half,335,1,16,14,0,0,0,0,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS911-60,11459,Full,336,2,0,16,5,5,1,3,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS911-60,11459,Full,336,1,1,15,8,5,0,1,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS911-61,11460,Half,337,1,0,24,3,2,0,1,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS911-61,11460,Half,337,2,1,19,8,1,0,6,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS911-62,11461,Half,338,1,12,17,0,0,0,1,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS911-62,11461,Half,338,2,12,18,0,0,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS911-63,11462,Full,339,1,13,16,0,0,0,0,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS911-63,11462,Full,339,2,14,16,0,0,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS911-64,11463,Half,340,2,0,18,9,2,1,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS911-64,11463,Half,340,1,1,15,10,3,0,1,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS911-65,11464,Full,341,1,0,11,18,2,0,0,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS911-65,11464,Full,341,2,0,8,18,2,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS911-66,11465,Half,342,1,0,21,10,0,0,0,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS911-66,11465,Half,342,2,0,24,6,0,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS911-67,11466,Full,343,1,NA,NA,NA,NA,NA,NA,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS911-67,11466,Full,343,2,NA,NA,NA,NA,NA,NA,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS911-69,11468,Full,344,1,7,20,2,1,0,0,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS911-69,11468,Full,344,2,11,16,2,0,0,1,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS911-70,11469,Half,345,2,12,18,0,0,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS911-70,11469,Half,345,1,15,15,0,0,0,0,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS911-71,11470,Full,346,1,3,22,5,0,1,0,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS911-71,11470,Full,346,2,6,23,1,0,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS911-72,11471,Full,347,2,12,18,0,0,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS911-72,11471,Full,347,1,13,17,0,0,0,0,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS911-73,11472,Full,348,2,8,21,1,0,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS911-73,11472,Full,348,1,14,17,0,0,0,0,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS911-74,11473,Half,349,2,0,28,1,0,0,1,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS911-74,11473,Half,349,1,1,23,6,0,0,1,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS911-75,11474,Half,350,1,0,8,15,4,2,1,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS911-75,11474,Half,350,2,0,12,12,5,0,1,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS911-76,11475,Half,351,1,0,16,9,3,0,2,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS911-76,11475,Half,351,2,1,17,9,2,0,1,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS911-77,11476,Full,352,1,12,18,1,0,0,0,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS911-77,11476,Full,352,2,12,18,0,0,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS911-78,11477,Half,353,1,0,19,12,0,0,0,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS911-78,11477,Half,353,2,1,19,10,0,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS911-79,11478,Half,354,1,5,25,0,0,0,0,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS911-79,11478,Half,354,2,7,21,1,0,0,1,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS911-80,11479,Half,355,2,0,18,13,0,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS911-80,11479,Half,355,1,1,10,18,1,0,0,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS911-81,11480,Half,356,1,0,14,14,2,0,0,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS911-81,11480,Half,356,2,1,15,11,1,0,2,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS911-82,11481,Full,357,1,0,5,15,11,0,0,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS911-82,11481,Full,357,2,1,5,13,8,1,1,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS911-83,11482,Half,358,1,13,18,0,0,0,0,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS911-83,11482,Half,358,2,13,15,1,0,0,1,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS911-84,11483,Half,359,2,7,23,0,0,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS911-84,11483,Half,359,1,8,21,0,0,0,0,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS911-85,11484,Full,360,2,16,13,0,0,0,1,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS911-85,11484,Full,360,1,17,13,0,0,0,0,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS911-86,11485,Full,361,2,1,25,2,2,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS911-86,11485,Full,361,1,3,24,3,0,0,1,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS911-87,11486,Half,362,2,0,9,12,7,2,1,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS911-87,11486,Half,362,1,2,12,11,3,1,1,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS911-88,11487,Half,363,1,10,24,2,0,0,0,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS911-88,11487,Half,363,2,13,17,0,0,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS911-89,11488,Half,364,2,11,19,0,0,0,2,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS911-89,11488,Half,364,1,16,14,0,0,0,0,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS911-90,11489,Full,365,1,0,4,22,2,1,1,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS911-90,11489,Full,365,2,0,15,11,2,2,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS911-91,11490,Full,366,2,4,25,1,0,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS911-91,11490,Full,366,1,11,19,0,0,0,0,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS911-92,11491,Half,367,1,9,21,0,0,0,0,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS911-92,11491,Half,367,2,12,17,1,0,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS911-94,11493,Full,368,2,5,20,3,2,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS911-94,11493,Full,368,1,7,17,5,0,0,1,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS911-95,11494,Half,369,2,10,21,0,0,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS911-95,11494,Half,369,1,16,14,0,0,0,0,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS911-96,11495,Full,370,1,5,20,4,0,0,1,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS911-96,11495,Full,370,2,6,19,3,1,0,1,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS911-97,11496,Half,371,1,0,19,10,0,0,1,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS911-97,11496,Half,371,2,1,25,4,0,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS911-98,11497,Full,372,2,10,20,0,0,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS911-98,11497,Full,372,1,17,12,0,0,0,1,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS911-99,11498,Full,373,2,3,24,2,0,0,1,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS911-99,11498,Full,373,1,11,19,0,0,0,0,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS911-100,11499,Full,374,1,11,19,0,0,0,0,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS911-100,11499,Full,374,2,11,19,0,0,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
Check 1-Flavia,11500,Full,375,2,2,21,5,2,0,1,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
Check 1-Flavia,11500,Full,375,1,9,17,2,1,0,1,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
Check 2-Scala,11501,Full,376,1,12,18,0,0,0,0,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
Check 2-Scala,11501,Full,376,2,16,13,0,0,0,1,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
Check 3-DH130910,11502,Full,377,1,0,26,3,0,1,0,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
Check 3-DH130910,11502,Full,377,2,0,28,2,0,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
Check 4-SY Tepee,11503,Full,378,2,14,16,0,0,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
Check 4-SY Tepee,11503,Full,378,1,19,10,0,1,0,0,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
Check 5-Wintmalt,11504,Full,379,1,18,11,0,0,0,1,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
Check 5-Wintmalt,11504,Full,379,2,23,7,0,0,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS911-101,11505,Half,380,2,2,17,7,1,1,2,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS911-101,11505,Half,380,1,3,10,10,5,1,0,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS911-102,11506,Full,381,1,1,19,8,1,1,0,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS911-102,11506,Full,381,2,1,22,5,2,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS911-103,11507,Full,382,2,0,23,7,0,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS911-103,11507,Full,382,1,1,18,12,0,0,0,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS911-104,11508,Half,383,2,0,17,12,1,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS911-104,11508,Half,383,1,2,16,10,1,0,0,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS911-105,11509,Full,384,2,3,23,4,0,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS911-105,11509,Full,384,1,6,22,2,0,0,0,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS911-106,11510,Full,385,1,1,20,6,2,1,0,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS911-106,11510,Full,385,2,1,20,8,1,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS911-107,11511,Full,386,2,8,22,0,0,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS911-107,11511,Full,386,1,15,15,0,0,0,0,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS911-108,11512,Full,387,2,8,22,0,0,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS911-108,11512,Full,387,1,9,20,0,0,0,1,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS911-109,11513,Half,388,2,5,25,0,0,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS911-109,11513,Half,388,1,8,21,0,0,0,1,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS911-110,11514,Half,389,1,0,11,15,1,2,1,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS911-110,11514,Half,389,2,0,18,8,2,1,1,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS911-112,11516,Full,390,1,0,13,7,3,2,5,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS911-112,11516,Full,390,2,0,21,5,0,0,4,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS911-113,11517,Half,391,1,0,12,15,2,0,1,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS911-113,11517,Half,391,2,0,14,15,0,0,1,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS911-114,11518,Half,392,1,8,15,1,0,0,1,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS911-114,11518,Half,392,2,13,17,0,0,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS911-115,11519,Half,393,2,12,18,0,0,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS911-115,11519,Half,393,1,15,14,0,0,0,1,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS911-117,11521,Full,394,2,4,22,4,0,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS911-117,11521,Full,394,1,5,20,4,1,0,0,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS911-118,11522,Full,395,1,0,6,8,13,1,2,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS911-118,11522,Full,395,2,0,4,14,7,2,3,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS911-119,11523,Full,396,2,6,17,7,0,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS911-119,11523,Full,396,1,7,17,3,1,0,2,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS911-120,11524,Full,397,2,6,19,4,0,0,1,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS911-120,11524,Full,397,1,9,17,4,0,0,0,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS911-121,11525,Half,398,2,13,17,0,0,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS911-121,11525,Half,398,1,19,11,0,0,0,0,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS911-122,11526,Full,399,1,0,16,11,3,0,0,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS911-122,11526,Full,399,2,0,12,13,2,1,2,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS911-123,11527,Full,400,2,2,23,4,0,0,1,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS911-123,11527,Full,400,1,6,22,2,0,0,0,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS911-124,11528,Full,401,1,3,19,9,0,0,0,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS911-124,11528,Full,401,2,4,17,8,1,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS911-125,11529,Full,402,2,1,22,5,3,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS911-125,11529,Full,402,1,4,20,3,2,0,1,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS911-126,11530,Full,403,1,2,13,12,2,0,1,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS911-126,11530,Full,403,2,2,19,6,1,0,1,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS912-128,11532,Half,404,2,3,23,4,0,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS912-128,11532,Half,404,1,11,15,3,0,0,0,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS912-129,11533,Full,405,2,1,21,6,1,0,1,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS912-129,11533,Full,405,1,3,18,9,0,0,0,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS912-130,11534,Half,406,1,0,15,14,0,0,0,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS912-130,11534,Half,406,2,0,16,14,0,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS912-131,11535,Full,407,1,0,12,16,2,0,0,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS912-131,11535,Full,407,2,0,12,17,1,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS912-132,11536,Half,408,2,11,18,1,0,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS912-132,11536,Half,408,1,21,9,0,0,0,0,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS912-134,11538,Full,409,1,0,21,8,1,0,0,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS912-134,11538,Full,409,2,0,19,9,0,1,1,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS912-135,11539,Full,410,1,0,15,12,2,0,1,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS912-135,11539,Full,410,2,2,23,4,0,0,1,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS912-136,11540,Full,411,2,5,25,0,0,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS912-136,11540,Full,411,1,14,16,0,0,0,0,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS912-137,11541,Half,412,1,13,16,1,0,0,0,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS912-137,11541,Half,412,2,14,16,0,0,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS912-138,11542,Full,413,1,10,20,0,0,0,0,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS912-138,11542,Full,413,2,16,14,0,0,0,1,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
Check 6-Charles,11543,Full,414,2,19,10,0,0,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
Check 6-Charles,11543,Full,414,1,22,7,0,0,0,0,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
Check 1-Flavia,12001,Full,415,2,0,16,14,0,0,0,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
Check 1-Flavia,12001,Full,415,1,5,25,0,0,0,0,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
Check 2-Scala,12002,Full,416,1,17,13,0,0,0,0,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
Check 2-Scala,12002,Full,416,2,17,13,0,0,0,0,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
Check 3-DH130910,12003,Full,417,1,0,8,17,4,1,0,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
Check 3-DH130910,12003,Full,417,2,0,7,21,2,0,0,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
Check 4-SY Tepee,12004,Full,418,2,13,17,0,0,0,0,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
Check 4-SY Tepee,12004,Full,418,1,16,14,0,0,0,0,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS611-1,12006,Half,419,1,2,24,4,0,0,0,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS611-1,12006,Half,419,2,5,23,2,0,0,0,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS611-2,12007,Full,420,2,0,18,12,0,0,0,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS611-2,12007,Full,420,1,1,14,14,1,0,0,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS611-3,12008,Full,421,1,0,15,12,3,0,0,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS611-3,12008,Full,421,2,0,13,17,0,0,0,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS611-4,12009,Full,422,1,0,5,23,0,1,2,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS611-4,12009,Full,422,2,0,4,20,5,0,1,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS613-6,12011,Full,423,1,0,8,19,2,0,1,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS613-6,12011,Full,423,2,0,10,15,5,0,0,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS613-7,12012,Full,424,2,0,23,4,1,0,2,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS613-7,12012,Full,424,1,2,23,4,0,0,0,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS613-8,12013,Full,425,1,0,25,5,0,0,0,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS613-8,12013,Full,425,2,0,23,5,0,1,1,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS613-9,12014,Half,426,1,1,20,7,2,0,0,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS613-9,12014,Half,426,2,1,16,9,2,0,2,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS613-10,12015,Full,427,1,2,19,5,2,0,1,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS613-10,12015,Full,427,2,9,13,4,3,0,1,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS613-11,12016,Full,428,1,4,15,9,1,0,1,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS613-11,12016,Full,428,2,4,14,10,2,0,0,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS613-12,12017,Full,429,1,0,14,9,0,2,5,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS613-12,12017,Full,429,2,0,17,11,2,0,0,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS613-13,12018,Full,430,1,1,13,14,0,1,1,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS613-13,12018,Full,430,2,2,22,5,0,0,1,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS613-14,12019,Half,431,2,0,24,3,2,0,1,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS613-14,12019,Half,431,1,1,15,12,2,0,0,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS613-15,12020,Full,432,2,0,21,9,0,0,0,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS613-15,12020,Full,432,1,2,20,7,1,0,0,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS613-16,12021,Full,433,1,6,18,6,0,0,0,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS613-16,12021,Full,433,2,7,23,0,0,0,0,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
