"","Order","Entry","PLOT","Full_sample","Check","Sample_ID","replication","Day1Germ","Day2Germ","Day3Germ","Day4Germ","Day5Germ","kernels_remaining","Mold_kern","Check","Cooler","UserDay1","UserDay2","UserDay3","UserDay4","UserDay5","note","Location","Year","Timepoint","PM_at_plating","Experiment"
"400",400,"BS811-38","11283","Half","B",194,1,4,23,3,0,0,0,NA,"B",NA,"TR","TR","TR","TR","TR",NA,"Snyder","2020","5","152","Winter DH Germination"
"401",401,"BS811-39","11284","Full","B",195,2,12,17,0,0,1,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Snyder","2020","5","152","Winter DH Germination"
"402",402,"BS811-39","11284","Full","B",195,1,10,20,0,0,0,0,NA,"B",NA,"TR","TR","TR","TR","TR",NA,"Snyder","2020","5","152","Winter DH Germination"
"403",403,"BS811-40","11285","Full","B",196,2,9,20,1,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Snyder","2020","5","152","Winter DH Germination"
"404",404,"BS811-40","11285","Full","B",196,1,5,22,1,0,1,1,NA,"B",NA,"TR","TR","TR","TR","TR",NA,"Snyder","2020","5","152","Winter DH Germination"
"405",405,"BS811-41","11286","Half","B",197,2,5,15,10,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Snyder","2020","5","152","Winter DH Germination"
"406",406,"BS811-41","11286","Half","B",197,1,2,16,12,0,0,0,NA,"B",NA,"TR","TR","TR","TR","TR",NA,"Snyder","2020","5","152","Winter DH Germination"
"407",407,"BS811-42","11287","Full","B",198,2,5,22,3,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Snyder","2020","5","152","Winter DH Germination"
"408",408,"BS811-42","11287","Full","B",198,1,8,20,0,1,0,1,NA,"B",NA,"TR","TR","TR","TR","TR",NA,"Snyder","2020","5","152","Winter DH Germination"
"409",409,"BS811-43","11288","Full","B",199,2,8,17,5,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Snyder","2020","5","152","Winter DH Germination"
"410",410,"BS811-43","11288","Full","B",199,1,3,16,11,0,0,0,NA,"B",NA,"TR","TR","TR","TR","TR",NA,"Snyder","2020","5","152","Winter DH Germination"
"411",411,"BS811-44","11289","Half","B",200,2,12,17,1,0,1,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Snyder","2020","5","152","Winter DH Germination"
"412",412,"BS811-44","11289","Half","B",200,1,6,22,2,0,0,0,NA,"B",NA,"TR","TR","TR","TR","TR",NA,"Snyder","2020","5","152","Winter DH Germination"
"413",413,"BS812-45","11290","Full","B",201,2,13,17,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Snyder","2020","5","152","Winter DH Germination"
"414",414,"BS812-45","11290","Full","B",201,1,10,20,0,0,0,0,NA,"B",NA,"TR","TR","TR","TR","TR",NA,"Snyder","2020","5","152","Winter DH Germination"
"415",415,"BS812-46","11291","Full","B",202,2,13,17,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Snyder","2020","5","152","Winter DH Germination"
"416",416,"BS812-46","11291","Full","B",202,1,13,22,0,0,0,0,NA,"B",NA,"TR","TR","TR","TR","TR",NA,"Snyder","2020","5","152","Winter DH Germination"
"417",417,"BS812-47","11292","Full","B",203,2,5,25,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Snyder","2020","5","152","Winter DH Germination"
"418",418,"BS812-47","11292","Full","B",203,1,2,27,1,0,0,0,NA,"B",NA,"TR","TR","TR","TR","TR",NA,"Snyder","2020","5","152","Winter DH Germination"
"419",419,"BS812-48","11293","Full","B",204,2,6,22,0,1,1,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Snyder","2020","5","152","Winter DH Germination"
"420",420,"BS812-48","11293","Full","B",204,1,5,23,2,0,0,0,NA,"B",NA,"TR","TR","TR","TR","TR",NA,"Snyder","2020","5","152","Winter DH Germination"
"421",421,"BS812-49","11294","Full","B",205,2,18,11,1,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Snyder","2020","5","152","Winter DH Germination"
"422",422,"BS812-49","11294","Full","B",205,1,14,16,0,0,0,0,NA,"B",NA,"TR","TR","TR","TR","TR",NA,"Snyder","2020","5","152","Winter DH Germination"
"423",423,"BS812-50","11295","Half","B",206,2,2,17,10,0,0,1,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Snyder","2020","5","152","Winter DH Germination"
"424",424,"BS812-50","11295","Half","B",206,1,0,20,9,0,0,1,NA,"B",NA,"TR","TR","TR","TR","TR",NA,"Snyder","2020","5","152","Winter DH Germination"
"425",425,"BS812-52","11297","Full","B",207,2,8,18,2,0,1,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Snyder","2020","5","152","Winter DH Germination"
"426",426,"BS812-52","11297","Full","B",207,1,9,19,1,0,0,1,NA,"B",NA,"TR","TR","TR","TR","TR",NA,"Snyder","2020","5","152","Winter DH Germination"
"427",427,"BS812-53","11298","Half","B",208,2,7,23,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Snyder","2020","5","152","Winter DH Germination"
"428",428,"BS812-53","11298","Half","B",208,1,5,24,1,0,0,0,NA,"B",NA,"TR","TR","TR","TR","TR",NA,"Snyder","2020","5","152","Winter DH Germination"
"429",429,"BS812-54","11299","Full","B",209,2,3,22,5,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Snyder","2020","5","152","Winter DH Germination"
"430",430,"BS812-54","11299","Full","B",209,1,6,18,6,0,0,0,NA,"B",NA,"TR","TR","TR","TR","TR",NA,"Snyder","2020","5","152","Winter DH Germination"
"431",431,"Check 1-Flavia","11300","Full","C",210,2,8,22,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Snyder","2020","5","152","Winter DH Germination"
"432",432,"Check 1-Flavia","11300","Full","C",210,1,10,20,0,0,0,0,NA,"B",NA,"TR","TR","TR","TR","TR",NA,"Snyder","2020","5","152","Winter DH Germination"
"433",433,"Check 2-Scala","11301","Half","C",NA,2,13,16,0,1,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Snyder","2020","5","152","Winter DH Germination"
"434",434,"Check 2-Scala","11301","Half","C",NA,1,18,11,1,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Snyder","2020","5","152","Winter DH Germination"
"435",435,"Check 3-DH130910","11302","Full","C",211,2,6,19,5,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Snyder","2020","5","152","Winter DH Germination"
"436",436,"Check 3-DH130910","11302","Full","C",211,1,8,17,4,0,0,1,NA,"B",NA,"TR","TR","TR","TR","TR",NA,"Snyder","2020","5","152","Winter DH Germination"
"437",437,"Check 4-SY Tepee","11303","Half","C",NA,2,12,17,1,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Snyder","2020","5","152","Winter DH Germination"
"438",438,"Check 4-SY Tepee","11303","Half","C",NA,1,14,15,1,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Snyder","2020","5","152","Winter DH Germination"
"439",439,"BS812-55","11305","Half","B",212,2,11,19,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Snyder","2020","5","152","Winter DH Germination"
"440",440,"BS812-55","11305","Half","B",212,1,9,20,1,0,0,0,NA,"B",NA,"TR","TR","TR","TR","TR",NA,"Snyder","2020","5","152","Winter DH Germination"
"441",441,"BS812-56","11306","Half","B",213,2,6,23,1,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Snyder","2020","5","152","Winter DH Germination"
"442",442,"BS812-56","11306","Half","B",213,1,6,23,1,0,0,0,NA,"B",NA,"TR","TR","TR","TR","TR",NA,"Snyder","2020","5","152","Winter DH Germination"
"443",443,"BS812-57","11307","Full","B",214,2,2,24,6,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Snyder","2020","5","152","Winter DH Germination"
"444",444,"BS812-57","11307","Full","B",214,1,2,28,0,0,0,0,NA,"B",NA,"TR","TR","TR","TR","TR",NA,"Snyder","2020","5","152","Winter DH Germination"
"445",445,"BS812-58","11308","Half","B",215,2,7,21,2,1,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Snyder","2020","5","152","Winter DH Germination"
"446",446,"BS812-58","11308","Half","B",215,1,5,23,2,0,0,0,NA,"B",NA,"TR","TR","TR","TR","TR",NA,"Snyder","2020","5","152","Winter DH Germination"
"447",447,"BS812-59","11309","Full","B",216,2,13,17,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Snyder","2020","5","152","Winter DH Germination"
"448",448,"BS812-59","11309","Full","B",216,1,14,15,1,0,0,0,NA,"B",NA,"TR","TR","TR","TR","TR",NA,"Snyder","2020","5","152","Winter DH Germination"
"449",449,"BS812-60","11310","Half","B",217,2,10,15,3,1,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Snyder","2020","5","152","Winter DH Germination"
"450",450,"BS812-60","11310","Half","B",217,1,6,19,4,0,0,1,NA,"B",NA,"TR","TR","TR","TR","TR",NA,"Snyder","2020","5","152","Winter DH Germination"
"451",451,"BS812-61","11311","Full","B",218,2,11,19,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Snyder","2020","5","152","Winter DH Germination"
"452",452,"BS812-61","11311","Full","B",218,1,11,18,1,0,0,0,NA,"B",NA,"TR","TR","TR","TR","TR",NA,"Snyder","2020","5","152","Winter DH Germination"
"453",453,"BS812-62","11312","Half","B",219,2,10,19,1,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Snyder","2020","5","152","Winter DH Germination"
"454",454,"BS812-62","11312","Half","B",219,1,4,22,3,1,0,0,NA,"B",NA,"TR","TR","TR","TR","TR",NA,"Snyder","2020","5","152","Winter DH Germination"
"455",455,"BS812-63","11313","Full","B",220,2,12,18,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Snyder","2020","5","152","Winter DH Germination"
"456",456,"BS812-63","11313","Full","B",220,1,5,24,1,0,0,0,NA,"B",NA,"TR","TR","TR","TR","TR",NA,"Snyder","2020","5","152","Winter DH Germination"
"457",457,"BS812-65","11315","Full","B",221,2,6,17,7,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Snyder","2020","5","152","Winter DH Germination"
"458",458,"BS812-65","11315","Full","B",221,1,6,16,6,1,0,1,NA,"B",NA,"TR","TR","TR","TR","TR",NA,"Snyder","2020","5","152","Winter DH Germination"
"459",459,"BS812-66","11316","Full","B",222,2,7,19,1,0,0,1,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Snyder","2020","5","152","Winter DH Germination"
"460",460,"BS812-66","11316","Full","B",222,1,9,19,2,0,0,0,NA,"B",NA,"TR","TR","TR","TR","TR",NA,"Snyder","2020","5","152","Winter DH Germination"
"461",461,"BS812-67","11317","Full","B",223,2,2,26,2,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Snyder","2020","5","152","Winter DH Germination"
"462",462,"BS812-67","11317","Full","B",223,1,2,28,0,0,0,0,NA,"B",NA,"TR","TR","TR","TR","TR",NA,"Snyder","2020","5","152","Winter DH Germination"
"463",463,"BS812-68","11318","Full","B",224,2,3,22,4,1,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Snyder","2020","5","152","Winter DH Germination"
"464",464,"BS812-68","11318","Full","B",224,1,6,19,2,2,0,1,NA,"B",NA,"TR","TR","TR","TR","TR",NA,"Snyder","2020","5","152","Winter DH Germination"
"465",465,"BS812-69","11319","Full","B",225,2,8,19,4,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Snyder","2020","5","152","Winter DH Germination"
"466",466,"BS812-69","11319","Full","B",225,1,4,22,4,0,0,0,NA,"B",NA,"TR","TR","TR","TR","TR",NA,"Snyder","2020","5","152","Winter DH Germination"
"467",467,"BS812-70","11320","Full","B",226,2,11,19,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Snyder","2020","5","152","Winter DH Germination"
"468",468,"BS812-70","11320","Full","B",226,1,14,16,0,0,0,0,NA,"B",NA,"TR","TR","TR","TR","TR",NA,"Snyder","2020","5","152","Winter DH Germination"
"469",469,"BS812-71","11321","Full","B",227,2,3,26,1,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Snyder","2020","5","152","Winter DH Germination"
"470",470,"BS812-71","11321","Full","B",227,1,2,27,1,0,0,0,NA,"B",NA,"TR","TR","TR","TR","TR",NA,"Snyder","2020","5","152","Winter DH Germination"
"471",471,"BS812-72","11322","Half","B",228,2,6,23,0,0,1,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Snyder","2020","5","152","Winter DH Germination"
"472",472,"BS812-72","11322","Half","B",228,1,6,24,0,0,0,0,NA,"B",NA,"TR","TR","TR","TR","TR",NA,"Snyder","2020","5","152","Winter DH Germination"
"473",473,"BS812-73","11323","Full","B",229,2,12,17,1,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Snyder","2020","5","152","Winter DH Germination"
"474",474,"BS812-73","11323","Full","B",229,1,12,17,1,0,0,0,NA,"B",NA,"TR","TR","TR","TR","TR",NA,"Snyder","2020","5","152","Winter DH Germination"
"475",475,"BS812-76","11326","Full","B",230,2,7,16,5,1,1,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Snyder","2020","5","152","Winter DH Germination"
"476",476,"BS812-76","11326","Full","B",230,1,4,21,5,0,0,0,NA,"B",NA,"TR","TR","TR","TR","TR",NA,"Snyder","2020","5","152","Winter DH Germination"
"477",477,"BS812-77","11327","Full","B",231,2,8,21,1,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Snyder","2020","5","152","Winter DH Germination"
"478",478,"BS812-77","11327","Full","B",231,1,10,20,0,0,0,0,NA,"B",NA,"TR","TR","TR","TR","TR",NA,"Snyder","2020","5","152","Winter DH Germination"
"479",479,"BS812-79","11329","Full","B",232,2,6,24,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Snyder","2020","5","152","Winter DH Germination"
"480",480,"BS812-79","11329","Full","B",232,1,7,23,0,0,0,0,NA,"B",NA,"TR","TR","TR","TR","TR",NA,"Snyder","2020","5","152","Winter DH Germination"
"481",481,"BS812-80","11330","Full","B",233,2,14,16,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Snyder","2020","5","152","Winter DH Germination"
"482",482,"BS812-80","11330","Full","B",233,1,16,14,0,0,0,0,NA,"B",NA,"TR","TR","TR","TR","TR",NA,"Snyder","2020","5","152","Winter DH Germination"
"483",483,"BS812-84","11334","Half","B",234,2,NA,NA,NA,NA,NA,NA,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Snyder","2020","5","152","Winter DH Germination"
"484",484,"BS812-84","11334","Half","B",234,1,NA,NA,NA,NA,NA,NA,NA,"B",NA,"TR","TR","TR","TR","TR",NA,"Snyder","2020","5","152","Winter DH Germination"
"485",485,"BS813-85","11335","Half","B",235,2,17,13,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Snyder","2020","5","152","Winter DH Germination"
"486",486,"BS813-85","11335","Half","B",235,1,18,12,0,0,0,0,NA,"B",NA,"TR","TR","TR","TR","TR",NA,"Snyder","2020","5","152","Winter DH Germination"
"487",487,"BS813-86","11336","Full","B",236,2,13,17,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Snyder","2020","5","152","Winter DH Germination"
"488",488,"BS813-86","11336","Full","B",236,1,9,19,2,0,0,0,NA,"B",NA,"TR","TR","TR","TR","TR",NA,"Snyder","2020","5","152","Winter DH Germination"
"489",489,"BS813-87","11337","Half","B",237,2,12,16,1,1,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Snyder","2020","5","152","Winter DH Germination"
"490",490,"BS813-87","11337","Half","B",237,1,7,23,0,0,0,0,NA,"B",NA,"TR","TR","TR","TR","TR",NA,"Snyder","2020","5","152","Winter DH Germination"
"491",491,"BS813-88","11338","Full","B",238,2,10,20,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Snyder","2020","5","152","Winter DH Germination"
"492",492,"BS813-88","11338","Full","B",238,1,9,21,0,0,0,0,NA,"B",NA,"TR","TR","TR","TR","TR",NA,"Snyder","2020","5","152","Winter DH Germination"
"493",493,"BS813-90","11340","Full","B",239,2,11,18,0,0,1,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Snyder","2020","5","152","Winter DH Germination"
"494",494,"BS813-90","11340","Full","B",239,1,13,14,2,0,0,1,NA,"B",NA,"TR","TR","TR","TR","TR",NA,"Snyder","2020","5","152","Winter DH Germination"
"495",495,"BS813-91","11341","Full","B",240,2,7,22,0,0,0,1,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Snyder","2020","5","152","Winter DH Germination"
"496",496,"BS813-91","11341","Full","B",240,1,10,19,1,0,0,0,NA,"B",NA,"TR","TR","TR","TR","TR",NA,"Snyder","2020","5","152","Winter DH Germination"
"497",497,"BS813-92","11342","Half","B",241,2,2,27,1,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Snyder","2020","5","152","Winter DH Germination"
"498",498,"BS813-92","11342","Half","B",241,1,3,27,0,0,0,0,NA,"B",NA,"TR","TR","TR","TR","TR",NA,"Snyder","2020","5","152","Winter DH Germination"
"499",499,"BS813-93","11343","Half","B",242,2,8,18,3,0,1,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Snyder","2020","5","152","Winter DH Germination"
"500",500,"BS813-93","11343","Half","B",242,1,9,20,1,0,0,0,NA,"B",NA,"TR","TR","TR","TR","TR",NA,"Snyder","2020","5","152","Winter DH Germination"
"501",501,"BS813-94","11344","Full","B",243,2,6,23,1,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Snyder","2020","5","152","Winter DH Germination"
"502",502,"BS813-94","11344","Full","B",243,1,1,28,1,0,0,0,NA,"B",NA,"TR","TR","TR","TR","TR",NA,"Snyder","2020","5","152","Winter DH Germination"
"503",503,"BS813-95","11345","Full","B",244,2,6,22,2,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Snyder","2020","5","152","Winter DH Germination"
"504",504,"BS813-95","11345","Full","B",244,1,11,18,1,0,0,0,NA,"B",NA,"TR","TR","TR","TR","TR",NA,"Snyder","2020","5","152","Winter DH Germination"
"505",505,"BS813-96","11346","Half","B",245,2,17,12,0,1,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Snyder","2020","5","152","Winter DH Germination"
"506",506,"BS813-96","11346","Half","B",245,1,10,18,2,0,0,0,NA,"B",NA,"TR","TR","TR","TR","TR",NA,"Snyder","2020","5","152","Winter DH Germination"
"507",507,"BS813-97","11347","Half","B",246,2,9,18,3,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Snyder","2020","5","152","Winter DH Germination"
"508",508,"BS813-97","11347","Half","B",246,1,4,26,0,0,0,0,NA,"B",NA,"TR","TR","TR","TR","TR",NA,"Snyder","2020","5","152","Winter DH Germination"
"509",509,"BS813-98","11348","Half","B",247,2,13,16,0,0,1,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Snyder","2020","5","152","Winter DH Germination"
"510",510,"BS813-98","11348","Half","B",247,1,10,19,0,0,0,1,NA,"B",NA,"TR","TR","TR","TR","TR",NA,"Snyder","2020","5","152","Winter DH Germination"
"511",511,"BS813-99","11349","Full","B",248,2,5,24,1,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Snyder","2020","5","152","Winter DH Germination"
"512",512,"BS813-99","11349","Full","B",248,1,3,27,0,0,0,0,NA,"B",NA,"TR","TR","TR","TR","TR",NA,"Snyder","2020","5","152","Winter DH Germination"
"513",513,"Check 6-Charles","11350","Full","C",249,2,11,19,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Snyder","2020","5","152","Winter DH Germination"
"514",514,"Check 6-Charles","11350","Full","C",249,1,11,18,1,0,0,0,NA,"B",NA,"TR","TR","TR","TR","TR",NA,"Snyder","2020","5","152","Winter DH Germination"
"515",515,"BS813-100","11352","Full","B",250,2,5,23,2,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Snyder","2020","5","152","Winter DH Germination"
"516",516,"BS813-100","11352","Full","B",250,1,4,26,0,0,0,0,NA,"B",NA,"TR","TR","TR","TR","TR",NA,"Snyder","2020","5","152","Winter DH Germination"
"517",517,"BS813-101","11353","Full","B",251,2,3,25,2,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Snyder","2020","5","152","Winter DH Germination"
"518",518,"BS813-101","11353","Full","B",251,1,2,26,2,0,0,0,NA,"B",NA,"TR","TR","TR","TR","TR",NA,"Snyder","2020","5","152","Winter DH Germination"
"519",519,"BS813-102","11354","Half","B",252,2,8,17,5,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Snyder","2020","5","152","Winter DH Germination"
"520",520,"BS813-102","11354","Half","B",252,1,4,24,2,0,0,0,NA,"B",NA,"TR","TR","TR","TR","TR",NA,"Snyder","2020","5","152","Winter DH Germination"
"521",521,"BS813-103","11355","Full","B",253,2,7,20,2,1,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Snyder","2020","5","152","Winter DH Germination"
"522",522,"BS813-103","11355","Full","B",253,1,2,24,4,0,0,0,NA,"B",NA,"TR","TR","TR","TR","TR",NA,"Snyder","2020","5","152","Winter DH Germination"
"523",523,"BS813-105","11357","Half","B",254,2,7,19,3,0,1,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Snyder","2020","5","152","Winter DH Germination"
"524",524,"BS813-105","11357","Half","B",254,1,1,25,4,0,0,0,NA,"B",NA,"TR","TR","TR","TR","TR",NA,"Snyder","2020","5","152","Winter DH Germination"
"525",525,"BS813-107","11359","Full","B",255,2,17,13,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Snyder","2020","5","152","Winter DH Germination"
"526",526,"BS813-107","11359","Full","B",255,1,15,15,0,0,0,0,NA,"B",NA,"TR","TR","TR","TR","TR",NA,"Snyder","2020","5","152","Winter DH Germination"
"527",527,"BS813-108","11360","Half","B",256,2,8,21,1,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Snyder","2020","5","152","Winter DH Germination"
"528",528,"BS813-108","11360","Half","B",256,1,15,14,0,1,0,0,NA,"B",NA,"TR","TR","TR","TR","TR",NA,"Snyder","2020","5","152","Winter DH Germination"
"529",529,"BS813-109","11361","Half","B",257,2,5,21,3,1,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Snyder","2020","5","152","Winter DH Germination"
"530",530,"BS813-109","11361","Half","B",257,1,4,19,4,2,1,0,NA,"B",NA,"TR","TR","TR","TR","TR",NA,"Snyder","2020","5","152","Winter DH Germination"
"531",531,"BS813-110","11362","Full","B",258,2,3,21,4,2,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Snyder","2020","5","152","Winter DH Germination"
"532",532,"BS813-110","11362","Full","B",258,1,2,21,6,0,0,1,NA,"B",NA,"TR","TR","TR","TR","TR",NA,"Snyder","2020","5","152","Winter DH Germination"
"533",533,"BS813-111","11363","Full","B",259,2,11,19,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Snyder","2020","5","152","Winter DH Germination"
"534",534,"BS813-111","11363","Full","B",259,1,7,23,0,0,0,0,NA,"B",NA,"TR","TR","TR","TR","TR",NA,"Snyder","2020","5","152","Winter DH Germination"
"535",535,"BS813-112","11364","Half","B",260,2,2,21,7,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Snyder","2020","5","152","Winter DH Germination"
"536",536,"BS813-112","11364","Half","B",260,1,1,22,6,0,0,1,NA,"B",NA,"TR","TR","TR","TR","TR",NA,"Snyder","2020","5","152","Winter DH Germination"
"537",537,"BS813-113","11365","Full","B",261,2,18,20,2,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Snyder","2020","5","152","Winter DH Germination"
"538",538,"BS813-113","11365","Full","B",261,1,14,16,0,0,0,0,NA,"B",NA,"TR","TR","TR","TR","TR",NA,"Snyder","2020","5","152","Winter DH Germination"
"539",539,"BS813-115","11367","Full","B",262,2,11,19,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Snyder","2020","5","152","Winter DH Germination"
"540",540,"BS813-115","11367","Full","B",262,1,7,23,0,0,0,0,NA,"B",NA,"TR","TR","TR","TR","TR",NA,"Snyder","2020","5","152","Winter DH Germination"
"541",541,"BS813-116","11368","Half","B",263,2,14,16,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Snyder","2020","5","152","Winter DH Germination"
"542",542,"BS813-116","11368","Half","B",263,1,11,19,0,0,0,0,NA,"B",NA,"TR","TR","TR","TR","TR",NA,"Snyder","2020","5","152","Winter DH Germination"
"543",543,"BS813-117","11369","Half","B",264,2,10,18,2,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Snyder","2020","5","152","Winter DH Germination"
"544",544,"BS813-117","11369","Half","B",264,1,6,21,3,0,0,0,NA,"B",NA,"TR","TR","TR","TR","TR",NA,"Snyder","2020","5","152","Winter DH Germination"
"545",545,"BS813-118","11370","Full","B",265,2,7,20,3,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Snyder","2020","5","152","Winter DH Germination"
"546",546,"BS813-118","11370","Full","B",265,1,4,26,0,0,0,0,NA,"B",NA,"TR","TR","TR","TR","TR",NA,"Snyder","2020","5","152","Winter DH Germination"
"547",547,"BS814-119","11371","Half","B",266,2,9,21,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Snyder","2020","5","152","Winter DH Germination"
"548",548,"BS814-119","11371","Half","B",266,1,9,21,0,0,0,1,NA,"B",NA,"TR","TR","TR","TR","TR",NA,"Snyder","2020","5","152","Winter DH Germination"
"549",549,"BS814-120","11372","Full","B",267,2,5,25,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Snyder","2020","5","152","Winter DH Germination"
"550",550,"BS814-120","11372","Full","B",267,1,4,25,1,0,0,0,NA,"B",NA,"TR","TR","TR","TR","TR",NA,"Snyder","2020","5","152","Winter DH Germination"
"551",551,"BS814-121","11373","Full","B",268,2,4,26,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Snyder","2020","5","152","Winter DH Germination"
"552",552,"BS814-121","11373","Full","B",268,1,3,27,0,0,0,0,NA,"B",NA,"TR","TR","TR","TR","TR",NA,"Snyder","2020","5","152","Winter DH Germination"
"553",553,"BS814-122","11374","Half","B",269,2,7,23,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Snyder","2020","5","152","Winter DH Germination"
"554",554,"BS814-122","11374","Half","B",269,1,12,17,1,0,0,0,NA,"B",NA,"TR","TR","TR","TR","TR",NA,"Snyder","2020","5","152","Winter DH Germination"
"555",555,"BS814-123","11375","Half","B",270,2,5,20,4,1,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Snyder","2020","5","152","Winter DH Germination"
"556",556,"BS814-123","11375","Half","B",270,1,4,22,4,0,0,0,NA,"B",NA,"TR","TR","TR","TR","TR",NA,"Snyder","2020","5","152","Winter DH Germination"
"557",557,"BS814-124","11376","Half","B",271,2,5,24,1,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Snyder","2020","5","152","Winter DH Germination"
