"","Order","Entry","PLOT","Full_sample","Check","Sample_ID","replication","Day1Germ","Day2Germ","Day3Germ","Day4Germ","Day5Germ","kernels_remaining","Mold_kern","Check","Cooler","UserDay1","UserDay2","UserDay3","UserDay4","UserDay5","note","Location","Year","Timepoint","PM_at_plating","Experiment"
"848",848,"Check 6-Charles","11543","Full","C",414,1,18,12,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Snyder","2020","5","152","Winter DH Germination"
"849",849,"Check 1-Flavia","12001","Full","C",415,2,8,22,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"850",850,"Check 1-Flavia","12001","Full","C",415,1,8,20,2,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"851",851,"Check 2-Scala","12002","Full","C",416,2,14,16,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"852",852,"Check 2-Scala","12002","Full","C",416,1,14,16,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"853",853,"Check 3-DH130910","12003","Full","C",417,2,3,27,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"854",854,"Check 3-DH130910","12003","Full","C",417,1,1,26,3,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"855",855,"Check 4-SY Tepee","12004","Full","C",418,2,13,16,0,1,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"856",856,"Check 4-SY Tepee","12004","Full","C",418,1,12,18,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"857",857,"BS611-1","12006","Half","B",419,2,7,23,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"858",858,"BS611-1","12006","Half","B",419,1,5,25,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"859",859,"BS611-2","12007","Full","B",420,2,11,18,1,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"860",860,"BS611-2","12007","Full","B",420,1,8,22,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"861",861,"BS611-3","12008","Full","B",421,2,11,18,1,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"862",862,"BS611-3","12008","Full","B",421,1,6,24,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"863",863,"BS611-4","12009","Full","B",422,2,1,28,1,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"864",864,"BS611-4","12009","Full","B",422,1,1,28,1,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"865",865,"BS613-6","12011","Full","B",423,2,2,27,1,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"866",866,"BS613-6","12011","Full","B",423,1,2,26,2,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"867",867,"BS613-7","12012","Full","B",424,2,14,16,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"868",868,"BS613-7","12012","Full","B",424,1,13,17,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"869",869,"BS613-8","12013","Full","B",425,2,13,17,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"870",870,"BS613-8","12013","Full","B",425,1,6,24,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"871",871,"BS613-9","12014","Half","B",426,2,5,25,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"872",872,"BS613-9","12014","Half","B",426,1,4,26,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"873",873,"BS613-10","12015","Full","B",427,2,11,18,1,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"874",874,"BS613-10","12015","Full","B",427,1,6,24,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"875",875,"BS613-11","12016","Full","B",428,2,8,20,2,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"876",876,"BS613-11","12016","Full","B",428,1,6,20,3,1,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"877",877,"BS613-12","12017","Full","B",429,2,11,18,1,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"878",878,"BS613-12","12017","Full","B",429,1,8,22,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"879",879,"BS613-13","12018","Full","B",430,2,11,17,2,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"880",880,"BS613-13","12018","Full","B",430,1,11,18,1,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"881",881,"BS613-14","12019","Half","B",431,2,6,23,1,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"882",882,"BS613-14","12019","Half","B",431,1,7,23,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"883",883,"BS613-15","12020","Full","B",432,2,8,19,3,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"884",884,"BS613-15","12020","Full","B",432,1,4,22,3,1,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"885",885,"BS613-16","12021","Full","B",433,2,9,21,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"886",886,"BS613-16","12021","Full","B",433,1,14,17,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"887",887,"BS613-18","12023","Half","B",434,2,7,22,1,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"888",888,"BS613-18","12023","Half","B",434,1,6,23,1,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"889",889,"BS613-19","12024","Half","B",435,2,6,23,1,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"890",890,"BS613-19","12024","Half","B",435,1,6,25,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"891",891,"BS613-20","12025","Half","B",436,2,6,24,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"892",892,"BS613-20","12025","Half","B",436,1,8,22,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"893",893,"BS613-21","12026","Full","B",437,2,14,15,0,1,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"894",894,"BS613-21","12026","Full","B",437,1,9,21,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"895",895,"BS614-22","12027","Half","B",438,2,6,24,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"896",896,"BS614-22","12027","Half","B",438,1,6,24,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"897",897,"BS614-23","12028","Full","B",439,2,8,19,2,1,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"898",898,"BS614-23","12028","Full","B",439,1,11,17,0,0,0,2,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"899",899,"BS614-24","12029","Half","B",440,2,7,21,2,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"900",900,"BS614-24","12029","Half","B",440,1,8,22,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"901",901,"BS614-25","12030","Half","B",441,2,5,23,2,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"902",902,"BS614-25","12030","Half","B",441,1,3,26,0,0,0,1,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"903",903,"BS614-26","12031","Full","B",442,2,4,22,5,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"904",904,"BS614-26","12031","Full","B",442,1,2,27,0,0,0,1,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"905",905,"BS614-27","12032","Half","B",443,2,2,28,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"906",906,"BS614-27","12032","Half","B",443,1,4,26,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"907",907,"BS614-29","12034","Full","B",444,2,9,21,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"908",908,"BS614-29","12034","Full","B",444,1,8,22,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"909",909,"BS614-30","12035","Half","B",445,2,4,22,4,1,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"910",910,"BS614-30","12035","Half","B",445,1,10,19,1,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"911",911,"BS614-31","12036","Full","B",446,2,11,19,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"912",912,"BS614-31","12036","Full","B",446,1,11,19,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"913",913,"BS614-32","12037","Full","B",447,2,14,16,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"914",914,"BS614-32","12037","Full","B",447,1,6,24,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"915",915,"BS614-33","12038","Half","B",448,2,9,21,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"916",916,"BS614-33","12038","Half","B",448,1,9,21,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"917",917,"BS614-34","12039","Full","B",449,2,6,24,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"918",918,"BS614-34","12039","Full","B",449,1,4,26,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"919",919,"BS614-36","12041","Full","B",450,2,11,17,1,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"920",920,"BS614-36","12041","Full","B",450,1,3,23,4,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"921",921,"BS614-37","12042","Full","B",451,2,7,23,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"922",922,"BS614-37","12042","Full","B",451,1,7,22,0,0,0,1,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"923",923,"BS614-38","12043","Full","B",452,2,5,21,3,1,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"924",924,"BS614-38","12043","Full","B",452,1,2,26,2,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"925",925,"BS614-39","12044","Full","B",453,2,14,16,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"926",926,"BS614-39","12044","Full","B",453,1,12,18,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"927",927,"BS614-40","12045","Full","B",454,2,9,17,3,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"928",928,"BS614-40","12045","Full","B",454,1,3,27,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"929",929,"BS615-41","12046","Full","B",455,2,7,21,2,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"930",930,"BS615-41","12046","Full","B",455,1,2,28,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"931",931,"BS615-42","12047","Full","B",456,2,1,26,3,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"932",932,"BS615-42","12047","Full","B",456,1,8,21,0,1,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"933",933,"BS615-43","12048","Half","B",457,2,12,18,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"934",934,"BS615-43","12048","Half","B",457,1,7,23,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"935",935,"BS615-44","12049","Half","B",458,2,3,25,2,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"936",936,"BS615-44","12049","Half","B",458,1,1,26,3,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"937",937,"Check 6-Charles","12050","Full","C",459,2,11,18,2,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"938",938,"Check 6-Charles","12050","Full","C",459,1,12,17,1,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"939",939,"BS615-45","12052","Half","B",460,2,7,21,2,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"940",940,"BS615-45","12052","Half","B",460,1,1,28,1,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"941",941,"BS615-46","12053","Full","B",461,2,10,17,2,0,0,1,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"942",942,"BS615-46","12053","Full","B",461,1,3,27,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"943",943,"BS615-48","12055","Full","B",462,2,13,16,1,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"944",944,"BS615-48","12055","Full","B",462,1,9,21,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"945",945,"BS615-49","12056","Full","B",463,2,4,24,2,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"946",946,"BS615-49","12056","Full","B",463,1,2,28,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"947",947,"BS615-50","12057","Half","B",464,2,6,23,1,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"948",948,"BS615-50","12057","Half","B",464,1,7,23,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"949",949,"BS615-51","12058","Full","B",465,2,4,26,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"950",950,"BS615-51","12058","Full","B",465,1,4,26,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"951",951,"BS615-52","12059","Half","B",466,2,10,20,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"952",952,"BS615-52","12059","Half","B",466,1,12,18,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"953",953,"BS615-53","12060","Full","B",467,2,12,17,1,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"954",954,"BS615-53","12060","Full","B",467,1,6,24,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"955",955,"BS615-54","12061","Half","B",468,2,5,25,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"956",956,"BS615-54","12061","Half","B",468,1,8,22,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"957",957,"BS615-55","12062","Full","B",469,2,9,20,0,0,0,1,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"958",958,"BS615-55","12062","Full","B",469,1,2,27,0,0,0,1,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"959",959,"BS615-56","12063","Half","B",470,2,6,24,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"960",960,"BS615-56","12063","Half","B",470,1,9,21,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"961",961,"BS615-57","12064","Half","B",471,2,7,23,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"962",962,"BS615-57","12064","Half","B",471,1,6,24,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"963",963,"BS616-58","12065","Full","B",472,2,13,17,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"964",964,"BS616-58","12065","Full","B",472,1,9,21,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"965",965,"BS616-59","12066","Half","B",473,2,6,23,1,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"966",966,"BS616-59","12066","Half","B",473,1,1,28,1,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"967",967,"BS616-60","12067","Half","B",474,2,1,17,13,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"968",968,"BS616-60","12067","Half","B",474,1,2,28,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"969",969,"BS616-61","12068","Half","B",475,2,12,16,2,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"970",970,"BS616-61","12068","Half","B",475,1,5,25,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"971",971,"BS616-62","12069","Full","B",476,2,11,16,2,0,0,1,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"972",972,"BS616-62","12069","Full","B",476,1,6,23,1,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"973",973,"BS616-64","12071","Full","B",477,2,1,21,8,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"974",974,"BS616-64","12071","Full","B",477,1,4,26,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"975",975,"BS616-65","12072","Full","B",478,2,11,19,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"976",976,"BS616-65","12072","Full","B",478,1,5,24,1,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"977",977,"BS616-66","12073","Full","B",479,2,9,21,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"978",978,"BS616-66","12073","Full","B",479,1,5,25,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"979",979,"BS616-67","12074","Half","B",480,2,13,17,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"980",980,"BS616-67","12074","Half","B",480,1,14,16,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"981",981,"BS616-68","12075","Full","B",481,2,5,16,9,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"982",982,"BS616-68","12075","Full","B",481,1,4,25,1,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"983",983,"BS616-69","12076","Full","B",482,2,14,16,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"984",984,"BS616-69","12076","Full","B",482,1,7,23,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"985",985,"BS616-70","12077","Half","B",483,2,3,21,6,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"986",986,"BS616-70","12077","Half","B",483,1,3,21,6,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"987",987,"BS616-71","12078","Full","B",484,2,6,21,3,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"988",988,"BS616-71","12078","Full","B",484,1,6,24,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"989",989,"BS616-72","12079","Half","B",485,2,8,21,0,1,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"990",990,"BS616-72","12079","Half","B",485,1,6,23,0,0,0,1,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"991",991,"BS616-73","12080","Half","B",486,2,11,17,2,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"992",992,"BS616-73","12080","Half","B",486,1,5,24,1,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"993",993,"BS616-74","12081","Full","B",487,2,4,24,2,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"994",994,"BS616-74","12081","Full","B",487,1,8,20,2,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"995",995,"BS616-75","12082","Full","B",488,2,1,24,5,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"996",996,"BS616-75","12082","Full","B",488,1,3,25,1,0,0,1,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"997",997,"BS616-76","12083","Half","B",489,2,1,27,2,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"998",998,"BS616-76","12083","Half","B",489,1,4,26,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"999",999,"BS616-77","12084","Full","B",490,2,11,19,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"1000",1000,"BS616-77","12084","Full","B",490,1,3,26,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"1001",1001,"BS616-78","12085","Half","B",491,2,12,18,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"1002",1002,"BS616-78","12085","Half","B",491,1,7,23,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"1003",1003,"BS616-79","12086","Full","B",492,2,6,22,3,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"1004",1004,"BS616-79","12086","Full","B",492,1,10,19,1,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"1005",1005,"BS710-1","12087","Half","B",493,2,5,23,2,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"1006",1006,"BS710-1","12087","Half","B",493,1,12,18,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
