Source,Entry,PLOT,Location,Year,PM,Assay_number,rep,Bag
83,BS812-60,6176,McGowan,2021,178,MQ-147,2,WinterTP2-1
10,BS911-63,6178,McGowan,2021,174,MQ-148,1,WinterTP2-1
27,BS911-63,6178,McGowan,2021,174,MQ-148,2,WinterTP2-1
66,BS908-30,6181,McGowan,2021,176,MQ-149,1,WinterTP2-1
83,BS908-30,6181,McGowan,2021,176,MQ-149,2,WinterTP2-1
112,BS811-25,6183,McGowan,2021,174,MQ-150,1,WinterTP2-1
32,BS811-25,6183,McGowan,2021,174,MQ-150,2,WinterTP2-1
69,BS710-67,6184,McGowan,2021,178,MQ-151,1,WinterTP2-1
15,BS710-67,6184,McGowan,2021,178,MQ-151,2,WinterTP2-1
35,BS616-74,6188,McGowan,2021,176,MQ-152,1,WinterTP2-1
58,BS616-74,6188,McGowan,2021,176,MQ-152,2,WinterTP2-1
44,BS911-65,6190,McGowan,2021,176,MQ-153,1,WinterTP2-1
,BS911-65,6190,McGowan,2021,176,MQ-153,2,WinterTP2-1
,BS710-44,6204,McGowan,2021,172,MQ-154,1,WinterTP2-1
,BS710-44,6204,McGowan,2021,172,MQ-154,2,WinterTP2-1
,BS614-23,6208,McGowan,2021,176,MQ-155,1,WinterTP2-1
,BS614-23,6208,McGowan,2021,176,MQ-155,2,WinterTP2-1
,BS812-70,6224,McGowan,2021,178,MQ-156,1,WinterTP2-1
,BS812-70,6224,McGowan,2021,178,MQ-156,2,WinterTP2-1
,BS811-24,6228,McGowan,2021,174,MQ-157,1,WinterTP2-1
,BS811-24,6228,McGowan,2021,174,MQ-157,2,WinterTP2-1
,BS710-40,6230,McGowan,2021,174,MQ-158,1,WinterTP2-1
,BS710-40,6230,McGowan,2021,174,MQ-158,2,WinterTP2-1
,BS715-135,6235,McGowan,2021,176,MQ-159,1,WinterTP2-1
,BS715-135,6235,McGowan,2021,176,MQ-159,2,WinterTP2-1
,Endeavor,6237,McGowan,2021,176,MQ-160,1,WinterTP2-1
,Endeavor,6237,McGowan,2021,176,MQ-160,2,WinterTP2-1
,BS906-6,6239,McGowan,2021,174,MQ-161,1,WinterTP2-2
,BS906-6,6239,McGowan,2021,174,MQ-161,2,WinterTP2-2
,BS912-138,6241,McGowan,2021,172,MQ-162,1,WinterTP2-2
,BS912-138,6241,McGowan,2021,172,MQ-162,2,WinterTP2-2
,BS912-132,6242,McGowan,2021,176,MQ-163,1,WinterTP2-2
,BS912-132,6242,McGowan,2021,176,MQ-163,2,WinterTP2-2
,BS713-98,6245,McGowan,2021,168,MQ-164,1,WinterTP2-2
,BS713-98,6245,McGowan,2021,168,MQ-164,2,WinterTP2-2
,BS810-8,6246,McGowan,2021,176,MQ-165,1,WinterTP2-2
,BS810-8,6246,McGowan,2021,176,MQ-165,2,WinterTP2-2
,BS713-90,6249,McGowan,2021,178,MQ-166,1,WinterTP2-2
,BS713-90,6249,McGowan,2021,178,MQ-166,2,WinterTP2-2
,BS614-34,6250,McGowan,2021,176,MQ-167,1,WinterTP2-2
,BS614-34,6250,McGowan,2021,176,MQ-167,2,WinterTP2-2
,BS911-49,6253,McGowan,2021,176,MQ-168,1,WinterTP2-2
,BS911-49,6253,McGowan,2021,176,MQ-168,2,WinterTP2-2
,BS912-128,6254,McGowan,2021,176,MQ-169,1,WinterTP2-2
,BS912-128,6254,McGowan,2021,176,MQ-169,2,WinterTP2-2
,BS813-92,6259,McGowan,2021,174,MQ-170,1,WinterTP2-2
,BS813-92,6259,McGowan,2021,174,MQ-170,2,WinterTP2-2
,BS615-50,6267,McGowan,2021,172,MQ-171,1,WinterTP2-2
,BS615-50,6267,McGowan,2021,172,MQ-171,2,WinterTP2-2
,BS908-32,6276,McGowan,2021,174,MQ-172,1,WinterTP2-2
,BS908-32,6276,McGowan,2021,174,MQ-172,2,WinterTP2-2
,BS715-137,6282,McGowan,2021,174,MQ-173,1,WinterTP2-2
,BS715-137,6282,McGowan,2021,174,MQ-173,2,WinterTP2-2
,BS616-72,6284,McGowan,2021,174,MQ-174,1,WinterTP2-2
,BS616-72,6284,McGowan,2021,174,MQ-174,2,WinterTP2-2
,BS614-26,6286,McGowan,2021,170,MQ-175,1,WinterTP2-2
,BS614-26,6286,McGowan,2021,170,MQ-175,2,WinterTP2-2
,BS911-39,6289,McGowan,2021,176,MQ-176,1,WinterTP2-2
,BS911-39,6289,McGowan,2021,176,MQ-176,2,WinterTP2-2
,BS713-84,6290,McGowan,2021,176,MQ-177,1,WinterTP2-2
,BS713-84,6290,McGowan,2021,176,MQ-177,2,WinterTP2-2
,BS614-36,6300,McGowan,2021,174,MQ-178,1,WinterTP2-2
,BS614-36,6300,McGowan,2021,174,MQ-178,2,WinterTP2-2
,BS710-25,6309,McGowan,2021,172,MQ-179,1,WinterTP2-2
,BS710-25,6309,McGowan,2021,172,MQ-179,2,WinterTP2-2
,BS812-57,6310,McGowan,2021,174,MQ-180,1,WinterTP2-2
,BS812-57,6310,McGowan,2021,174,MQ-180,2,WinterTP2-2
,BS713-87,6320,McGowan,2021,176,MQ-181,1,WinterTP2-2
,BS713-87,6320,McGowan,2021,176,MQ-181,2,WinterTP2-2
,BS616-69,6321,McGowan,2021,176,MQ-182,1,WinterTP2-2
,BS616-69,6321,McGowan,2021,176,MQ-182,2,WinterTP2-2
,BS908-19,6327,McGowan,2021,184,MQ-183,1,WinterTP2-2
,BS908-19,6327,McGowan,2021,184,MQ-183,2,WinterTP2-2
,BS614-40,6328,McGowan,2021,176,MQ-184,1,WinterTP2-2
,BS614-40,6328,McGowan,2021,176,MQ-184,2,WinterTP2-2
,BS911-41,6330,McGowan,2021,172,MQ-185,1,WinterTP2-2
,BS911-41,6330,McGowan,2021,172,MQ-185,2,WinterTP2-2
,BS710-36,6337,McGowan,2021,176,MQ-186,1,WinterTP2-2
,BS710-36,6337,McGowan,2021,176,MQ-186,2,WinterTP2-2
,BS911-86,6342,McGowan,2021,172,MQ-187,1,WinterTP2-2
,BS911-86,6342,McGowan,2021,172,MQ-187,2,WinterTP2-2
,BS911-108,6351,McGowan,2021,178,MQ-188,1,WinterTP2-2
,BS911-108,6351,McGowan,2021,178,MQ-188,2,WinterTP2-2
,BS813-117,6355,McGowan,2021,178,MQ-189,1,WinterTP2-2
,BS813-117,6355,McGowan,2021,178,MQ-189,2,WinterTP2-2
,BS712-74,6356,McGowan,2021,178,MQ-190,1,WinterTP2-2
,BS712-74,6356,McGowan,2021,178,MQ-190,2,WinterTP2-2
,BS615-45,6379,McGowan,2021,178,MQ-191,1,WinterTP2-2
,BS615-45,6379,McGowan,2021,178,MQ-191,2,WinterTP2-2
,BS911-60,6380,McGowan,2021,178,MQ-192,1,WinterTP2-2
,BS911-60,6380,McGowan,2021,178,MQ-192,2,WinterTP2-2
,BS811-19,6388,McGowan,2021,174,MQ-193,1,WinterTP2-2
,BS811-19,6388,McGowan,2021,174,MQ-193,2,WinterTP2-2
,BS912-134,6408,McGowan,2021,172,MQ-194,1,WinterTP2-2
,BS912-134,6408,McGowan,2021,172,MQ-194,2,WinterTP2-2
,BS713-107,6410,McGowan,2021,176,MQ-195,1,WinterTP2-2
,BS713-107,6410,McGowan,2021,176,MQ-195,2,WinterTP2-2
,BS911-56,6412,McGowan,2021,172,MQ-196,1,WinterTP2-2
,BS911-56,6412,McGowan,2021,172,MQ-196,2,WinterTP2-2
,BS911-83,6414,McGowan,2021,174,MQ-197,1,WinterTP2-2
,BS911-83,6414,McGowan,2021,174,MQ-197,2,WinterTP2-2
,BS713-95,6415,McGowan,2021,172,MQ-198,1,WinterTP2-2
,BS713-95,6415,McGowan,2021,172,MQ-198,2,WinterTP2-2
,BS615-44,6417,McGowan,2021,176,MQ-199,1,WinterTP2-2
,BS615-44,6417,McGowan,2021,176,MQ-199,2,WinterTP2-2
,BS613-8,6419,McGowan,2021,172,MQ-200,1,WinterTP2-2
,BS613-8,6419,McGowan,2021,172,MQ-200,2,WinterTP2-2
,BS813-111,6422,McGowan,2021,172,MQ-201,1,WinterTP2-2
,BS813-111,6422,McGowan,2021,172,MQ-201,2,WinterTP2-2
,BS710-42,6428,McGowan,2021,178,MQ-202,1,WinterTP2-2
,BS710-42,6428,McGowan,2021,178,MQ-202,2,WinterTP2-2
,BS812-50,6430,McGowan,2021,176,MQ-203,1,WinterTP2-2
,BS812-50,6430,McGowan,2021,176,MQ-203,2,WinterTP2-2
,BS911-88,6436,McGowan,2021,178,MQ-204,1,WinterTP2-2
,BS911-88,6436,McGowan,2021,178,MQ-204,2,WinterTP2-2
,BS814-125,6440,McGowan,2021,174,MQ-205,1,WinterTP2-2
,BS814-125,6440,McGowan,2021,174,MQ-205,2,WinterTP2-2
,BS713-108,6441,McGowan,2021,174,MQ-206,1,WinterTP2-2
,BS713-108,6441,McGowan,2021,174,MQ-206,2,WinterTP2-2
,BS813-102,6458,McGowan,2021,176,MQ-207,1,WinterTP2-2
,BS813-102,6458,McGowan,2021,176,MQ-207,2,WinterTP2-2
,BS713-80,6460,McGowan,2021,174,MQ-208,1,WinterTP2-2
,BS713-80,6460,McGowan,2021,174,MQ-208,2,WinterTP2-2
,BS616-61,6463,McGowan,2021,172,MQ-209,1,WinterTP2-2
,BS616-61,6463,McGowan,2021,172,MQ-209,2,WinterTP2-2
,BS812-49,6469,McGowan,2021,172,MQ-210,1,WinterTP2-2
,BS812-49,6469,McGowan,2021,172,MQ-210,2,WinterTP2-2
,BS713-96,6473,McGowan,2021,172,MQ-211,1,WinterTP2-2
,BS713-96,6473,McGowan,2021,172,MQ-211,2,WinterTP2-2
,BS813-110,6475,McGowan,2021,170,MQ-212,1,WinterTP2-2
,BS813-110,6475,McGowan,2021,170,MQ-212,2,WinterTP2-2
,BS710-33,7007,Ketola,2021,172,MQ-213,1,WinterTP2-2
,BS710-33,7007,Ketola,2021,172,MQ-213,2,WinterTP2-2
,BS614-24,7009,Ketola,2021,170,MQ-214,1,WinterTP2-2
,BS614-24,7009,Ketola,2021,170,MQ-214,2,WinterTP2-2
,BS814-133,7010,Ketola,2021,172,MQ-215,1,WinterTP2-2
,BS814-133,7010,Ketola,2021,172,MQ-215,2,WinterTP2-2
,BS911-92,7011,Ketola,2021,176,MQ-216,1,WinterTP2-2
,BS911-92,7011,Ketola,2021,176,MQ-216,2,WinterTP2-2
,BS911-125,7014,Ketola,2021,178,MQ-217,1,WinterTP2-2
,BS911-125,7014,Ketola,2021,178,MQ-217,2,WinterTP2-2
,BS615-42,7015,Ketola,2021,170,MQ-218,1,WinterTP2-2
,BS615-42,7015,Ketola,2021,170,MQ-218,2,WinterTP2-2
,BS811-34,7018,Ketola,2021,178,MQ-219,1,WinterTP2-2
,BS811-34,7018,Ketola,2021,178,MQ-219,2,WinterTP2-2
,BS813-91,7019,Ketola,2021,170,MQ-220,1,WinterTP2-2
,BS813-91,7019,Ketola,2021,170,MQ-220,2,WinterTP2-2
,BS911-63,7021,Ketola,2021,174,MQ-221,1,WinterTP2-3
,BS911-63,7021,Ketola,2021,174,MQ-221,2,WinterTP2-3
,BS713-99,7022,Ketola,2021,170,MQ-222,1,WinterTP2-3
,BS713-99,7022,Ketola,2021,170,MQ-222,2,WinterTP2-3
,BS810-8,7024,Ketola,2021,176,MQ-223,1,WinterTP2-3
,BS810-8,7024,Ketola,2021,176,MQ-223,2,WinterTP2-3
,BS813-112,7025,Ketola,2021,178,MQ-224,1,WinterTP2-3
,BS813-112,7025,Ketola,2021,178,MQ-224,2,WinterTP2-3
,BS615-56,7026,Ketola,2021,178,MQ-225,1,WinterTP2-3
,BS615-56,7026,Ketola,2021,178,MQ-225,2,WinterTP2-3
,Endeavor,7028,Ketola,2021,178,MQ-226,1,WinterTP2-3
,Endeavor,7028,Ketola,2021,178,MQ-226,2,WinterTP2-3
,BS712-68,7030,Ketola,2021,178,MQ-227,1,WinterTP2-3
,BS712-68,7030,Ketola,2021,178,MQ-227,2,WinterTP2-3
,BS812-52,7035,Ketola,2021,174,MQ-228,1,WinterTP2-3
,BS812-52,7035,Ketola,2021,174,MQ-228,2,WinterTP2-3
,BS614-34,7037,Ketola,2021,176,MQ-229,1,WinterTP2-3
,BS614-34,7037,Ketola,2021,176,MQ-229,2,WinterTP2-3
,BS812-72,7038,Ketola,2021,174,MQ-230,1,WinterTP2-3
,BS812-72,7038,Ketola,2021,174,MQ-230,2,WinterTP2-3
,BS713-89,7042,Ketola,2021,172,MQ-231,1,WinterTP2-3
,BS713-89,7042,Ketola,2021,172,MQ-231,2,WinterTP2-3
,BS911-71,7044,Ketola,2021,178,MQ-232,1,WinterTP2-3
,BS911-71,7044,Ketola,2021,178,MQ-232,2,WinterTP2-3
,BS813-95,7045,Ketola,2021,172,MQ-233,1,WinterTP2-3
,BS813-95,7045,Ketola,2021,172,MQ-233,2,WinterTP2-3
,BS912-132,7049,Ketola,2021,172,MQ-234,1,WinterTP2-3
,BS912-132,7049,Ketola,2021,172,MQ-234,2,WinterTP2-3
,BS814-138,7060,Ketola,2021,178,MQ-235,1,WinterTP2-3
,BS814-138,7060,Ketola,2021,178,MQ-235,2,WinterTP2-3
,BS710-36,7072,Ketola,2021,170,MQ-236,1,WinterTP2-3
,BS710-36,7072,Ketola,2021,170,MQ-236,2,WinterTP2-3
,BS710-2,7076,Ketola,2021,178,MQ-237,1,WinterTP2-3
,BS710-2,7076,Ketola,2021,178,MQ-237,2,WinterTP2-3
,BS911-60,7077,Ketola,2021,172,MQ-238,1,WinterTP2-3
,BS911-60,7077,Ketola,2021,172,MQ-238,2,WinterTP2-3
,BS710-42,7078,Ketola,2021,178,MQ-239,1,WinterTP2-3
,BS710-42,7078,Ketola,2021,178,MQ-239,2,WinterTP2-3
,BS812-53,7083,Ketola,2021,178,MQ-240,1,WinterTP2-3
,BS812-53,7083,Ketola,2021,178,MQ-240,2,WinterTP2-3
,BS911-89,7084,Ketola,2021,178,MQ-241,1,WinterTP2-3
,BS911-89,7084,Ketola,2021,178,MQ-241,2,WinterTP2-3
,BS713-107,7092,Ketola,2021,178,MQ-242,1,WinterTP2-3
,BS713-107,7092,Ketola,2021,178,MQ-242,2,WinterTP2-3
,BS911-121,7093,Ketola,2021,178,MQ-243,1,WinterTP2-3
,BS911-121,7093,Ketola,2021,178,MQ-243,2,WinterTP2-3
,BS911-74,7099,Ketola,2021,170,MQ-244,1,WinterTP2-3
,BS911-74,7099,Ketola,2021,170,MQ-244,2,WinterTP2-3
,BS812-70,7106,Ketola,2021,170,MQ-245,1,WinterTP2-3
,BS812-70,7106,Ketola,2021,170,MQ-245,2,WinterTP2-3
,BS911-72,7107,Ketola,2021,178,MQ-246,1,WinterTP2-3
,BS911-72,7107,Ketola,2021,178,MQ-246,2,WinterTP2-3
,BS908-31,7114,Ketola,2021,172,MQ-247,1,WinterTP2-3
,BS908-31,7114,Ketola,2021,172,MQ-247,2,WinterTP2-3
,BS713-95,7119,Ketola,2021,170,MQ-248,1,WinterTP2-3
,BS713-95,7119,Ketola,2021,170,MQ-248,2,WinterTP2-3
,BS814-124,7121,Ketola,2021,172,MQ-249,1,WinterTP2-3
,BS814-124,7121,Ketola,2021,172,MQ-249,2,WinterTP2-3
,BS714-128,7123,Ketola,2021,170,MQ-250,1,WinterTP2-3
,BS714-128,7123,Ketola,2021,170,MQ-250,2,WinterTP2-3
,BS715-137,7129,Ketola,2021,176,MQ-251,1,WinterTP2-3
,BS715-137,7129,Ketola,2021,176,MQ-251,2,WinterTP2-3
,BS811-23,7149,Ketola,2021,170,MQ-252,1,WinterTP2-3
,BS811-23,7149,Ketola,2021,170,MQ-252,2,WinterTP2-3
,BS911-56,7151,Ketola,2021,174,MQ-253,1,WinterTP2-3
,BS911-56,7151,Ketola,2021,174,MQ-253,2,WinterTP2-3
,BS811-19,7152,Ketola,2021,172,MQ-254,1,WinterTP2-3
,BS811-19,7152,Ketola,2021,172,MQ-254,2,WinterTP2-3
,BS713-90,7157,Ketola,2021,180,MQ-255,1,WinterTP2-3
,BS713-90,7157,Ketola,2021,180,MQ-255,2,WinterTP2-3
,BS912-135,7159,Ketola,2021,178,MQ-256,1,WinterTP2-3
,BS912-135,7159,Ketola,2021,178,MQ-256,2,WinterTP2-3
,BS710-61,7161,Ketola,2021,172,MQ-257,1,WinterTP2-3
,BS710-61,7161,Ketola,2021,172,MQ-257,2,WinterTP2-3
,BS814-127,7164,Ketola,2021,172,MQ-258,1,WinterTP2-3
,BS814-127,7164,Ketola,2021,172,MQ-258,2,WinterTP2-3
,BS813-117,7169,Ketola,2021,178,MQ-259,1,WinterTP2-3
,BS813-117,7169,Ketola,2021,178,MQ-259,2,WinterTP2-3
,BS807-3,7174,Ketola,2021,174,MQ-260,1,WinterTP2-3
,BS807-3,7174,Ketola,2021,174,MQ-260,2,WinterTP2-3
,BS814-135,7176,Ketola,2021,170,MQ-261,1,WinterTP2-3
,BS814-135,7176,Ketola,2021,170,MQ-261,2,WinterTP2-3
,BS807-1,7180,Ketola,2021,172,MQ-262,1,WinterTP2-3
,BS807-1,7180,Ketola,2021,172,MQ-262,2,WinterTP2-3
,BS908-30,7183,Ketola,2021,172,MQ-263,1,WinterTP2-3
,BS908-30,7183,Ketola,2021,172,MQ-263,2,WinterTP2-3
,BS613-11,7184,Ketola,2021,170,MQ-264,1,WinterTP2-3
,BS613-11,7184,Ketola,2021,170,MQ-264,2,WinterTP2-3
,BS710-64,7186,Ketola,2021,174,MQ-265,1,WinterTP2-3
,BS710-64,7186,Ketola,2021,174,MQ-265,2,WinterTP2-3
,BS912-128,7190,Ketola,2021,170,MQ-266,1,WinterTP2-3
,BS912-128,7190,Ketola,2021,170,MQ-266,2,WinterTP2-3
,BS710-58,7195,Ketola,2021,172,MQ-267,1,WinterTP2-3
,BS710-58,7195,Ketola,2021,172,MQ-267,2,WinterTP2-3
,BS713-84,7198,Ketola,2021,170,MQ-268,1,WinterTP2-3
,BS713-84,7198,Ketola,2021,170,MQ-268,2,WinterTP2-3
,BS614-23,7203,Ketola,2021,176,MQ-269,1,WinterTP2-3
,BS614-23,7203,Ketola,2021,176,MQ-269,2,WinterTP2-3
,BS812-56,7206,Ketola,2021,178,MQ-270,1,WinterTP2-3
,BS812-56,7206,Ketola,2021,178,MQ-270,2,WinterTP2-3
,BS911-90,7209,Ketola,2021,180,MQ-271,1,WinterTP2-3
,BS911-90,7209,Ketola,2021,180,MQ-271,2,WinterTP2-3
,BS813-99,7211,Ketola,2021,170,MQ-272,1,WinterTP2-3
,BS813-99,7211,Ketola,2021,170,MQ-272,2,WinterTP2-3
,BS911-94,7219,Ketola,2021,176,MQ-273,1,WinterTP2-3
,BS911-94,7219,Ketola,2021,176,MQ-273,2,WinterTP2-3
,BS812-55,7220,Ketola,2021,170,MQ-274,1,WinterTP2-3
,BS812-55,7220,Ketola,2021,170,MQ-274,2,WinterTP2-3
,BS813-110,7222,Ketola,2021,170,MQ-275,1,WinterTP2-3
,BS813-110,7222,Ketola,2021,170,MQ-275,2,WinterTP2-3
,BS908-19,7224,Ketola,2021,170,MQ-276,1,WinterTP2-3
,BS908-19,7224,Ketola,2021,170,MQ-276,2,WinterTP2-3
,BS712-74,7229,Ketola,2021,178,MQ-277,1,WinterTP2-3
,BS712-74,7229,Ketola,2021,178,MQ-277,2,WinterTP2-3
,BS811-22,7234,Ketola,2021,178,MQ-278,1,WinterTP2-3
,BS811-22,7234,Ketola,2021,178,MQ-278,2,WinterTP2-3
,BS613-8,7241,Ketola,2021,172,MQ-279,1,WinterTP2-3
,BS613-8,7241,Ketola,2021,172,MQ-279,2,WinterTP2-3
,BS911-65,7246,Ketola,2021,174,MQ-280,1,WinterTP2-3
,BS911-65,7246,Ketola,2021,174,MQ-280,2,WinterTP2-3
,BS811-42,7247,Ketola,2021,170,MQ-281,1,WinterTP2-4
,BS811-42,7247,Ketola,2021,170,MQ-281,2,WinterTP2-4
,BS812-47,7250,Ketola,2021,170,MQ-282,1,WinterTP2-4
,BS812-47,7250,Ketola,2021,170,MQ-282,2,WinterTP2-4
,BS813-102,7256,Ketola,2021,170,MQ-283,1,WinterTP2-4
,BS813-102,7256,Ketola,2021,170,MQ-283,2,WinterTP2-4
,BS906-6,7262,Ketola,2021,174,MQ-284,1,WinterTP2-4
,BS906-6,7262,Ketola,2021,174,MQ-284,2,WinterTP2-4
,BS911-120,7274,Ketola,2021,176,MQ-285,1,WinterTP2-4
,BS911-120,7274,Ketola,2021,176,MQ-285,2,WinterTP2-4
,BS613-20,7276,Ketola,2021,174,MQ-286,1,WinterTP2-4
,BS613-20,7276,Ketola,2021,174,MQ-286,2,WinterTP2-4
,BS911-39,7283,Ketola,2021,178,MQ-287,1,WinterTP2-4
,BS911-39,7283,Ketola,2021,178,MQ-287,2,WinterTP2-4
,BS614-36,7285,Ketola,2021,170,MQ-288,1,WinterTP2-4
,BS614-36,7285,Ketola,2021,170,MQ-288,2,WinterTP2-4
,BS710-9,7295,Ketola,2021,176,MQ-289,1,WinterTP2-4
,BS710-9,7295,Ketola,2021,176,MQ-289,2,WinterTP2-4
,BS615-45,7297,Ketola,2021,174,MQ-290,1,WinterTP2-4
,BS615-45,7297,Ketola,2021,174,MQ-290,2,WinterTP2-4
,BS616-74,7301,Ketola,2021,176,MQ-291,1,WinterTP2-4
,BS616-74,7301,Ketola,2021,176,MQ-291,2,WinterTP2-4
,BS712-71,7305,Ketola,2021,176,MQ-292,1,WinterTP2-4
,BS712-71,7305,Ketola,2021,176,MQ-292,2,WinterTP2-4
,BS811-30,7306,Ketola,2021,176,MQ-293,1,WinterTP2-4
,BS811-30,7306,Ketola,2021,176,MQ-293,2,WinterTP2-4
,BS713-102,7307,Ketola,2021,172,MQ-294,1,WinterTP2-4
,BS713-102,7307,Ketola,2021,172,MQ-294,2,WinterTP2-4
,BS616-72,7314,Ketola,2021,176,MQ-295,1,WinterTP2-4
,BS616-72,7314,Ketola,2021,176,MQ-295,2,WinterTP2-4
,DH130910,7318,Ketola,2021,170,MQ-296,1,WinterTP2-4
,DH130910,7318,Ketola,2021,170,MQ-296,2,WinterTP2-4
,BS911-105,7319,Ketola,2021,174,MQ-297,1,WinterTP2-4
,BS911-105,7319,Ketola,2021,174,MQ-297,2,WinterTP2-4
,BS812-45,7323,Ketola,2021,172,MQ-298,1,WinterTP2-4
,BS812-45,7323,Ketola,2021,172,MQ-298,2,WinterTP2-4
,BS911-122,7325,Ketola,2021,174,MQ-299,1,WinterTP2-4
,BS911-122,7325,Ketola,2021,174,MQ-299,2,WinterTP2-4
,BS712-69,7331,Ketola,2021,174,MQ-300,1,WinterTP2-4
,BS712-69,7331,Ketola,2021,174,MQ-300,2,WinterTP2-4
,BS812-57,7335,Ketola,2021,174,MQ-301,1,WinterTP2-4
,BS812-57,7335,Ketola,2021,174,MQ-301,2,WinterTP2-4
,BS712-72,7337,Ketola,2021,172,MQ-302,1,WinterTP2-4
,BS712-72,7337,Ketola,2021,172,MQ-302,2,WinterTP2-4
,BS812-49,7338,Ketola,2021,174,MQ-303,1,WinterTP2-4
,BS812-49,7338,Ketola,2021,174,MQ-303,2,WinterTP2-4
,BS812-50,7341,Ketola,2021,178,MQ-304,1,WinterTP2-4
,BS812-50,7341,Ketola,2021,178,MQ-304,2,WinterTP2-4
,BS710-63,7347,Ketola,2021,174,MQ-305,1,WinterTP2-4
,BS710-63,7347,Ketola,2021,174,MQ-305,2,WinterTP2-4
,BS710-56,7348,Ketola,2021,176,MQ-306,1,WinterTP2-4
,BS710-56,7348,Ketola,2021,176,MQ-306,2,WinterTP2-4
,BS814-137,7350,Ketola,2021,174,MQ-307,1,WinterTP2-4
,BS814-137,7350,Ketola,2021,174,MQ-307,2,WinterTP2-4
,BS714-122,7351,Ketola,2021,174,MQ-308,1,WinterTP2-4
,BS714-122,7351,Ketola,2021,174,MQ-308,2,WinterTP2-4
,BS616-75,7357,Ketola,2021,174,MQ-309,1,WinterTP2-4
,BS616-75,7357,Ketola,2021,174,MQ-309,2,WinterTP2-4
,BS807-2,7358,Ketola,2021,174,MQ-310,1,WinterTP2-4
,BS807-2,7358,Ketola,2021,174,MQ-310,2,WinterTP2-4
,BS813-92,7361,Ketola,2021,170,MQ-311,1,WinterTP2-4
,BS813-92,7361,Ketola,2021,170,MQ-311,2,WinterTP2-4
,BS616-78,7363,Ketola,2021,174,MQ-312,1,WinterTP2-4
,BS616-78,7363,Ketola,2021,174,MQ-312,2,WinterTP2-4
,KWS Scala,7364,Ketola,2021,178,MQ-313,1,WinterTP2-4
,KWS Scala,7364,Ketola,2021,178,MQ-313,2,WinterTP2-4
,BS812-77,7367,Ketola,2021,178,MQ-314,1,WinterTP2-4
,BS812-77,7367,Ketola,2021,178,MQ-314,2,WinterTP2-4
,BS810-14,7368,Ketola,2021,172,MQ-315,1,WinterTP2-4
,BS810-14,7368,Ketola,2021,172,MQ-315,2,WinterTP2-4
,BS714-129,7377,Ketola,2021,178,MQ-316,1,WinterTP2-4
,BS714-129,7377,Ketola,2021,178,MQ-316,2,WinterTP2-4
,BS614-40,7380,Ketola,2021,170,MQ-317,1,WinterTP2-4
,BS614-40,7380,Ketola,2021,170,MQ-317,2,WinterTP2-4
,BS710-57,7389,Ketola,2021,180,MQ-318,1,WinterTP2-4
,BS710-57,7389,Ketola,2021,180,MQ-318,2,WinterTP2-4
,BS911-42,7405,Ketola,2021,176,MQ-319,1,WinterTP2-4
,BS911-42,7405,Ketola,2021,176,MQ-319,2,WinterTP2-4
,BS814-120,7414,Ketola,2021,174,MQ-320,1,WinterTP2-4
,BS814-120,7414,Ketola,2021,174,MQ-320,2,WinterTP2-4
,BS811-27,7416,Ketola,2021,170,MQ-321,1,WinterTP2-4
,BS811-27,7416,Ketola,2021,170,MQ-321,2,WinterTP2-4
,BS912-136,7419,Ketola,2021,178,MQ-322,1,WinterTP2-4
,BS912-136,7419,Ketola,2021,178,MQ-322,2,WinterTP2-4
,BS614-32,7421,Ketola,2021,176,MQ-323,1,WinterTP2-4
,BS614-32,7421,Ketola,2021,176,MQ-323,2,WinterTP2-4
,BS811-31,7424,Ketola,2021,178,MQ-324,1,WinterTP2-4
,BS811-31,7424,Ketola,2021,178,MQ-324,2,WinterTP2-4
,BS715-142,7436,Ketola,2021,174,MQ-325,1,WinterTP2-4
,BS715-142,7436,Ketola,2021,174,MQ-325,2,WinterTP2-4
,BS813-96,7439,Ketola,2021,170,MQ-326,1,WinterTP2-4
,BS813-96,7439,Ketola,2021,170,MQ-326,2,WinterTP2-4
,BS614-22,7442,Ketola,2021,172,MQ-327,1,WinterTP2-4
,BS614-22,7442,Ketola,2021,172,MQ-327,2,WinterTP2-4
,BS912-138,7443,Ketola,2021,172,MQ-328,1,WinterTP2-4
,BS912-138,7443,Ketola,2021,172,MQ-328,2,WinterTP2-4
,BS712-70,7445,Ketola,2021,178,MQ-329,1,WinterTP2-4
,BS712-70,7445,Ketola,2021,178,MQ-329,2,WinterTP2-4
,BS713-87,7452,Ketola,2021,172,MQ-330,1,WinterTP2-4
,BS713-87,7452,Ketola,2021,172,MQ-330,2,WinterTP2-4
,BS814-125,7455,Ketola,2021,176,MQ-331,1,WinterTP2-4
,BS814-125,7455,Ketola,2021,176,MQ-331,2,WinterTP2-4
,BS710-40,7458,Ketola,2021,176,MQ-332,1,WinterTP2-4
,BS710-40,7458,Ketola,2021,176,MQ-332,2,WinterTP2-4
,BS710-3,7459,Ketola,2021,178,MQ-333,1,WinterTP2-4
,BS710-3,7459,Ketola,2021,178,MQ-333,2,WinterTP2-4
,BS811-44,7464,Ketola,2021,178,MQ-334,1,WinterTP2-4
,BS811-44,7464,Ketola,2021,178,MQ-334,2,WinterTP2-4
,BS912-137,7466,Ketola,2021,180,MQ-335,1,WinterTP2-4
,BS912-137,7466,Ketola,2021,180,MQ-335,2,WinterTP2-4
