,Entry,PLOT,Full_sample,Sample_ID,replication,Day1Germ,Day2Germ,Day3Germ,Day4Germ,Day5Germ,KernelsLeft,User_Day1_2,User_Day3,User_Day4_5,Mold_kern?,notes
322,BS814-139,11391,Full,285,2,0,0,2,14,8,6,TR,TR,TR,NA,
323,BS814-140,11392,Full,286,1,0,0,2,4,2,22,TR,TR,TR,NA,
324,BS814-140,11392,Full,286,2,0,0,2,4,4,20,TR,TR,TR,NA,
325,BS906-7,11399,Full,292,1,0,0,2,15,7,6,TR,TR,TR,NA,
326,BS906-7,11399,Full,292,2,0,0,1,11,10,8,TR,TR,TR,NA,
327,Check 1-Flavia,11400,Full,293,1,0,12,14,2,1,1,TR,TR,TR,NA,
328,Check 1-Flavia,11400,Full,293,2,0,11,12,3,2,2,TR,TR,TR,NA,
329,Check 2-Scala,11401,Full,294,1,1,7,15,6,1,0,TR,TR,TR,NA,
330,Check 2-Scala,11401,Full,294,2,0,4,13,10,3,0,TR,TR,TR,NA,
331,Check 3-DH130914,11402,Full,295,1,0,0,4,8,9,9,TR,TR,TR,NA,
332,Check 3-DH130915,11402,Full,295,2,0,0,3,12,7,8,TR,TR,TR,NA,
333,Check 4-SY Tepee,11403,Full,296,1,2,9,8,6,3,2,TR,TR,TR,NA,
334,Check 4-SY Tepee,11403,Full,296,2,5,11,8,1,3,2,TR,TR,TR,NA,
335,Check 5-Wintmalt,11404,Full,297,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
336,Check 5-Wintmalt,11404,Full,297,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
337,BS906-9,11406,Full,299,1,0,1,4,8,6,11,TR,TR,TR,NA,
338,BS906-9,11406,Full,299,2,0,0,5,9,4,12,TR,TR,TR,NA,
339,BS906-10,11407,Full,300,1,0,0,3,8,7,6,TR,TR,TR,NA,
340,BS906-10,11407,Full,300,2,0,2,11,4,10,9,TR,TR,TR,NA,
341,BS908-12,11409,Full,302,1,0,14,12,2,0,2,TR,TR,TR,NA,
342,BS908-12,11409,Full,302,2,0,10,14,3,0,2,TR,TR,TR,NA,
343,BS908-13,11410,Full,303,1,0,0,1,12,10,7,TR,TR,TR,NA,
344,BS908-13,11410,Full,303,2,0,0,2,10,11,7,TR,TR,TR,NA,
345,BS908-14,11411,Full,304,1,0,0,1,10,10,9,TR,TR,TR,NA,
346,BS908-14,11411,Full,304,2,0,0,2,10,15,4,TR,TR,TR,NA,
347,BS908-16,11413,Full,306,1,1,1,12,5,2,9,TR,TR,TR,NA,
348,BS908-16,11413,Full,306,2,1,1,8,3,8,9,TR,TR,TR,NA,
349,BS908-20,11417,Full,309,1,2,11,12,4,1,1,TR,TR,TR,NA,
350,BS908-20,11417,Full,309,2,0,5,16,7,0,2,TR,TR,TR,NA,
351,BS908-22,11419,Full,311,1,0,1,6,12,9,2,TR,TR,TR,NA,
352,BS908-22,11419,Full,311,2,0,2,9,8,8,3,TR,TR,TR,NA,
353,BS908-25,11422,Full,314,1,0,11,15,0,0,4,TR,TR,TR,NA,
354,BS908-25,11422,Full,314,2,0,8,17,3,1,1,TR,TR,TR,NA,
355,BS908-26,11423,Full,315,1,0,0,4,4,9,13,TR,TR,TR,NA,
356,BS908-26,11423,Full,315,2,0,1,4,8,5,12,TR,TR,TR,NA,
357,BS908-29,11426,Full,318,1,0,6,16,7,1,0,TR,TR,TR,NA,
358,BS908-29,11426,Full,318,2,0,7,13,7,0,3,TR,TR,TR,NA,
359,BS908-30,11427,Full,319,1,0,0,1,8,9,12,TR,TR,TR,NA,
360,BS908-30,11427,Full,319,2,0,0,1,7,11,11,TR,TR,TR,NA,
361,BS911-35,11432,Full,324,1,0,0,4,3,1,2,TR,TR,TR,NA,
362,BS911-35,11432,Full,324,2,0,2,5,9,4,10,TR,TR,TR,NA,SPILLED
363,BS911-38,11435,Full,325,1,1,7,14,4,3,1,TR,TR,TR,NA,
364,BS911-38,11435,Full,325,2,1,5,10,8,3,4,TR,TR,TR,NA,
365,BS911-41,11438,Full,327,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
366,BS911-41,11438,Full,327,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
367,BS911-42,11439,Full,328,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
368,BS911-42,11439,Full,328,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
369,BS911-49,11446,Full,329,1,1,12,8,5,1,3,TR,TR,TR,NA,
370,BS911-49,11446,Full,329,2,0,12,9,3,2,4,TR,TR,TR,NA,
371,BS911-53,11452,Full,332,1,0,3,13,8,5,1,TR,TR,TR,NA,
372,BS911-53,11452,Full,332,2,0,7,16,2,5,0,TR,TR,TR,NA,
373,BS911-60,11459,Full,336,1,0,0,4,7,6,12,TR,TR,TR,NA,
374,BS911-60,11459,Full,336,2,0,1,7,8,6,8,TR,TR,TR,NA,
375,BS911-63,11462,Full,339,1,3,19,8,0,0,0,TR,TR,TR,NA,
376,BS911-63,11462,Full,339,2,3,19,8,0,0,0,TR,TR,TR,NA,
377,BS911-65,11464,Full,341,1,0,1,10,11,3,5,TR,TR,TR,NA,
378,BS911-65,11464,Full,341,2,0,3,7,11,3,6,TR,TR,TR,NA,
379,BS911-67,11466,Full,343,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
380,BS911-67,11466,Full,343,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
381,BS911-69,11468,Full,344,1,1,10,9,3,1,6,TR,TR,TR,NA,
382,BS911-69,11468,Full,344,2,0,15,9,1,3,2,TR,TR,TR,NA,
383,BS911-71,11470,Full,346,1,0,1,5,8,4,12,TR,TR,TR,NA,
384,BS911-71,11470,Full,346,2,0,1,9,8,3,9,TR,TR,TR,NA,
385,BS911-72,11471,Full,347,1,0,12,10,4,2,1,TR,TR,TR,NA,
386,BS911-72,11471,Full,347,2,1,11,15,3,0,0,TR,TR,TR,NA,
387,BS911-73,11472,Full,348,1,2,16,8,2,2,0,TR,TR,TR,NA,
388,BS911-73,11472,Full,348,2,0,20,7,1,1,1,TR,TR,TR,NA,
389,BS911-77,11476,Full,352,1,0,11,13,4,0,2,TR,TR,TR,NA,
390,BS911-77,11476,Full,352,2,0,12,13,5,0,0,TR,TR,TR,NA,
391,BS911-82,11481,Full,357,1,0,1,4,5,10,10,TR,TR,TR,NA,
392,BS911-82,11481,Full,357,2,0,0,4,6,6,14,TR,TR,TR,NA,
393,BS911-85,11484,Full,360,1,6,18,6,0,0,0,TR,TR,TR,NA,
394,BS911-85,11484,Full,360,2,4,14,9,0,0,3,TR,TR,TR,NA,
395,BS911-86,11485,Full,361,1,0,1,11,11,4,3,TR,TR,TR,NA,
396,BS911-86,11485,Full,361,2,0,0,10,9,8,3,TR,TR,TR,NA,
397,BS911-90,11489,Full,365,1,0,0,4,7,13,6,TR,TR,TR,NA,
398,BS911-90,11489,Full,365,2,0,0,4,9,7,10,TR,TR,TR,NA,
399,BS911-91,11490,Full,366,1,0,1,7,9,8,5,TR,TR,TR,NA,
400,BS911-91,11490,Full,366,2,0,0,10,7,6,7,TR,TR,TR,NA,
401,BS911-94,11493,Full,368,1,2,11,11,1,1,4,TR,TR,TR,NA,
402,BS911-94,11493,Full,368,2,0,7,19,2,0,2,TR,TR,TR,NA,
403,BS911-96,11495,Full,370,1,0,7,11,4,3,5,TR,TR,TR,NA,
404,BS911-96,11495,Full,370,2,0,3,15,6,3,4,TR,TR,TR,NA,
405,BS911-98,11497,Full,372,1,0,5,10,3,4,8,TR,TR,TR,NA,
406,BS911-98,11497,Full,372,2,0,5,11,8,3,3,TR,TR,TR,NA,
407,BS911-99,11498,Full,373,1,0,1,6,9,4,10,TR,TR,TR,NA,
408,BS911-99,11498,Full,373,2,0,0,10,8,5,7,TR,TR,TR,NA,
409,BS911-100,11499,Full,374,1,0,4,17,6,3,0,TR,TR,TR,NA,
410,BS911-100,11499,Full,374,2,0,6,13,9,2,0,TR,TR,TR,NA,
411,Check 1-Flavia,11500,Full,375,1,0,3,12,3,3,9,TR,TR,TR,NA,
412,Check 1-Flavia,11500,Full,375,2,0,7,15,2,3,3,TR,TR,TR,NA,
413,Check 2-Scala,11501,Full,376,1,1,4,10,7,4,4,TR,TR,TR,NA,
414,Check 2-Scala,11501,Full,376,2,0,4,12,9,3,2,TR,TR,TR,NA,
415,Check 3-DH130916,11502,Full,377,1,0,0,3,11,9,7,TR,TR,TR,NA,
416,Check 3-DH130917,11502,Full,377,2,0,0,1,11,10,7,TR,TR,TR,NA,
417,Check 4-SY Tepee,11503,Full,378,1,4,9,6,5,3,3,TR,TR,TR,NA,
418,Check 4-SY Tepee,11503,Full,378,2,2,11,7,6,2,2,TR,TR,TR,NA,
419,Check 5-Wintmalt,11504,Full,379,1,2,15,8,1,1,3,TR,TR,TR,NA,
420,Check 5-Wintmalt,11504,Full,379,2,2,20,8,0,0,0,TR,TR,TR,NA,
421,BS911-102,11506,Full,381,1,0,2,9,6,10,3,TR,TR,TR,NA,
422,BS911-102,11506,Full,381,2,1,0,9,10,4,6,TR,TR,TR,NA,
423,BS911-103,11507,Full,382,1,0,0,7,12,8,3,TR,TR,TR,NA,
424,BS911-103,11507,Full,382,2,0,0,4,10,5,11,TR,TR,TR,NA,
425,BS911-105,11509,Full,384,1,1,5,12,7,4,1,TR,TR,TR,NA,
426,BS911-105,11509,Full,384,2,1,1,9,5,8,6,TR,TR,TR,NA,
427,BS911-106,11510,Full,385,1,0,0,15,10,2,3,TR,TR,TR,NA,
428,BS911-106,11510,Full,385,2,0,0,11,6,3,10,TR,TR,TR,NA,
429,BS911-107,11511,Full,386,1,4,11,12,3,0,0,TR,TR,TR,NA,
430,BS911-107,11511,Full,386,2,0,11,12,5,1,1,TR,TR,TR,NA,
431,BS911-108,11512,Full,387,1,0,3,18,7,0,2,TR,TR,TR,NA,
432,BS911-108,11512,Full,387,2,0,3,18,6,0,3,TR,TR,TR,NA,
433,BS911-112,11516,Full,390,1,0,1,2,2,4,21,TR,TR,TR,NA,
434,BS911-112,11516,Full,390,2,0,0,2,4,9,15,TR,TR,TR,NA,
435,BS911-117,11521,Full,394,1,0,0,16,3,5,6,TR,TR,TR,NA,
436,BS911-117,11521,Full,394,2,0,1,13,8,5,3,TR,TR,TR,NA,
437,BS911-118,11522,Full,395,1,0,0,1,2,10,16,TR,TR,TR,NA,
438,BS911-118,11522,Full,395,2,0,0,2,1,12,15,TR,TR,TR,NA,
439,BS911-119,11523,Full,396,1,1,7,17,3,1,1,TR,TR,TR,NA,
440,BS911-119,11523,Full,396,2,1,8,17,4,0,1,TR,TR,TR,NA,
441,BS911-120,11524,Full,397,1,1,7,12,7,1,2,TR,TR,TR,NA,
442,BS911-120,11524,Full,397,2,0,9,15,3,2,1,TR,TR,TR,NA,
443,BS911-122,11526,Full,399,1,0,1,4,7,12,6,TR,TR,TR,NA,
444,BS911-122,11526,Full,399,2,0,0,3,10,8,9,TR,TR,TR,NA,
445,BS911-123,11527,Full,400,1,0,0,6,7,10,7,TR,TR,TR,NA,
446,BS911-123,11527,Full,400,2,0,1,9,9,7,4,TR,TR,TR,NA,
447,BS911-124,11528,Full,401,1,0,3,15,5,3,4,TR,TR,TR,NA,
448,BS911-124,11528,Full,401,2,0,4,12,7,4,3,TR,TR,TR,NA,
449,BS911-125,11529,Full,402,1,0,0,10,7,7,6,TR,TR,TR,NA,
450,BS911-125,11529,Full,402,2,0,0,13,5,5,7,TR,TR,TR,NA,
451,BS911-126,11530,Full,403,1,0,0,8,9,5,8,TR,TR,TR,NA,
452,BS911-126,11530,Full,403,2,0,0,8,11,5,6,TR,TR,TR,NA,
453,BS912-129,11533,Full,405,1,0,1,12,10,2,5,TR,TR,TR,NA,
454,BS912-129,11533,Full,405,2,0,0,12,12,4,2,TR,TR,TR,NA,
455,BS912-131,11535,Full,407,1,0,0,0,18,7,5,TR,TR,TR,NA,
456,BS912-131,11535,Full,407,2,0,0,2,9,8,11,TR,TR,TR,NA,
457,BS912-134,11538,Full,409,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
458,BS912-134,11538,Full,409,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
459,BS912-135,11539,Full,410,1,0,0,10,9,6,5,TR,TR,TR,NA,
460,BS912-135,11539,Full,410,2,0,0,8,5,8,9,TR,TR,TR,NA,
461,BS912-136,11540,Full,411,1,1,20,8,1,0,0,TR,TR,TR,NA,
462,BS912-136,11540,Full,411,2,3,16,10,1,0,0,TR,TR,TR,NA,
463,BS912-138,11542,Full,413,1,8,13,5,0,0,4,TR,TR,TR,NA,
464,BS912-138,11542,Full,413,2,4,15,7,1,1,2,TR,TR,TR,NA,
465,Check 6-Charles,11543,Full,414,1,26,4,0,0,0,0,TR,TR,TR,NA,
466,Check 6-Charles,11543,Full,414,2,23,6,1,0,0,0,TR,TR,TR,NA,
467,Check 1-Flavia,12001,Full,415,1,0,4,14,8,1,3,DS,KK,KK,0,
468,Check 1-Flavia,12001,Full,415,2,0,6,16,4,1,3,DS,KK,KK,0,
469,Check 2-Scala,12002,Full,416,1,1,18,11,0,0,0,DS,KK,KK,0,
470,Check 2-Scala,12002,Full,416,2,2,9,13,3,3,0,DS,KK,KK,0,
471,Check 3-DH130918,12003,Full,417,1,0,0,0,1,7,22,DS,KK,KK,0,
472,Check 3-DH130919,12003,Full,417,2,0,0,0,0,3,27,DS,KK,KK,0,
473,Check 4-SY Tepee,12004,Full,418,1,1,11,10,2,4,2,DS,KK,KK,0,
474,Check 4-SY Tepee,12004,Full,418,2,2,11,11,4,1,1,DS,KK,KK,1,
475,BS611-2,12007,Full,420,1,0,1,10,11,5,3,DS,KK,KK,0,
476,BS611-2,12007,Full,420,2,0,1,11,11,3,4,DS,KK,KK,0,
477,BS611-3,12008,Full,421,1,0,1,5,12,8,4,DS,KK,KK,0,
478,BS611-3,12008,Full,421,2,0,0,10,14,4,2,DS,KK,KK,0,
479,BS611-4,12009,Full,422,1,0,0,0,7,7,16,DS,KK,KK,0,
480,BS611-4,12009,Full,422,2,0,0,0,5,12,13,DS,KK,KK,0,
481,BS613-6,12011,Full,423,1,0,0,0,3,15,12,DS,KK,KK,0,
482,BS613-6,12011,Full,423,2,0,0,0,5,15,10,DS,KK,KK,0,
483,BS613-7,12012,Full,424,1,0,0,8,10,6,6,DS,KK,KK,0,
484,BS613-7,12012,Full,424,2,0,2,4,6,7,11,DS,KK,KK,2,
485,BS613-8,12013,Full,425,1,0,2,8,11,4,5,DS,KK,KK,0,
486,BS613-8,12013,Full,425,2,0,1,14,5,7,3,DS,KK,KK,0,
487,BS613-10,12015,Full,427,1,0,5,6,9,6,4,DS,KK,KK,0,
488,BS613-10,12015,Full,427,2,0,2,8,10,3,7,DS,KK,KK,0,
489,BS613-11,12016,Full,428,1,2,5,9,3,3,8,DS,KK,KK,0,
490,BS613-11,12016,Full,428,2,2,7,6,2,6,7,DS,KK,KK,0,
491,BS613-12,12017,Full,429,1,0,4,7,6,2,11,DS,KK,KK,0,
492,BS613-12,12017,Full,429,2,0,1,4,9,5,11,DS,KK,KK,0,
493,BS613-13,12018,Full,430,1,0,1,7,5,7,10,DS,KK,KK,0,
494,BS613-13,12018,Full,430,2,0,3,7,2,6,11,DS,KK,KK,0,
495,BS613-15,12020,Full,432,1,0,3,9,7,7,4,DS,KK,KK,0,
496,BS613-15,12020,Full,432,2,0,4,8,9,3,6,DS,KK,KK,0,
497,BS613-16,12021,Full,433,1,0,3,6,8,6,7,DS,KK,KK,0,
498,BS613-16,12021,Full,433,2,0,0,6,6,6,12,DS,KK,KK,0,
499,BS613-21,12026,Full,437,1,0,0,3,10,10,7,DS,KK,KK,0,
500,BS613-21,12026,Full,437,2,0,0,4,11,9,6,DS,KK,KK,1,
501,BS614-23,12028,Full,439,1,2,10,11,5,2,0,DS,KK,KK,0,
502,BS614-23,12028,Full,439,2,0,17,11,2,0,0,DS,KK,KK,0,
503,BS614-26,12031,Full,442,1,0,0,1,2,6,21,DS,KK,KK,0,
504,BS614-26,12031,Full,442,2,0,0,0,3,8,19,DS,KK,KK,0,
505,BS614-29,12034,Full,444,1,0,0,3,6,12,9,DS,KK,KK,0,
506,BS614-29,12034,Full,444,2,0,1,2,15,7,5,DS,KK,KK,0,
507,BS614-31,12036,Full,446,1,0,3,11,9,2,5,DS,KK,KK,1,
508,BS614-31,12036,Full,446,2,0,1,14,11,1,3,DS,KK,KK,1,
509,BS614-32,12037,Full,447,1,0,0,5,12,8,5,DS,KK,KK,0,
510,BS614-32,12037,Full,447,2,0,1,5,7,8,13,DS,KK,KK,0,
511,BS614-34,12039,Full,449,1,0,0,2,8,11,9,DS,KK,KK,0,
512,BS614-34,12039,Full,449,2,0,0,6,9,8,7,DS,KK,KK,0,
513,BS614-36,12041,Full,450,1,0,0,4,14,8,4,DS,KK,KK,0,
514,BS614-36,12041,Full,450,2,0,0,5,10,8,7,DS,KK,KK,0,
515,BS614-37,12042,Full,451,1,0,0,5,9,9,7,DS,KK,KK,0,
516,BS614-37,12042,Full,451,2,0,0,2,9,7,12,DS,KK,KK,0,
517,BS614-38,12043,Full,452,1,0,0,4,4,7,15,DS,KK,KK,0,
518,BS614-38,12043,Full,452,2,0,2,7,4,4,13,DS,KK,KK,0,
519,BS614-39,12044,Full,453,1,0,0,0,2,11,17,DS,KK,KK,0,
520,BS614-39,12044,Full,453,2,0,0,0,3,9,18,DS,KK,KK,0,
521,BS614-40,12045,Full,454,1,0,0,3,2,4,21,DS,KK,KK,0,
522,BS614-40,12045,Full,454,2,0,1,3,3,5,18,DS,KK,KK,0,
523,BS615-41,12046,Full,455,1,0,0,3,1,10,16,DS,KK,KK,0,
524,BS615-41,12046,Full,455,2,0,0,1,1,10,19,DS,KK,KK,0,
525,BS615-42,12047,Full,456,1,0,0,4,8,10,8,DS,KK,KK,0,
526,BS615-42,12047,Full,456,2,0,0,6,3,8,13,DS,KK,KK,0,
527,Check 6-Charles,12050,Full,459,1,12,17,0,0,1,1,DS,KK,KK,1,
528,Check 6-Charles,12050,Full,459,2,17,14,0,0,0,0,DS,KK,KK,0,
529,BS615-46,12053,Full,461,1,0,2,4,6,11,7,DS,KK,KK,0,
530,BS615-46,12053,Full,461,2,0,0,5,10,8,7,DS,KK,KK,0,
531,BS615-48,12055,Full,462,1,0,4,9,4,8,5,DS,KK,KK,0,
532,BS615-48,12055,Full,462,2,0,6,7,11,2,4,DS,KK,KK,0,
533,BS615-49,12056,Full,463,1,0,0,1,7,11,11,DS,KK,KK,0,
534,BS615-49,12056,Full,463,2,0,1,5,11,6,7,DS,KK,KK,0,
535,BS615-51,12058,Full,465,1,0,1,1,3,3,22,DS,KK,KK,0,
536,BS615-51,12058,Full,465,2,0,0,2,9,4,15,DS,KK,KK,0,
537,BS615-53,12060,Full,467,1,0,6,14,6,1,3,DS,KK,KK,0,
538,BS615-53,12060,Full,467,2,0,7,14,3,3,3,DS,KK,KK,0,
539,BS615-55,12062,Full,469,1,0,2,7,7,4,10,DS,KK,KK,0,
540,BS615-55,12062,Full,469,2,0,1,6,8,4,11,DS,KK,KK,0,
541,BS616-58,12065,Full,472,1,0,0,6,3,8,13,DS,KK,KK,0,
542,BS616-58,12065,Full,472,2,0,0,3,3,2,22,DS,KK,KK,0,
543,BS616-62,12069,Full,476,1,0,0,15,8,2,4,DS,KK,KK,2,
544,BS616-62,12069,Full,476,2,0,4,11,9,5,1,DS,KK,KK,0,
545,BS616-64,12071,Full,477,1,0,0,0,12,5,13,DS,KK,KK,2,
546,BS616-64,12071,Full,477,2,0,0,1,15,5,9,DS,KK,KK,2,
547,BS616-65,12072,Full,478,1,0,1,7,11,9,2,DS,KK,KK,2,
548,BS616-65,12072,Full,478,2,0,1,10,12,6,1,DS,KK,KK,1,
549,BS616-66,12073,Full,479,1,0,2,5,8,7,8,DS,KK,KK,0,
550,BS616-66,12073,Full,479,2,0,1,8,6,5,10,DS,KK,KK,0,
551,BS616-68,12075,Full,481,1,0,3,3,5,9,10,DS,KK,KK,0,
552,BS616-68,12075,Full,481,2,0,1,5,7,4,13,DS,KK,KK,0,
553,BS616-69,12076,Full,482,1,0,13,8,7,2,0,DS,KK,KK,0,
554,BS616-69,12076,Full,482,2,0,8,14,3,3,2,DS,KK,KK,1,
555,BS616-71,12078,Full,484,1,0,0,2,2,10,16,DS,KK,KK,0,
556,BS616-71,12078,Full,484,2,0,0,1,2,9,18,DS,KK,KK,0,
557,BS616-74,12081,Full,487,1,0,1,9,12,3,5,DS,KK,KK,0,
558,BS616-74,12081,Full,487,2,0,0,9,14,2,5,DS,KK,KK,2,
559,BS616-75,12082,Full,488,1,0,1,2,2,10,15,DS,KK,KK,0,
560,BS616-75,12082,Full,488,2,0,0,3,4,6,17,DS,KK,KK,0,
561,BS616-77,12084,Full,490,1,0,1,16,8,1,4,DS,KK,KK,1,
562,BS616-77,12084,Full,490,2,0,0,13,8,4,4,DS,KK,KK,0,
563,BS616-79,12086,Full,492,1,0,0,6,3,9,12,DS,KK,KK,0,
564,BS616-79,12086,Full,492,2,0,2,3,2,14,9,DS,KK,KK,0,
565,BS710-2,12088,Full,494,1,0,1,9,11,5,4,DS,KK,KK,0,
566,BS710-2,12088,Full,494,2,0,0,12,8,7,3,DS,KK,KK,0,
567,BS710-7,12093,Full,497,1,0,0,3,12,12,3,DS,KK,KK,0,
568,BS710-7,12093,Full,497,2,0,1,8,7,7,7,DS,KK,KK,0,
569,BS710-8,12094,Full,498,1,0,4,10,7,6,3,DS,KK,KK,0,
570,BS710-8,12094,Full,498,2,0,5,14,7,2,2,DS,KK,KK,0,
571,BS710-9,12095,Full,499,1,2,8,12,0,0,8,DS,KK,KK,5,
572,BS710-9,12095,Full,499,2,4,14,5,1,2,4,DS,KK,KK,4,
573,Check 1-Flavia,12100,Full,503,1,0,10,12,6,2,0,DS,KK,KK,0,
574,Check 1-Flavia,12100,Full,503,2,1,10,16,1,3,0,DS,KK,KK,0,
575,Check 2-Scala,12101,Full,504,1,2,13,7,6,2,0,DS,KK,KK,0,
576,Check 2-Scala,12101,Full,504,2,3,14,6,4,1,2,DS,KK,KK,2,
577,Check 3-DH130920,12102,Full,505,1,0,0,1,0,6,23,DS,KK,KK,0,
578,Check 3-DH130921,12102,Full,505,2,0,0,0,0,10,20,DS,KK,KK,0,
579,Check 4-SY Tepee,12103,Full,506,1,0,17,9,2,0,2,DS,KK,KK,1,
580,Check 4-SY Tepee,12103,Full,506,2,2,21,5,2,0,0,DS,KK,KK,0,
581,BS710-15,12106,Full,507,1,0,0,0,2,8,20,DS,KK,KK,0,
582,BS710-15,12106,Full,507,2,0,0,2,1,8,18,DS,KK,KK,0,
583,BS710-21,12112,Full,509,1,0,0,0,4,6,20,DS,KK,KK,0,
584,BS710-21,12112,Full,509,2,0,0,0,3,6,20,DS,KK,KK,0,
585,BS710-23,12114,Full,510,1,0,0,1,7,13,9,DS,KK,KK,0,
586,BS710-23,12114,Full,510,2,0,0,0,2,16,12,DS,KK,KK,0,
587,BS710-27,12118,Full,511,1,0,1,1,6,8,14,DS,KK,KK,0,
588,BS710-27,12118,Full,511,2,0,0,1,5,7,17,DS,KK,KK,0,
589,BS710-30,12121,Full,513,1,0,7,15,5,2,1,DS,KK,KK,1,
590,BS710-30,12121,Full,513,2,0,12,16,0,2,0,DS,KK,KK,0,
591,BS710-33,12124,Full,514,1,0,3,12,5,7,3,DS,KK,KK,0,
592,BS710-33,12124,Full,514,2,0,5,8,7,7,3,DS,KK,KK,0,
593,BS710-41,12132,Full,519,1,0,1,1,2,7,18,DS,KK,KK,0,
594,BS710-41,12132,Full,519,2,0,0,2,0,10,18,DS,KK,KK,0,
595,BS710-46,12137,Full,522,1,0,0,5,7,9,9,DS,KK,KK,0,
596,BS710-46,12137,Full,522,2,0,1,6,6,9,8,DS,KK,KK,0,
597,BS710-48,12139,Full,523,1,0,1,0,1,5,23,DS,KK,KK,0,
598,BS710-48,12139,Full,523,2,0,0,0,3,5,22,DS,KK,KK,0,
599,BS710-50,12141,Full,524,1,0,19,6,3,0,2,DS,KK,KK,1,
600,BS710-50,12141,Full,524,2,1,22,7,0,0,2,DS,KK,KK,2,
601,BS710-57,12148,Full,527,1,1,19,8,0,0,2,DS,KK,KK,2,
602,BS710-57,12148,Full,527,2,1,17,9,1,3,3,DS,KK,KK,1,
603,BS710-58,12149,Full,528,1,0,3,9,12,3,4,DS,KK,KK,0,
604,BS710-58,12149,Full,528,2,0,1,11,11,8,4,DS,KK,KK,2,
605,BS710-64,12157,Full,533,1,0,0,0,1,8,21,DS,KK,KK,1,
606,BS710-64,12157,Full,533,2,0,0,3,4,6,17,DS,KK,KK,1,
607,BS710-66,12159,Full,534,1,0,8,16,5,1,1,DS,KK,KK,1,
608,BS710-66,12159,Full,534,2,3,5,15,4,3,0,DS,KK,KK,0,
609,BS712-68,12161,Full,536,1,3,7,11,3,5,1,DS,KK,KK,1,
610,BS712-68,12161,Full,536,2,3,6,9,5,4,4,DS,KK,KK,1,
611,BS712-69,12162,Full,537,1,0,1,2,7,10,10,DS,KK,KK,0,
612,BS712-69,12162,Full,537,2,0,0,4,8,10,8,DS,KK,KK,0,
613,BS712-70,12163,Full,538,1,0,0,0,1,6,23,DS,KK,KK,0,
614,BS712-70,12163,Full,538,2,0,0,0,4,6,20,DS,KK,KK,0,
615,BS712-74,12167,Full,542,1,0,16,12,0,1,1,DS,KK,KK,1,
616,BS712-74,12167,Full,542,2,0,13,11,2,2,2,DS,KK,KK,2,
617,BS713-75,12168,Full,543,1,0,0,1,4,12,13,DS,KK,KK,0,
618,BS713-75,12168,Full,543,2,0,0,1,9,9,11,DS,KK,KK,0,
619,BS713-78,12171,Full,545,1,0,6,7,6,6,5,DS,KK,KK,0,
620,BS713-78,12171,Full,545,2,0,4,7,6,10,3,DS,KK,KK,0,
621,BS713-84,12177,Full,549,1,0,0,1,2,10,17,DS,KK,KK,0,
622,BS713-84,12177,Full,549,2,0,0,0,1,8,21,DS,KK,KK,0,
623,BS713-90,12183,Full,552,1,0,4,19,5,1,0,DS,KK,KK,0,
624,BS713-90,12183,Full,552,2,0,3,17,9,1,0,DS,KK,KK,0,
625,BS713-91,12184,Full,553,1,0,0,6,11,6,7,DS,KK,KK,0,
626,BS713-91,12184,Full,553,2,0,0,2,4,10,14,DS,KK,KK,0,
627,BS713-93,12186,Full,554,1,0,1,0,7,1,13,DS,KK,KK,0,
628,BS713-93,12186,Full,554,2,0,0,3,4,8,15,DS,KK,KK,0,
629,BS713-95,12188,Full,556,1,0,0,0,2,5,25,DS,KK,KK,0,
630,BS713-95,12188,Full,556,2,0,0,0,2,5,23,DS,KK,KK,0,
631,BS713-96,12189,Full,557,1,0,0,2,2,8,18,DS,KK,KK,0,
632,BS713-96,12189,Full,557,2,0,0,0,3,5,22,DS,KK,KK,0,
633,BS713-98,12191,Full,559,1,1,10,9,5,3,2,DS,KK,KK,1,
634,BS713-98,12191,Full,559,2,0,6,12,6,6,1,DS,KK,KK,0,
635,BS713-102,12195,Full,563,1,0,0,0,5,6,19,DS,KK,KK,0,
636,BS713-102,12195,Full,563,2,0,1,2,5,7,15,DS,KK,KK,0,
637,BS713-104,12197,Full,565,1,0,0,10,11,5,5,DS,KK,KK,4,
638,BS713-104,12197,Full,565,2,0,1,10,5,8,6,DS,KK,KK,0,
639,BS713-105,12198,Full,566,1,0,0,4,14,4,8,DS,KK,KK,0,
640,BS713-105,12198,Full,566,2,0,1,5,12,6,6,DS,KK,KK,0,
641,BS713-106,12199,Full,567,1,0,0,0,7,8,15,DS,KK,KK,0,
642,BS713-106,12199,Full,567,2,0,0,2,2,9,17,DS,KK,KK,0,
