,Entry,PLOT,Full_sample,Sample_ID,replication,Day1Germ,Day2Germ,Day3Germ,Day4Germ,Day5Germ,KernelsLeft,User_Day1_2,User_Day3,User_Day4_5,Mold_kern?,notes
643,Check 1-Flavia,12200,Full,568,1,1,7,16,3,2,1,DS,KK,KK,0,
644,Check 1-Flavia,12200,Full,568,2,0,9,15,2,2,2,DS,KK,KK,2,
645,Check 2-Scala,12201,Full,569,1,4,18,4,1,2,1,DS,KK,KK,1,
646,Check 2-Scala,12201,Full,569,2,3,10,9,3,3,2,DS,KK,KK,0,
647,Check 3-DH130922,12202,Full,570,1,0,0,0,4,6,20,DS,KK,KK,0,
648,Check 3-DH130923,12202,Full,570,2,0,0,2,3,7,18,DS,KK,KK,0,
649,Check 4-SY Tepee,12203,Full,571,1,2,19,7,1,1,0,DS,KK,KK,0,
650,Check 4-SY Tepee,12203,Full,571,2,1,19,9,1,0,0,DS,KK,KK,0,
651,BS713-108,12206,Full,573,1,0,0,4,1,5,20,DS,KK,KK,0,
652,BS713-108,12206,Full,573,2,0,0,3,5,5,17,DS,KK,KK,0,
653,BS713-109,12207,Full,574,1,0,0,0,3,10,17,DS,KK,KK,0,
654,BS713-109,12207,Full,574,2,0,0,0,0,10,20,DS,KK,KK,0,
655,BS713-110,12208,Full,575,1,0,0,10,2,8,10,DS,KK,KK,0,
656,BS713-110,12208,Full,575,2,0,0,3,9,4,14,DS,KK,KK,0,
657,BS713-112,12210,Full,577,1,0,1,3,3,7,16,DS,KK,KK,0,
658,BS713-112,12210,Full,577,2,0,1,1,3,3,22,DS,KK,KK,0,
659,BS713-113,12211,Full,578,1,0,0,0,5,6,20,DS,KK,KK,0,
660,BS713-113,12211,Full,578,2,0,0,0,3,15,12,DS,KK,KK,0,
661,BS714-123,12221,Full,586,1,0,0,0,3,1,26,DS,KK,KK,0,
662,BS714-123,12221,Full,586,2,0,0,0,1,3,26,DS,KK,KK,0,
663,BS714-124,12222,Full,587,1,0,1,0,5,7,18,DS,KK,KK,0,
664,BS714-124,12222,Full,587,2,0,0,1,2,2,25,DS,KK,KK,0,
665,BS714-125,12223,Full,588,1,0,0,3,4,7,16,DS,KK,KK,0,
666,BS714-125,12223,Full,588,2,0,0,1,3,5,21,DS,KK,KK,0,
667,BS714-128,12226,Full,590,1,0,0,0,5,11,14,DS,KK,KK,0,
668,BS714-128,12226,Full,590,2,0,0,0,3,14,13,DS,KK,KK,0,
669,BS715-136,12234,Full,597,1,0,0,2,3,12,13,DS,KK,KK,0,
670,BS715-136,12234,Full,597,2,0,1,2,2,14,11,DS,KK,KK,0,
671,BS715-139,12237,Full,600,1,0,0,0,6,8,16,DS,KK,KK,0,
672,BS715-139,12237,Full,600,2,0,0,1,2,7,19,DS,KK,KK,0,
673,BS715-140,12238,Full,601,1,3,10,11,6,0,0,DS,KK,KK,0,
674,BS715-140,12238,Full,601,2,3,11,14,2,0,0,DS,KK,KK,0,
675,BS715-142,12240,Full,603,1,0,1,1,14,6,8,DS,KK,KK,1,
676,BS715-142,12240,Full,603,2,0,0,8,10,6,6,DS,KK,KK,0,
677,BS715-144,12242,Full,605,1,2,11,4,4,7,2,DS,KK,KK,0,
678,BS715-144,12242,Full,605,2,2,6,5,5,2,10,DS,KK,KK,0,
679,BS807-1,12244,Full,606,1,0,0,0,1,1,28,DS,KK,KK,0,
680,BS807-1,12244,Full,606,2,0,0,0,0,2,28,DS,KK,KK,0,
681,BS807-3,12246,Full,608,1,0,0,1,0,4,25,DS,KK,KK,0,
682,BS807-3,12246,Full,608,2,0,0,0,0,7,23,DS,KK,KK,0,
683,Check 6-Charles,12250,Full,612,1,13,17,0,0,0,0,TR,TR,TR,NA,
684,Check 6-Charles,12250,Full,612,2,14,16,0,0,0,0,TR,TR,TR,NA,
685,BS810-7,12252,Full,613,1,0,0,3,9,11,7,TR,TR,TR,NA,
686,BS810-7,12252,Full,613,2,0,0,4,15,4,7,TR,TR,TR,NA,
687,BS810-16,12261,Full,618,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
688,BS810-16,12261,Full,618,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
689,BS811-19,12264,Full,620,1,0,0,0,2,9,19,TR,TR,TR,NA,
690,BS811-19,12264,Full,620,2,0,0,0,8,7,15,TR,TR,TR,NA,
691,BS811-24,12269,Full,625,1,0,0,2,2,7,19,TR,TR,TR,NA,
692,BS811-24,12269,Full,625,2,0,0,3,3,12,12,TR,TR,TR,NA,
693,BS811-25,12270,Full,626,1,0,0,0,2,2,26,TR,TR,TR,NA,
694,BS811-25,12270,Full,626,2,0,1,0,1,5,23,TR,TR,TR,NA,
695,BS811-26,12271,Full,627,1,0,4,9,8,1,8,TR,TR,TR,NA,
696,BS811-26,12271,Full,627,2,0,4,3,11,7,5,TR,TR,TR,NA,
697,BS811-32,12277,Full,632,1,0,0,0,0,7,23,TR,TR,TR,NA,
698,BS811-32,12277,Full,632,2,0,0,0,3,3,24,TR,TR,TR,NA,
699,BS811-36,12281,Full,634,1,0,0,6,7,9,8,TR,TR,TR,NA,
700,BS811-36,12281,Full,634,2,0,0,4,7,14,5,TR,TR,TR,NA,
701,BS811-39,12284,Full,636,1,0,3,6,2,11,8,TR,TR,TR,NA,
702,BS811-39,12284,Full,636,2,0,2,6,6,12,4,TR,TR,TR,NA,
703,BS811-40,12285,Full,637,1,0,0,5,3,7,15,TR,TR,TR,NA,
704,BS811-40,12285,Full,637,2,0,0,0,5,12,13,TR,TR,TR,NA,
705,BS811-42,12287,Full,639,1,0,0,0,2,6,22,TR,TR,TR,NA,
706,BS811-42,12287,Full,639,2,0,0,0,0,4,26,TR,TR,TR,NA,
707,BS811-43,12288,Full,640,1,0,0,4,8,4,14,TR,TR,TR,NA,
708,BS811-43,12288,Full,640,2,0,1,1,5,10,13,TR,TR,TR,NA,
709,BS812-45,12290,Full,642,1,0,5,15,6,4,0,TR,TR,TR,NA,
710,BS812-45,12290,Full,642,2,0,4,13,9,3,1,TR,TR,TR,NA,
711,BS812-46,12291,Full,643,1,0,7,10,6,3,4,TR,TR,TR,NA,
712,BS812-46,12291,Full,643,2,0,5,15,5,3,3,TR,TR,TR,NA,
713,BS812-47,12292,Full,644,1,0,0,0,1,6,23,TR,TR,TR,NA,
714,BS812-47,12292,Full,644,2,0,0,0,2,8,20,TR,TR,TR,NA,
715,BS812-48,12293,Full,645,1,0,0,3,9,13,6,TR,TR,TR,NA,
716,BS812-48,12293,Full,645,2,0,0,2,12,14,2,TR,TR,TR,NA,
717,BS812-49,12294,Full,646,1,1,10,13,5,1,0,TR,TR,TR,NA,
718,BS812-49,12294,Full,646,2,0,16,9,2,2,1,TR,TR,TR,NA,
719,BS812-52,12297,Full,648,1,0,0,1,4,4,20,TR,TR,TR,NA,
720,BS812-52,12297,Full,648,2,0,0,2,5,12,11,TR,TR,TR,NA,
721,BS812-54,12299,Full,650,1,0,0,1,2,6,21,TR,TR,TR,NA,
722,BS812-54,12299,Full,650,2,0,0,0,1,7,22,TR,TR,TR,NA,
723,Check 1-Flavia,12300,Full,651,1,0,9,12,2,3,4,TR,TR,TR,NA,
724,Check 1-Flavia,12300,Full,651,2,0,9,8,7,2,4,TR,TR,TR,NA,
725,Check 2-Scala,12301,Full,652,1,4,11,8,3,2,2,TR,TR,TR,NA,
726,Check 2-Scala,12301,Full,652,2,5,16,5,1,2,1,TR,TR,TR,NA,
727,Check 3-DH130924,12302,Full,653,1,0,0,0,2,12,16,TR,TR,TR,NA,
728,Check 3-DH130925,12302,Full,653,2,0,0,1,2,8,19,TR,TR,TR,NA,
729,Check 4-SY Tepee,12303,Full,654,1,1,14,9,4,1,1,TR,TR,TR,NA,
730,Check 4-SY Tepee,12303,Full,654,2,3,13,8,1,4,1,TR,TR,TR,NA,
731,BS812-57,12307,Full,657,1,0,1,1,11,12,5,TR,TR,TR,NA,
732,BS812-57,12307,Full,657,2,0,0,3,9,5,13,TR,TR,TR,NA,
733,BS812-59,12309,Full,659,1,0,5,11,4,5,5,TR,TR,TR,NA,
734,BS812-59,12309,Full,659,2,0,4,6,5,5,11,TR,TR,TR,NA,
735,BS812-61,12311,Full,661,1,0,3,5,12,8,2,TR,TR,TR,NA,
736,BS812-61,12311,Full,661,2,0,2,11,9,2,6,TR,TR,TR,NA,
737,BS812-63,12313,Full,663,1,0,0,1,1,2,26,TR,TR,TR,NA,
738,BS812-63,12313,Full,663,2,0,0,1,1,5,23,TR,TR,TR,NA,
739,BS812-65,12315,Full,664,1,0,0,0,0,5,25,TR,TR,TR,NA,
740,BS812-65,12315,Full,664,2,0,0,0,0,4,26,TR,TR,TR,NA,
741,BS812-66,12316,Full,665,1,0,1,3,5,7,14,TR,TR,TR,NA,
742,BS812-66,12316,Full,665,2,0,0,1,6,10,13,TR,TR,TR,NA,
743,BS812-67,12317,Full,666,1,0,0,0,2,3,25,TR,TR,TR,NA,
744,BS812-67,12317,Full,666,2,0,0,0,6,6,19,TR,TR,TR,NA,
745,BS812-68,12318,Full,667,1,0,0,0,2,7,21,TR,TR,TR,NA,
746,BS812-68,12318,Full,667,2,0,0,0,3,8,19,TR,TR,TR,NA,
747,BS812-69,12319,Full,668,1,0,0,2,0,5,23,TR,TR,TR,NA,
748,BS812-69,12319,Full,668,2,0,0,0,2,4,24,TR,TR,TR,NA,
749,BS812-70,12320,Full,669,1,0,0,0,6,7,17,TR,TR,TR,NA,
750,BS812-70,12320,Full,669,2,0,0,0,2,5,23,TR,TR,TR,NA,
751,BS812-71,12321,Full,670,1,0,0,1,2,10,17,TR,TR,TR,NA,
752,BS812-71,12321,Full,670,2,0,0,1,5,7,17,TR,TR,TR,NA,
753,BS812-73,12323,Full,672,1,0,1,3,6,6,14,TR,TR,TR,NA,
754,BS812-73,12323,Full,672,2,0,1,6,4,9,10,TR,TR,TR,NA,
755,BS812-76,12326,Full,674,1,0,1,3,0,6,20,TR,TR,TR,NA,
756,BS812-76,12326,Full,674,2,0,0,3,6,7,14,TR,TR,TR,NA,
757,BS812-77,12327,Full,675,1,0,15,6,9,0,1,TR,TR,TR,NA,
758,BS812-77,12327,Full,675,2,0,6,16,7,0,1,TR,TR,TR,NA,
759,BS812-78,12328,Full,676,1,0,0,0,0,0,30,TR,TR,TR,NA,
760,BS812-78,12328,Full,676,2,0,0,0,0,0,30,TR,TR,TR,NA,
761,BS812-79,12329,Full,677,1,0,0,0,0,5,25,TR,TR,TR,NA,
762,BS812-79,12329,Full,677,2,0,0,0,0,6,24,TR,TR,TR,NA,
763,BS812-80,12330,Full,678,1,0,6,10,10,3,0,TR,TR,TR,NA,
764,BS812-80,12330,Full,678,2,0,4,12,8,3,4,TR,TR,TR,NA,
765,BS812-81,12331,Full,679,1,0,9,11,4,4,2,TR,TR,TR,NA,
766,BS812-81,12331,Full,679,2,0,11,8,5,5,1,TR,TR,TR,NA,
767,BS813-86,12336,Full,683,1,0,4,5,11,4,6,TR,TR,TR,NA,
768,BS813-86,12336,Full,683,2,0,2,8,6,10,4,TR,TR,TR,NA,
769,BS813-88,12338,Full,685,1,0,0,2,5,11,12,TR,TR,TR,NA,
770,BS813-88,12338,Full,685,2,0,3,2,6,7,12,TR,TR,TR,NA,
771,BS813-90,12340,Full,686,1,0,11,4,4,5,6,TR,TR,TR,NA,
772,BS813-90,12340,Full,686,2,2,3,11,8,5,1,TR,TR,TR,NA,
773,BS813-91,12341,Full,687,1,0,3,5,10,10,2,TR,TR,TR,NA,
774,BS813-91,12341,Full,687,2,0,1,10,7,9,3,TR,TR,TR,NA,
775,BS813-94,12344,Full,690,1,0,0,0,1,1,28,TR,TR,TR,NA,
776,BS813-94,12344,Full,690,2,0,0,0,0,1,29,TR,TR,TR,NA,
777,BS813-95,12345,Full,691,1,0,0,3,6,11,10,TR,TR,TR,NA,
778,BS813-95,12345,Full,691,2,0,0,0,4,10,16,TR,TR,TR,NA,
779,BS813-99,12349,Full,695,1,0,0,1,2,12,16,TR,TR,TR,NA,
780,BS813-99,12349,Full,695,2,0,0,1,4,13,12,TR,TR,TR,NA,
781,Check 6-Charles,12350,Full,696,1,23,7,0,0,0,0,TR,TR,TR,NA,
782,Check 6-Charles,12350,Full,696,2,26,4,0,0,0,0,TR,TR,TR,NA,
783,BS813-100,12352,Full,697,1,0,1,1,2,5,21,TR,TR,TR,NA,
784,BS813-100,12352,Full,697,2,0,1,2,6,10,10,TR,TR,TR,NA,
785,BS813-101,12353,Full,698,1,0,0,4,7,10,9,TR,TR,TR,NA,
786,BS813-101,12353,Full,698,2,0,0,5,11,8,6,TR,TR,TR,NA,
787,BS813-103,12355,Full,700,1,0,0,0,1,0,28,TR,TR,TR,NA,
788,BS813-103,12355,Full,700,2,0,0,0,0,4,25,TR,TR,TR,NA,
789,BS813-107,12359,Full,702,1,2,9,7,2,0,0,TR,TR,TR,NA,
790,BS813-107,12359,Full,702,2,0,16,10,3,0,1,TR,TR,TR,NA,
791,BS813-110,12362,Full,704,1,0,0,0,1,3,29,TR,TR,TR,NA,
792,BS813-110,12362,Full,704,2,0,0,0,1,4,25,TR,TR,TR,NA,
793,BS813-111,12363,Full,705,1,0,0,3,8,12,6,TR,TR,TR,NA,
794,BS813-111,12363,Full,705,2,0,0,2,6,5,15,TR,TR,TR,NA,
795,BS813-113,12365,Full,707,1,0,1,1,7,10,11,TR,TR,TR,NA,
796,BS813-113,12365,Full,707,2,0,1,2,7,10,8,TR,TR,TR,NA,
797,BS813-115,12367,Full,708,1,0,5,5,3,7,15,TR,TR,TR,NA,
798,BS813-115,12367,Full,708,2,0,0,3,8,6,13,TR,TR,TR,NA,
799,BS813-118,12370,Full,710,1,0,0,5,14,4,7,TR,TR,TR,NA,
800,BS813-118,12370,Full,710,2,0,1,9,13,2,3,TR,TR,TR,NA,
801,BS814-120,12372,Full,712,1,0,0,3,4,3,19,TR,TR,TR,NA,
802,BS814-120,12372,Full,712,2,0,0,3,5,2,20,TR,TR,TR,NA,
803,BS814-121,12373,Full,713,1,0,0,4,10,8,7,TR,TR,TR,NA,
804,BS814-121,12373,Full,713,2,0,0,4,6,6,14,TR,TR,TR,NA,
805,BS814-126,12378,Full,718,1,0,0,1,0,6,19,TR,TR,TR,NA,
806,BS814-126,12378,Full,718,2,0,0,1,1,5,27,TR,TR,TR,NA,
807,BS814-127,12379,Full,719,1,1,5,12,4,5,2,TR,TR,TR,NA,
808,BS814-127,12379,Full,719,2,0,5,11,4,3,4,TR,TR,TR,NA,
809,BS814-130,12382,Full,720,1,0,5,13,5,2,5,TR,TR,TR,NA,
810,BS814-130,12382,Full,720,2,1,9,11,1,1,7,TR,TR,TR,NA,
811,BS814-132,12384,Full,722,1,0,0,2,2,9,18,TR,TR,TR,NA,
812,BS814-132,12384,Full,722,2,0,0,1,3,4,22,TR,TR,TR,NA,
813,BS814-135,12387,Full,724,1,0,8,15,5,1,2,TR,TR,TR,NA,
814,BS814-135,12387,Full,724,2,1,8,16,1,4,0,TR,TR,TR,NA,
815,BS814-138,12390,Full,727,1,0,8,15,5,0,1,TR,TR,TR,NA,
816,BS814-138,12390,Full,727,2,1,6,10,5,4,4,TR,TR,TR,NA,
817,BS814-139,12391,Full,728,1,0,3,2,8,9,5,TR,TR,TR,NA,
818,BS814-139,12391,Full,728,2,0,1,1,8,9,12,TR,TR,TR,NA,
819,BS814-140,12392,Full,729,1,0,1,1,3,5,19,TR,TR,TR,NA,
820,BS814-140,12392,Full,729,2,0,1,7,2,5,14,TR,TR,TR,NA,
821,BS906-7,12399,Full,733,1,0,0,4,7,9,15,TR,TR,TR,NA,
822,BS906-7,12399,Full,733,2,0,0,1,6,10,13,TR,TR,TR,NA,
823,Check 1-Flavia,12400,Full,734,1,1,18,4,3,3,1,TR,TR,TR,NA,
824,Check 1-Flavia,12400,Full,734,2,0,9,16,2,2,1,TR,TR,TR,NA,
825,Check 2-Scala,12401,Full,735,1,0,17,4,5,2,2,TR,TR,TR,NA,
826,Check 2-Scala,12401,Full,735,2,2,11,10,6,6,0,TR,TR,TR,NA,
827,Check 3-DH130926,12402,Full,736,1,0,0,0,5,13,17,TR,TR,TR,NA,
828,Check 3-DH130927,12402,Full,736,2,0,0,0,4,9,17,TR,TR,TR,NA,
829,Check 4-SY Tepee,12403,Full,737,1,0,7,8,8,3,2,TR,TR,TR,NA,
830,Check 4-SY Tepee,12403,Full,737,2,3,11,12,2,3,3,TR,TR,TR,NA,
831,BS906-9,12406,Full,739,1,0,0,6,4,9,11,TR,TR,TR,NA,
832,BS906-9,12406,Full,739,2,0,0,1,7,7,15,TR,TR,TR,NA,
833,BS906-10,12407,Full,740,1,0,0,2,2,9,17,TR,TR,TR,NA,
834,BS906-10,12407,Full,740,2,0,0,1,5,6,18,TR,TR,TR,NA,
835,BS908-12,12409,Full,741,1,1,14,8,3,3,1,TR,TR,TR,NA,
836,BS908-12,12409,Full,741,2,2,16,8,4,2,0,TR,TR,TR,NA,
837,BS908-13,12410,Full,742,1,0,0,0,9,11,10,TR,TR,TR,NA,
838,BS908-13,12410,Full,742,2,0,1,1,12,9,7,TR,TR,TR,NA,
839,BS908-14,12411,Full,743,1,0,0,2,8,15,5,TR,TR,TR,NA,
840,BS908-14,12411,Full,743,2,0,0,0,8,17,5,TR,TR,TR,NA,
841,BS908-16,12413,Full,745,1,0,1,11,7,4,7,TR,TR,TR,NA,
842,BS908-16,12413,Full,745,2,0,0,10,8,9,3,TR,TR,TR,NA,
843,BS908-20,12417,Full,748,1,0,14,13,3,0,0,TR,TR,TR,NA,
844,BS908-20,12417,Full,748,2,0,13,13,2,0,2,TR,TR,TR,NA,
845,BS908-22,12419,Full,750,1,0,3,10,10,7,0,TR,TR,TR,NA,
846,BS908-22,12419,Full,750,2,0,3,7,7,9,4,TR,TR,TR,NA,
847,BS908-25,12422,Full,753,1,0,6,10,7,1,6,TR,TR,TR,NA,
848,BS908-25,12422,Full,753,2,0,4,9,4,4,9,TR,TR,TR,NA,
849,BS908-26,12423,Full,754,1,0,0,11,15,3,1,TR,TR,TR,NA,
850,BS908-26,12423,Full,754,2,0,1,7,12,7,3,TR,TR,TR,NA,
851,BS908-29,12426,Full,756,1,0,1,9,12,3,5,TR,TR,TR,NA,
852,BS908-29,12426,Full,756,2,0,1,8,9,4,8,TR,TR,TR,NA,
853,BS908-30,12427,Full,757,1,0,0,1,3,12,14,TR,TR,TR,NA,
854,BS908-30,12427,Full,757,2,0,1,3,5,9,12,TR,TR,TR,NA,
855,BS911-35,12432,Full,762,1,0,0,11,9,5,5,TR,TR,TR,NA,
856,BS911-35,12432,Full,762,2,0,0,7,10,8,5,TR,TR,TR,NA,
857,BS911-38,12435,Full,763,1,0,3,12,8,3,4,TR,TR,TR,NA,
858,BS911-38,12435,Full,763,2,0,5,12,5,7,1,TR,TR,TR,NA,
859,BS911-41,12438,Full,765,1,0,9,16,2,1,2,TR,TR,TR,NA,
860,BS911-41,12438,Full,765,2,0,8,17,3,1,1,TR,TR,TR,NA,
861,BS911-42,12439,Full,766,1,0,13,6,4,3,4,TR,TR,TR,NA,
862,BS911-42,12439,Full,766,2,2,11,11,4,1,1,TR,TR,TR,NA,
863,BS911-49,12446,Full,770,1,0,7,8,8,2,5,TR,TR,TR,NA,
864,BS911-49,12446,Full,770,2,0,7,13,5,2,3,TR,TR,TR,NA,
865,Check 6-Charles,12450,Full,773,1,21,9,0,0,0,0,TR,TR,TR,NA,
866,Check 6-Charles,12450,Full,773,2,23,7,0,0,0,0,TR,TR,TR,NA,
867,BS911-53,12452,Full,774,1,0,8,8,7,4,3,TR,TR,TR,NA,
868,BS911-53,12452,Full,774,2,0,8,4,11,4,3,TR,TR,TR,NA,
869,BS911-60,12459,Full,777,1,0,0,4,16,5,5,TR,TR,TR,NA,
870,BS911-60,12459,Full,777,2,0,0,7,8,6,9,TR,TR,TR,NA,
871,BS911-63,12462,Full,779,1,3,16,9,2,0,0,TR,TR,TR,NA,
872,BS911-63,12462,Full,779,2,3,15,11,0,1,0,TR,TR,TR,NA,
873,BS911-65,12464,Full,781,1,1,1,4,9,5,10,TR,TR,TR,NA,
874,BS911-65,12464,Full,781,2,0,0,7,7,9,7,TR,TR,TR,NA,
875,BS911-67,12466,Full,783,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
876,BS911-67,12466,Full,783,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
877,BS911-69,12468,Full,784,1,2,16,10,0,1,1,TR,TR,TR,NA,
878,BS911-69,12468,Full,784,2,0,18,9,1,1,1,TR,TR,TR,NA,
879,BS911-71,12470,Full,786,1,0,1,10,11,7,1,TR,TR,TR,NA,
880,BS911-71,12470,Full,786,2,0,1,7,12,8,2,TR,TR,TR,NA,
881,BS911-72,12471,Full,787,1,0,23,7,0,0,0,TR,TR,TR,NA,
882,BS911-72,12471,Full,787,2,2,17,10,0,0,0,TR,TR,TR,NA,
883,BS911-73,12472,Full,788,1,4,23,1,0,0,1,TR,TR,TR,NA,
884,BS911-73,12472,Full,788,2,4,19,3,1,1,2,TR,TR,TR,NA,
885,BS911-77,12476,Full,791,1,0,7,13,4,3,3,TR,TR,TR,NA,
886,BS911-77,12476,Full,791,2,2,6,9,8,5,0,TR,TR,TR,NA,
887,BS911-82,12481,Full,794,1,0,0,1,1,15,13,TR,TR,TR,NA,
888,BS911-82,12481,Full,794,2,0,0,0,3,12,16,TR,TR,TR,NA,
889,BS911-85,12484,Full,797,1,1,20,9,0,0,0,TR,TR,TR,NA,
890,BS911-85,12484,Full,797,2,5,14,11,0,0,0,TR,TR,TR,NA,
891,BS911-86,12485,Full,798,1,0,1,5,9,6,9,TR,TR,TR,NA,
892,BS911-86,12485,Full,798,2,0,0,5,11,8,6,TR,TR,TR,NA,
893,BS911-90,12489,Full,801,1,0,0,5,17,5,3,TR,TR,TR,NA,
894,BS911-90,12489,Full,801,2,0,0,4,17,2,7,TR,TR,TR,NA,
895,BS911-91,12490,Full,802,1,0,0,7,11,8,4,TR,TR,TR,NA,
896,BS911-91,12490,Full,802,2,0,0,5,10,10,5,TR,TR,TR,NA,
897,BS911-94,12493,Full,805,1,1,6,14,6,1,2,TR,TR,TR,NA,
898,BS911-94,12493,Full,805,2,0,4,14,8,2,2,TR,TR,TR,NA,
899,BS911-96,12495,Full,807,1,0,0,9,11,6,4,TR,TR,TR,NA,
900,BS911-96,12495,Full,807,2,0,0,9,9,10,2,TR,TR,TR,NA,
901,BS911-98,12497,Full,809,1,0,0,13,3,4,5,TR,TR,TR,NA,
902,BS911-98,12497,Full,809,2,0,5,5,10,5,5,TR,TR,TR,NA,
903,BS911-99,12498,Full,810,1,0,1,4,11,6,8,TR,TR,TR,NA,
904,BS911-99,12498,Full,810,2,0,1,7,7,3,14,TR,TR,TR,NA,
905,BS911-100,12499,Full,811,1,0,7,17,4,1,1,TR,TR,TR,NA,
906,BS911-100,12499,Full,811,2,0,3,12,10,2,3,TR,TR,TR,NA,
907,Check 1-Flavia,12500,Full,812,1,0,4,18,1,3,4,TR,TR,TR,NA,
908,Check 1-Flavia,12500,Full,812,2,1,10,12,5,0,2,TR,TR,TR,NA,
909,Check 2-Scala,12501,Full,813,1,3,9,15,3,0,0,TR,TR,TR,NA,
910,Check 2-Scala,12501,Full,813,2,4,16,9,0,0,1,TR,TR,TR,NA,
911,Check 3-DH130928,12502,Full,814,1,0,0,0,7,7,16,TR,TR,TR,NA,
912,Check 3-DH130929,12502,Full,814,2,0,2,0,5,10,13,TR,TR,TR,NA,
913,Check 4-SY Tepee,12503,Full,815,1,0,5,11,8,5,1,TR,TR,TR,NA,
914,Check 4-SY Tepee,12503,Full,815,2,2,6,10,3,4,5,TR,TR,TR,NA,
915,BS911-102,12506,Full,817,1,0,4,11,9,4,1,TR,TR,TR,NA,
916,BS911-102,12506,Full,817,2,0,10,9,6,1,4,TR,TR,TR,NA,
917,BS911-103,12507,Full,818,1,1,2,9,10,4,4,TR,TR,TR,NA,
918,BS911-103,12507,Full,818,2,0,5,13,5,4,3,TR,TR,TR,NA,
919,BS911-105,12509,Full,820,1,0,1,12,9,6,2,TR,TR,TR,NA,
920,BS911-105,12509,Full,820,2,0,5,6,14,3,3,TR,TR,TR,NA,
921,BS911-106,12510,Full,821,1,0,0,11,11,7,1,TR,TR,TR,NA,
922,BS911-106,12510,Full,821,2,0,2,9,10,6,3,TR,TR,TR,NA,
923,BS911-107,12511,Full,822,1,1,22,3,2,1,1,TR,TR,TR,NA,
924,BS911-107,12511,Full,822,2,1,15,8,0,2,4,TR,TR,TR,NA,
925,BS911-108,12512,Full,823,1,0,17,7,0,2,4,TR,TR,TR,NA,
926,BS911-108,12512,Full,823,2,0,13,10,7,0,0,TR,TR,TR,NA,
927,BS911-112,12516,Full,826,1,0,0,2,8,6,14,TR,TR,TR,NA,
928,BS911-112,12516,Full,826,2,0,3,2,1,5,19,TR,TR,TR,NA,
929,BS911-117,12521,Full,831,1,2,6,9,10,2,1,TR,TR,TR,NA,
930,BS911-117,12521,Full,831,2,1,4,10,10,2,3,TR,TR,TR,NA,
931,BS911-118,12522,Full,832,1,0,0,0,8,6,16,TR,TR,TR,NA,
932,BS911-118,12522,Full,832,2,0,0,2,6,3,19,TR,TR,TR,NA,
933,BS911-119,12523,Full,833,1,0,9,21,0,0,0,TR,TR,TR,NA,
934,BS911-119,12523,Full,833,2,0,7,17,3,0,3,TR,TR,TR,NA,
935,BS911-120,12524,Full,834,1,0,7,19,1,1,2,TR,TR,TR,NA,
936,BS911-120,12524,Full,834,2,0,13,14,1,1,1,TR,TR,TR,NA,
937,BS911-122,12526,Full,836,1,0,0,3,9,6,13,TR,TR,TR,NA,
938,BS911-122,12526,Full,836,2,0,0,5,3,8,14,TR,TR,TR,NA,
939,BS911-123,12527,Full,837,1,0,6,10,8,4,2,TR,TR,TR,NA,
940,BS911-123,12527,Full,837,2,0,2,14,7,6,1,TR,TR,TR,NA,
941,BS911-124,12528,Full,838,1,0,3,13,9,4,1,TR,TR,TR,NA,
942,BS911-124,12528,Full,838,2,0,4,6,12,3,5,TR,TR,TR,NA,
943,BS911-125,12529,Full,839,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
944,BS911-125,12529,Full,839,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
945,BS911-126,12530,Full,840,1,0,3,10,11,5,1,TR,TR,TR,NA,
946,BS911-126,12530,Full,840,2,0,1,9,7,8,5,TR,TR,TR,NA,
947,BS912-129,12533,Full,843,1,0,1,2,3,5,19,TR,TR,TR,NA,
948,BS912-129,12533,Full,843,2,0,0,2,3,3,23,TR,TR,TR,NA,
949,BS912-131,12535,Full,845,1,0,0,4,10,7,9,TR,TR,TR,NA,
950,BS912-131,12535,Full,845,2,0,1,3,11,9,6,TR,TR,TR,NA,
951,BS912-134,12538,Full,847,1,0,0,2,6,8,14,TR,TR,TR,NA,
952,BS912-134,12538,Full,847,2,0,1,2,7,10,10,TR,TR,TR,NA,
953,BS912-135,12539,Full,848,1,0,1,5,9,1,14,TR,TR,TR,NA,
954,BS912-135,12539,Full,848,2,0,0,7,6,9,8,TR,TR,TR,NA,
955,BS912-136,12540,Full,849,1,12,11,6,1,0,0,TR,TR,TR,NA,
956,BS912-136,12540,Full,849,2,9,15,5,1,0,0,TR,TR,TR,NA,
957,BS912-138,12542,Full,850,1,7,22,0,1,1,0,TR,TR,TR,NA,
958,BS912-138,12542,Full,850,2,9,19,2,0,0,0,TR,TR,TR,NA,
959,Check 6-Charles,12543,Full,851,1,20,10,0,0,0,0,TR,TR,TR,NA,
960,Check 6-Charles,12543,Full,851,2,21,9,0,0,0,0,TR,TR,TR,NA,
961,BBBdormSNLine,SN,Check,852,1,19,9,1,0,0,1,DS,KK,KK,1,
