,Entry,PLOT,Full_sample,Check,Sample_ID,replication,Day1Germ,Day2Germ,Day3Germ,Day4Germ,Day5Germ,kernels_remaining,Mold_kern,Cooler,note,Year,Location,Timepoint,PM_at_plating,Experiment
698,BS811-32,12277,Full,B,632,2,0,0,0,3,3,24,NA,,,2020,Ketola 5,1,5,Winter DH Germination
699,BS811-36,12281,Full,B,634,1,0,0,6,7,9,8,NA,,,2020,Ketola 5,1,5,Winter DH Germination
700,BS811-36,12281,Full,B,634,2,0,0,4,7,14,5,NA,,,2020,Ketola 5,1,5,Winter DH Germination
701,BS811-39,12284,Full,B,636,1,0,3,6,2,11,8,NA,,,2020,Ketola 5,1,5,Winter DH Germination
702,BS811-39,12284,Full,B,636,2,0,2,6,6,12,4,NA,,,2020,Ketola 5,1,5,Winter DH Germination
703,BS811-40,12285,Full,B,637,1,0,0,5,3,7,15,NA,,,2020,Ketola 5,1,5,Winter DH Germination
704,BS811-40,12285,Full,B,637,2,0,0,0,5,12,13,NA,,,2020,Ketola 5,1,5,Winter DH Germination
706,BS811-42,12287,Full,B,639,2,0,0,0,0,4,26,NA,,,2020,Ketola 5,1,5,Winter DH Germination
705,BS811-42,12287,Full,B,639,1,0,0,0,2,6,22,NA,,,2020,Ketola 5,1,5,Winter DH Germination
708,BS811-43,12288,Full,B,640,2,0,1,1,5,10,13,NA,,,2020,Ketola 5,1,5,Winter DH Germination
707,BS811-43,12288,Full,B,640,1,0,0,4,8,4,14,NA,,,2020,Ketola 5,1,5,Winter DH Germination
709,BS812-45,12290,Full,B,642,1,0,5,15,6,4,0,NA,,,2020,Ketola 5,1,5,Winter DH Germination
710,BS812-45,12290,Full,B,642,2,0,4,13,9,3,1,NA,,,2020,Ketola 5,1,5,Winter DH Germination
712,BS812-46,12291,Full,B,643,2,0,5,15,5,3,3,NA,,,2020,Ketola 5,1,5,Winter DH Germination
711,BS812-46,12291,Full,B,643,1,0,7,10,6,3,4,NA,,,2020,Ketola 5,1,5,Winter DH Germination
713,BS812-47,12292,Full,B,644,1,0,0,0,1,6,23,NA,,,2020,Ketola 5,1,5,Winter DH Germination
714,BS812-47,12292,Full,B,644,2,0,0,0,2,8,20,NA,,,2020,Ketola 5,1,5,Winter DH Germination
715,BS812-48,12293,Full,B,645,1,0,0,3,9,13,6,NA,,,2020,Ketola 5,1,5,Winter DH Germination
716,BS812-48,12293,Full,B,645,2,0,0,2,12,14,2,NA,,,2020,Ketola 5,1,5,Winter DH Germination
718,BS812-49,12294,Full,B,646,2,0,16,9,2,2,1,NA,,,2020,Ketola 5,1,5,Winter DH Germination
717,BS812-49,12294,Full,B,646,1,1,10,13,5,1,0,NA,,,2020,Ketola 5,1,5,Winter DH Germination
719,BS812-52,12297,Full,B,648,1,0,0,1,4,4,20,NA,,,2020,Ketola 5,1,5,Winter DH Germination
720,BS812-52,12297,Full,B,648,2,0,0,2,5,12,11,NA,,,2020,Ketola 5,1,5,Winter DH Germination
722,BS812-54,12299,Full,B,650,2,0,0,0,1,7,22,NA,,,2020,Ketola 5,1,5,Winter DH Germination
721,BS812-54,12299,Full,B,650,1,0,0,1,2,6,21,NA,,,2020,Ketola 5,1,5,Winter DH Germination
723,Check 1-Flavia,12300,Full,B,651,1,0,9,12,2,3,4,NA,,,2020,Ketola 5,1,5,Winter DH Germination
724,Check 1-Flavia,12300,Full,B,651,2,0,9,8,7,2,4,NA,,,2020,Ketola 5,1,5,Winter DH Germination
726,Check 2-Scala,12301,Full,C,652,2,5,16,5,1,2,1,NA,,,2020,Ketola 5,1,5,Winter DH Germination
725,Check 2-Scala,12301,Full,C,652,1,4,11,8,3,2,2,NA,,,2020,Ketola 5,1,5,Winter DH Germination
727,Check 3-DH130924,12302,Full,C,653,1,0,0,0,2,12,16,NA,,,2020,Ketola 5,1,5,Winter DH Germination
728,Check 3-DH130925,12302,Full,C,653,2,0,0,1,2,8,19,NA,,,2020,Ketola 5,1,5,Winter DH Germination
730,Check 4-SY Tepee,12303,Full,C,654,2,3,13,8,1,4,1,NA,,,2020,Ketola 5,1,5,Winter DH Germination
729,Check 4-SY Tepee,12303,Full,C,654,1,1,14,9,4,1,1,NA,,,2020,Ketola 5,1,5,Winter DH Germination
732,BS812-57,12307,Full,B,657,2,0,0,3,9,5,13,NA,,,2020,Ketola 5,1,5,Winter DH Germination
731,BS812-57,12307,Full,B,657,1,0,1,1,11,12,5,NA,,,2020,Ketola 5,1,5,Winter DH Germination
733,BS812-59,12309,Full,B,659,1,0,5,11,4,5,5,NA,,,2020,Ketola 5,1,5,Winter DH Germination
734,BS812-59,12309,Full,B,659,2,0,4,6,5,5,11,NA,,,2020,Ketola 5,1,5,Winter DH Germination
736,BS812-61,12311,Full,B,661,2,0,2,11,9,2,6,NA,,,2020,Ketola 5,1,5,Winter DH Germination
735,BS812-61,12311,Full,B,661,1,0,3,5,12,8,2,NA,,,2020,Ketola 5,1,5,Winter DH Germination
737,BS812-63,12313,Full,B,663,1,0,0,1,1,2,26,NA,,,2020,Ketola 5,1,5,Winter DH Germination
738,BS812-63,12313,Full,B,663,2,0,0,1,1,5,23,NA,,,2020,Ketola 5,1,5,Winter DH Germination
739,BS812-65,12315,Full,B,664,1,0,0,0,0,5,25,NA,,,2020,Ketola 5,1,5,Winter DH Germination
740,BS812-65,12315,Full,B,664,2,0,0,0,0,4,26,NA,,,2020,Ketola 5,1,5,Winter DH Germination
741,BS812-66,12316,Full,B,665,1,0,1,3,5,7,14,NA,,,2020,Ketola 5,1,5,Winter DH Germination
742,BS812-66,12316,Full,B,665,2,0,0,1,6,10,13,NA,,,2020,Ketola 5,1,5,Winter DH Germination
743,BS812-67,12317,Full,B,666,1,0,0,0,2,3,25,NA,,,2020,Ketola 5,1,5,Winter DH Germination
744,BS812-67,12317,Full,B,666,2,0,0,0,6,6,19,NA,,,2020,Ketola 5,1,5,Winter DH Germination
745,BS812-68,12318,Full,B,667,1,0,0,0,2,7,21,NA,,,2020,Ketola 5,1,5,Winter DH Germination
746,BS812-68,12318,Full,B,667,2,0,0,0,3,8,19,NA,,,2020,Ketola 5,1,5,Winter DH Germination
747,BS812-69,12319,Full,B,668,1,0,0,2,0,5,23,NA,,,2020,Ketola 5,1,5,Winter DH Germination
748,BS812-69,12319,Full,B,668,2,0,0,0,2,4,24,NA,,,2020,Ketola 5,1,5,Winter DH Germination
750,BS812-70,12320,Full,B,669,2,0,0,0,2,5,23,NA,,,2020,Ketola 5,1,5,Winter DH Germination
749,BS812-70,12320,Full,B,669,1,0,0,0,6,7,17,NA,,,2020,Ketola 5,1,5,Winter DH Germination
751,BS812-71,12321,Full,B,670,1,0,0,1,2,10,17,NA,,,2020,Ketola 5,1,5,Winter DH Germination
752,BS812-71,12321,Full,B,670,2,0,0,1,5,7,17,NA,,,2020,Ketola 5,1,5,Winter DH Germination
754,BS812-73,12323,Full,B,672,2,0,1,6,4,9,10,NA,,,2020,Ketola 5,1,5,Winter DH Germination
753,BS812-73,12323,Full,B,672,1,0,1,3,6,6,14,NA,,,2020,Ketola 5,1,5,Winter DH Germination
755,BS812-76,12326,Full,B,674,1,0,1,3,0,6,20,NA,,,2020,Ketola 5,1,5,Winter DH Germination
756,BS812-76,12326,Full,B,674,2,0,0,3,6,7,14,NA,,,2020,Ketola 5,1,5,Winter DH Germination
758,BS812-77,12327,Full,B,675,2,0,6,16,7,0,1,NA,,,2020,Ketola 5,1,5,Winter DH Germination
757,BS812-77,12327,Full,B,675,1,0,15,6,9,0,1,NA,,,2020,Ketola 5,1,5,Winter DH Germination
759,BS812-78,12328,Full,B,676,1,0,0,0,0,0,30,NA,,,2020,Ketola 5,1,5,Winter DH Germination
760,BS812-78,12328,Full,B,676,2,0,0,0,0,0,30,NA,,,2020,Ketola 5,1,5,Winter DH Germination
761,BS812-79,12329,Full,B,677,1,0,0,0,0,5,25,NA,,,2020,Ketola 5,1,5,Winter DH Germination
762,BS812-79,12329,Full,B,677,2,0,0,0,0,6,24,NA,,,2020,Ketola 5,1,5,Winter DH Germination
764,BS812-80,12330,Full,B,678,2,0,4,12,8,3,4,NA,,,2020,Ketola 5,1,5,Winter DH Germination
763,BS812-80,12330,Full,B,678,1,0,6,10,10,3,0,NA,,,2020,Ketola 5,1,5,Winter DH Germination
765,BS812-81,12331,Full,B,679,1,0,9,11,4,4,2,NA,,,2020,Ketola 5,1,5,Winter DH Germination
766,BS812-81,12331,Full,B,679,2,0,11,8,5,5,1,NA,,,2020,Ketola 5,1,5,Winter DH Germination
768,BS813-86,12336,Full,B,683,2,0,2,8,6,10,4,NA,,,2020,Ketola 5,1,5,Winter DH Germination
767,BS813-86,12336,Full,B,683,1,0,4,5,11,4,6,NA,,,2020,Ketola 5,1,5,Winter DH Germination
769,BS813-88,12338,Full,B,685,1,0,0,2,5,11,12,NA,,,2020,Ketola 5,1,5,Winter DH Germination
770,BS813-88,12338,Full,B,685,2,0,3,2,6,7,12,NA,,,2020,Ketola 5,1,5,Winter DH Germination
771,BS813-90,12340,Full,B,686,1,0,11,4,4,5,6,NA,,,2020,Ketola 5,1,5,Winter DH Germination
772,BS813-90,12340,Full,B,686,2,2,3,11,8,5,1,NA,,,2020,Ketola 5,1,5,Winter DH Germination
774,BS813-91,12341,Full,B,687,2,0,1,10,7,9,3,NA,,,2020,Ketola 5,1,5,Winter DH Germination
773,BS813-91,12341,Full,B,687,1,0,3,5,10,10,2,NA,,,2020,Ketola 5,1,5,Winter DH Germination
776,BS813-94,12344,Full,B,690,2,0,0,0,0,1,29,NA,,,2020,Ketola 5,1,5,Winter DH Germination
775,BS813-94,12344,Full,B,690,1,0,0,0,1,1,28,NA,,,2020,Ketola 5,1,5,Winter DH Germination
778,BS813-95,12345,Full,B,691,2,0,0,0,4,10,16,NA,,,2020,Ketola 5,1,5,Winter DH Germination
777,BS813-95,12345,Full,B,691,1,0,0,3,6,11,10,NA,,,2020,Ketola 5,1,5,Winter DH Germination
779,BS813-99,12349,Full,B,695,1,0,0,1,2,12,16,NA,,,2020,Ketola 5,1,5,Winter DH Germination
780,BS813-99,12349,Full,B,695,2,0,0,1,4,13,12,NA,,,2020,Ketola 5,1,5,Winter DH Germination
781,Check 6-Charles,12350,Full,C,696,1,23,7,0,0,0,0,NA,,,2020,Ketola 5,1,5,Winter DH Germination
782,Check 6-Charles,12350,Full,C,696,2,26,4,0,0,0,0,NA,,,2020,Ketola 5,1,5,Winter DH Germination
783,BS813-100,12352,Full,B,697,1,0,1,1,2,5,21,NA,,,2020,Ketola 5,1,5,Winter DH Germination
784,BS813-100,12352,Full,B,697,2,0,1,2,6,10,10,NA,,,2020,Ketola 5,1,5,Winter DH Germination
785,BS813-101,12353,Full,B,698,1,0,0,4,7,10,9,NA,,,2020,Ketola 5,1,5,Winter DH Germination
786,BS813-101,12353,Full,B,698,2,0,0,5,11,8,6,NA,,,2020,Ketola 5,1,5,Winter DH Germination
788,BS813-103,12355,Full,B,700,2,0,0,0,0,4,25,NA,,,2020,Ketola 5,1,5,Winter DH Germination
787,BS813-103,12355,Full,B,700,1,0,0,0,1,0,28,NA,,,2020,Ketola 5,1,5,Winter DH Germination
789,BS813-107,12359,Full,B,702,1,2,9,7,2,0,0,NA,,,2020,Ketola 5,1,5,Winter DH Germination
790,BS813-107,12359,Full,B,702,2,0,16,10,3,0,1,NA,,,2020,Ketola 5,1,5,Winter DH Germination
791,BS813-110,12362,Full,B,704,1,0,0,0,1,3,29,NA,,,2020,Ketola 5,1,5,Winter DH Germination
792,BS813-110,12362,Full,B,704,2,0,0,0,1,4,25,NA,,,2020,Ketola 5,1,5,Winter DH Germination
794,BS813-111,12363,Full,B,705,2,0,0,2,6,5,15,NA,,,2020,Ketola 5,1,5,Winter DH Germination
793,BS813-111,12363,Full,B,705,1,0,0,3,8,12,6,NA,,,2020,Ketola 5,1,5,Winter DH Germination
795,BS813-113,12365,Full,B,707,1,0,1,1,7,10,11,NA,,,2020,Ketola 5,1,5,Winter DH Germination
796,BS813-113,12365,Full,B,707,2,0,1,2,7,10,8,NA,,,2020,Ketola 5,1,5,Winter DH Germination
797,BS813-115,12367,Full,B,708,1,0,5,5,3,7,15,NA,,,2020,Ketola 5,1,5,Winter DH Germination
798,BS813-115,12367,Full,B,708,2,0,0,3,8,6,13,NA,,,2020,Ketola 5,1,5,Winter DH Germination
800,BS813-118,12370,Full,B,710,2,0,1,9,13,2,3,NA,,,2020,Ketola 5,1,5,Winter DH Germination
799,BS813-118,12370,Full,B,710,1,0,0,5,14,4,7,NA,,,2020,Ketola 5,1,5,Winter DH Germination
801,BS814-120,12372,Full,B,712,1,0,0,3,4,3,19,NA,,,2020,Ketola 5,1,5,Winter DH Germination
802,BS814-120,12372,Full,B,712,2,0,0,3,5,2,20,NA,,,2020,Ketola 5,1,5,Winter DH Germination
804,BS814-121,12373,Full,B,713,2,0,0,4,6,6,14,NA,,,2020,Ketola 5,1,5,Winter DH Germination
803,BS814-121,12373,Full,B,713,1,0,0,4,10,8,7,NA,,,2020,Ketola 5,1,5,Winter DH Germination
805,BS814-126,12378,Full,B,718,1,0,0,1,0,6,19,NA,,,2020,Ketola 5,1,5,Winter DH Germination
806,BS814-126,12378,Full,B,718,2,0,0,1,1,5,27,NA,,,2020,Ketola 5,1,5,Winter DH Germination
807,BS814-127,12379,Full,B,719,1,1,5,12,4,5,2,NA,,,2020,Ketola 5,1,5,Winter DH Germination
808,BS814-127,12379,Full,B,719,2,0,5,11,4,3,4,NA,,,2020,Ketola 5,1,5,Winter DH Germination
810,BS814-130,12382,Full,B,720,2,1,9,11,1,1,7,NA,,,2020,Ketola 5,1,5,Winter DH Germination
809,BS814-130,12382,Full,B,720,1,0,5,13,5,2,5,NA,,,2020,Ketola 5,1,5,Winter DH Germination
811,BS814-132,12384,Full,B,722,1,0,0,2,2,9,18,NA,,,2020,Ketola 5,1,5,Winter DH Germination
812,BS814-132,12384,Full,B,722,2,0,0,1,3,4,22,NA,,,2020,Ketola 5,1,5,Winter DH Germination
814,BS814-135,12387,Full,B,724,2,1,8,16,1,4,0,NA,,,2020,Ketola 5,1,5,Winter DH Germination
813,BS814-135,12387,Full,B,724,1,0,8,15,5,1,2,NA,,,2020,Ketola 5,1,5,Winter DH Germination
815,BS814-138,12390,Full,B,727,1,0,8,15,5,0,1,NA,,,2020,Ketola 5,1,5,Winter DH Germination
816,BS814-138,12390,Full,B,727,2,1,6,10,5,4,4,NA,,,2020,Ketola 5,1,5,Winter DH Germination
817,BS814-139,12391,Full,B,728,1,0,3,2,8,9,5,NA,,,2020,Ketola 5,1,5,Winter DH Germination
818,BS814-139,12391,Full,B,728,2,0,1,1,8,9,12,NA,,,2020,Ketola 5,1,5,Winter DH Germination
820,BS814-140,12392,Full,B,729,2,0,1,7,2,5,14,NA,,,2020,Ketola 5,1,5,Winter DH Germination
819,BS814-140,12392,Full,B,729,1,0,1,1,3,5,19,NA,,,2020,Ketola 5,1,5,Winter DH Germination
822,BS906-7,12399,Full,B,733,2,0,0,1,6,10,13,NA,,,2020,Ketola 5,1,5,Winter DH Germination
821,BS906-7,12399,Full,B,733,1,0,0,4,7,9,15,NA,,,2020,Ketola 5,1,5,Winter DH Germination
824,Check 1-Flavia,12400,Full,B,734,2,0,9,16,2,2,1,NA,,,2020,Ketola 5,1,5,Winter DH Germination
823,Check 1-Flavia,12400,Full,B,734,1,1,18,4,3,3,1,NA,,,2020,Ketola 5,1,5,Winter DH Germination
825,Check 2-Scala,12401,Full,C,735,1,0,17,4,5,2,2,NA,,,2020,Ketola 5,1,5,Winter DH Germination
826,Check 2-Scala,12401,Full,C,735,2,2,11,10,6,6,0,NA,,,2020,Ketola 5,1,5,Winter DH Germination
828,Check 3-DH130927,12402,Full,C,736,2,0,0,0,4,9,17,NA,,,2020,Ketola 5,1,5,Winter DH Germination
827,Check 3-DH130926,12402,Full,C,736,1,0,0,0,5,13,17,NA,,,2020,Ketola 5,1,5,Winter DH Germination
830,Check 4-SY Tepee,12403,Full,C,737,2,3,11,12,2,3,3,NA,,,2020,Ketola 5,1,5,Winter DH Germination
829,Check 4-SY Tepee,12403,Full,C,737,1,0,7,8,8,3,2,NA,,,2020,Ketola 5,1,5,Winter DH Germination
831,BS906-9,12406,Full,B,739,1,0,0,6,4,9,11,NA,,,2020,Ketola 5,1,5,Winter DH Germination
832,BS906-9,12406,Full,B,739,2,0,0,1,7,7,15,NA,,,2020,Ketola 5,1,5,Winter DH Germination
833,BS906-10,12407,Full,B,740,1,0,0,2,2,9,17,NA,,,2020,Ketola 5,1,5,Winter DH Germination
834,BS906-10,12407,Full,B,740,2,0,0,1,5,6,18,NA,,,2020,Ketola 5,1,5,Winter DH Germination
835,BS908-12,12409,Full,B,741,1,1,14,8,3,3,1,NA,,,2020,Ketola 5,1,5,Winter DH Germination
836,BS908-12,12409,Full,B,741,2,2,16,8,4,2,0,NA,,,2020,Ketola 5,1,5,Winter DH Germination
837,BS908-13,12410,Full,B,742,1,0,0,0,9,11,10,NA,,,2020,Ketola 5,1,5,Winter DH Germination
838,BS908-13,12410,Full,B,742,2,0,1,1,12,9,7,NA,,,2020,Ketola 5,1,5,Winter DH Germination
839,BS908-14,12411,Full,B,743,1,0,0,2,8,15,5,NA,,,2020,Ketola 5,1,5,Winter DH Germination
840,BS908-14,12411,Full,B,743,2,0,0,0,8,17,5,NA,,,2020,Ketola 5,1,5,Winter DH Germination
841,BS908-16,12413,Full,B,745,1,0,1,11,7,4,7,NA,,,2020,Ketola 5,1,5,Winter DH Germination
842,BS908-16,12413,Full,B,745,2,0,0,10,8,9,3,NA,,,2020,Ketola 5,1,5,Winter DH Germination
844,BS908-20,12417,Full,B,748,2,0,13,13,2,0,2,NA,,,2020,Ketola 5,1,5,Winter DH Germination
843,BS908-20,12417,Full,B,748,1,0,14,13,3,0,0,NA,,,2020,Ketola 5,1,5,Winter DH Germination
846,BS908-22,12419,Full,B,750,2,0,3,7,7,9,4,NA,,,2020,Ketola 5,1,5,Winter DH Germination
845,BS908-22,12419,Full,B,750,1,0,3,10,10,7,0,NA,,,2020,Ketola 5,1,5,Winter DH Germination
848,BS908-25,12422,Full,B,753,2,0,4,9,4,4,9,NA,,,2020,Ketola 5,1,5,Winter DH Germination
847,BS908-25,12422,Full,B,753,1,0,6,10,7,1,6,NA,,,2020,Ketola 5,1,5,Winter DH Germination
850,BS908-26,12423,Full,B,754,2,0,1,7,12,7,3,NA,,,2020,Ketola 5,1,5,Winter DH Germination
849,BS908-26,12423,Full,B,754,1,0,0,11,15,3,1,NA,,,2020,Ketola 5,1,5,Winter DH Germination
852,BS908-29,12426,Full,B,756,2,0,1,8,9,4,8,NA,,,2020,Ketola 5,1,5,Winter DH Germination
851,BS908-29,12426,Full,B,756,1,0,1,9,12,3,5,NA,,,2020,Ketola 5,1,5,Winter DH Germination
853,BS908-30,12427,Full,B,757,1,0,0,1,3,12,14,NA,,,2020,Ketola 5,1,5,Winter DH Germination
854,BS908-30,12427,Full,B,757,2,0,1,3,5,9,12,NA,,,2020,Ketola 5,1,5,Winter DH Germination
855,BS911-35,12432,Full,B,762,1,0,0,11,9,5,5,NA,,,2020,Ketola 5,1,5,Winter DH Germination
856,BS911-35,12432,Full,B,762,2,0,0,7,10,8,5,NA,,,2020,Ketola 5,1,5,Winter DH Germination
858,BS911-38,12435,Full,B,763,2,0,5,12,5,7,1,NA,,,2020,Ketola 5,1,5,Winter DH Germination
857,BS911-38,12435,Full,B,763,1,0,3,12,8,3,4,NA,,,2020,Ketola 5,1,5,Winter DH Germination
859,BS911-41,12438,Full,B,765,1,0,9,16,2,1,2,NA,,,2020,Ketola 5,1,5,Winter DH Germination
860,BS911-41,12438,Full,B,765,2,0,8,17,3,1,1,NA,,,2020,Ketola 5,1,5,Winter DH Germination
861,BS911-42,12439,Full,B,766,1,0,13,6,4,3,4,NA,,,2020,Ketola 5,1,5,Winter DH Germination
862,BS911-42,12439,Full,B,766,2,2,11,11,4,1,1,NA,,,2020,Ketola 5,1,5,Winter DH Germination
864,BS911-49,12446,Full,B,770,2,0,7,13,5,2,3,NA,,,2020,Ketola 5,1,5,Winter DH Germination
863,BS911-49,12446,Full,B,770,1,0,7,8,8,2,5,NA,,,2020,Ketola 5,1,5,Winter DH Germination
865,Check 6-Charles,12450,Full,C,773,1,21,9,0,0,0,0,NA,,,2020,Ketola 5,1,5,Winter DH Germination
866,Check 6-Charles,12450,Full,C,773,2,23,7,0,0,0,0,NA,,,2020,Ketola 5,1,5,Winter DH Germination
867,BS911-53,12452,Full,B,774,1,0,8,8,7,4,3,NA,,,2020,Ketola 5,1,5,Winter DH Germination
868,BS911-53,12452,Full,B,774,2,0,8,4,11,4,3,NA,,,2020,Ketola 5,1,5,Winter DH Germination
870,BS911-60,12459,Full,B,777,2,0,0,7,8,6,9,NA,,,2020,Ketola 5,1,5,Winter DH Germination
869,BS911-60,12459,Full,B,777,1,0,0,4,16,5,5,NA,,,2020,Ketola 5,1,5,Winter DH Germination
872,BS911-63,12462,Full,B,779,2,3,15,11,0,1,0,NA,,,2020,Ketola 5,1,5,Winter DH Germination
871,BS911-63,12462,Full,B,779,1,3,16,9,2,0,0,NA,,,2020,Ketola 5,1,5,Winter DH Germination
874,BS911-65,12464,Full,B,781,2,0,0,7,7,9,7,NA,,,2020,Ketola 5,1,5,Winter DH Germination
873,BS911-65,12464,Full,B,781,1,1,1,4,9,5,10,NA,,,2020,Ketola 5,1,5,Winter DH Germination
875,BS911-67,12466,Full,B,783,1,NA,NA,NA,NA,NA,NA,NA,,,2020,Ketola 5,1,5,Winter DH Germination
876,BS911-67,12466,Full,B,783,2,NA,NA,NA,NA,NA,NA,NA,,,2020,Ketola 5,1,5,Winter DH Germination
877,BS911-69,12468,Full,B,784,1,2,16,10,0,1,1,NA,,,2020,Ketola 5,1,5,Winter DH Germination
878,BS911-69,12468,Full,B,784,2,0,18,9,1,1,1,NA,,,2020,Ketola 5,1,5,Winter DH Germination
879,BS911-71,12470,Full,B,786,1,0,1,10,11,7,1,NA,,,2020,Ketola 5,1,5,Winter DH Germination
880,BS911-71,12470,Full,B,786,2,0,1,7,12,8,2,NA,,,2020,Ketola 5,1,5,Winter DH Germination
881,BS911-72,12471,Full,B,787,1,0,23,7,0,0,0,NA,,,2020,Ketola 5,1,5,Winter DH Germination
882,BS911-72,12471,Full,B,787,2,2,17,10,0,0,0,NA,,,2020,Ketola 5,1,5,Winter DH Germination
883,BS911-73,12472,Full,B,788,1,4,23,1,0,0,1,NA,,,2020,Ketola 5,1,5,Winter DH Germination
884,BS911-73,12472,Full,B,788,2,4,19,3,1,1,2,NA,,,2020,Ketola 5,1,5,Winter DH Germination
885,BS911-77,12476,Full,B,791,1,0,7,13,4,3,3,NA,,,2020,Ketola 5,1,5,Winter DH Germination
886,BS911-77,12476,Full,B,791,2,2,6,9,8,5,0,NA,,,2020,Ketola 5,1,5,Winter DH Germination
887,BS911-82,12481,Full,B,794,1,0,0,1,1,15,13,NA,,,2020,Ketola 5,1,5,Winter DH Germination
888,BS911-82,12481,Full,B,794,2,0,0,0,3,12,16,NA,,,2020,Ketola 5,1,5,Winter DH Germination
889,BS911-85,12484,Full,B,797,1,1,20,9,0,0,0,NA,,,2020,Ketola 5,1,5,Winter DH Germination
890,BS911-85,12484,Full,B,797,2,5,14,11,0,0,0,NA,,,2020,Ketola 5,1,5,Winter DH Germination
891,BS911-86,12485,Full,B,798,1,0,1,5,9,6,9,NA,,,2020,Ketola 5,1,5,Winter DH Germination
892,BS911-86,12485,Full,B,798,2,0,0,5,11,8,6,NA,,,2020,Ketola 5,1,5,Winter DH Germination
893,BS911-90,12489,Full,B,801,1,0,0,5,17,5,3,NA,,,2020,Ketola 5,1,5,Winter DH Germination
894,BS911-90,12489,Full,B,801,2,0,0,4,17,2,7,NA,,,2020,Ketola 5,1,5,Winter DH Germination
896,BS911-91,12490,Full,B,802,2,0,0,5,10,10,5,NA,,,2020,Ketola 5,1,5,Winter DH Germination
895,BS911-91,12490,Full,B,802,1,0,0,7,11,8,4,NA,,,2020,Ketola 5,1,5,Winter DH Germination
897,BS911-94,12493,Full,B,805,1,1,6,14,6,1,2,NA,,,2020,Ketola 5,1,5,Winter DH Germination
898,BS911-94,12493,Full,B,805,2,0,4,14,8,2,2,NA,,,2020,Ketola 5,1,5,Winter DH Germination
900,BS911-96,12495,Full,B,807,2,0,0,9,9,10,2,NA,,,2020,Ketola 5,1,5,Winter DH Germination
899,BS911-96,12495,Full,B,807,1,0,0,9,11,6,4,NA,,,2020,Ketola 5,1,5,Winter DH Germination
901,BS911-98,12497,Full,B,809,1,0,0,13,3,4,5,NA,,,2020,Ketola 5,1,5,Winter DH Germination
902,BS911-98,12497,Full,B,809,2,0,5,5,10,5,5,NA,,,2020,Ketola 5,1,5,Winter DH Germination
904,BS911-99,12498,Full,B,810,2,0,1,7,7,3,14,NA,,,2020,Ketola 5,1,5,Winter DH Germination
903,BS911-99,12498,Full,B,810,1,0,1,4,11,6,8,NA,,,2020,Ketola 5,1,5,Winter DH Germination
905,BS911-100,12499,Full,B,811,1,0,7,17,4,1,1,NA,,,2020,Ketola 5,1,5,Winter DH Germination
906,BS911-100,12499,Full,B,811,2,0,3,12,10,2,3,NA,,,2020,Ketola 5,1,5,Winter DH Germination
907,Check 1-Flavia,12500,Full,B,812,1,0,4,18,1,3,4,NA,,,2020,Ketola 5,1,5,Winter DH Germination
908,Check 1-Flavia,12500,Full,B,812,2,1,10,12,5,0,2,NA,,,2020,Ketola 5,1,5,Winter DH Germination
910,Check 2-Scala,12501,Full,C,813,2,4,16,9,0,0,1,NA,,,2020,Ketola 5,1,5,Winter DH Germination
909,Check 2-Scala,12501,Full,C,813,1,3,9,15,3,0,0,NA,,,2020,Ketola 5,1,5,Winter DH Germination
912,Check 3-DH130929,12502,Full,C,814,2,0,2,0,5,10,13,NA,,,2020,Ketola 5,1,5,Winter DH Germination
911,Check 3-DH130928,12502,Full,C,814,1,0,0,0,7,7,16,NA,,,2020,Ketola 5,1,5,Winter DH Germination
914,Check 4-SY Tepee,12503,Full,C,815,2,2,6,10,3,4,5,NA,,,2020,Ketola 5,1,5,Winter DH Germination
913,Check 4-SY Tepee,12503,Full,C,815,1,0,5,11,8,5,1,NA,,,2020,Ketola 5,1,5,Winter DH Germination
916,BS911-102,12506,Full,B,817,2,0,10,9,6,1,4,NA,,,2020,Ketola 5,1,5,Winter DH Germination
915,BS911-102,12506,Full,B,817,1,0,4,11,9,4,1,NA,,,2020,Ketola 5,1,5,Winter DH Germination
918,BS911-103,12507,Full,B,818,2,0,5,13,5,4,3,NA,,,2020,Ketola 5,1,5,Winter DH Germination
917,BS911-103,12507,Full,B,818,1,1,2,9,10,4,4,NA,,,2020,Ketola 5,1,5,Winter DH Germination
919,BS911-105,12509,Full,B,820,1,0,1,12,9,6,2,NA,,,2020,Ketola 5,1,5,Winter DH Germination
920,BS911-105,12509,Full,B,820,2,0,5,6,14,3,3,NA,,,2020,Ketola 5,1,5,Winter DH Germination
922,BS911-106,12510,Full,B,821,2,0,2,9,10,6,3,NA,,,2020,Ketola 5,1,5,Winter DH Germination
921,BS911-106,12510,Full,B,821,1,0,0,11,11,7,1,NA,,,2020,Ketola 5,1,5,Winter DH Germination
924,BS911-107,12511,Full,B,822,2,1,15,8,0,2,4,NA,,,2020,Ketola 5,1,5,Winter DH Germination
923,BS911-107,12511,Full,B,822,1,1,22,3,2,1,1,NA,,,2020,Ketola 5,1,5,Winter DH Germination
925,BS911-108,12512,Full,B,823,1,0,17,7,0,2,4,NA,,,2020,Ketola 5,1,5,Winter DH Germination
926,BS911-108,12512,Full,B,823,2,0,13,10,7,0,0,NA,,,2020,Ketola 5,1,5,Winter DH Germination
